"","Party","2018","2016","2014","Region"
"100","Marshall Islands","Report not provided","Answer not provided","There is no tobacco growing or local manufacturing in RMI. All tobacco products are imported. There are currently 25 licences granted by the Ministry of Finance to tobacco importers and retailers.","WHO Western Pacific Region"
"101","Mauritania","Report not provided","-","Answer not provided","WHO African Region"
"102","Mauritius","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"103","Mexico","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Report not provided",NA,"Answer not provided","WHO Western Pacific Region"
"105","Mongolia","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"107","Myanmar","Report not provided","Although the Union Government office directed the Ministry of Agriculture to conduct researches on tobacco growing with compared to other alternative crops and to encourage the farmers to grow alternative crops instead of tobacco in 2013, no more follow-up monitoring and other relevant actions could not be made during last two years.","In 2013 the Union Government office directed the Ministry of Agriculture to conduct the researches on tobacco growing with compared to other alternative crops and to encourage the farmers to grow the alternative crops instead of tobacco.","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Report not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"112","New Zealand","Report not provided","Not applicable.","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Report not provided","Answer not provided","Agriculture extension workers promoting a switch","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"118","Oman","Report not provided","تم تشكيل لجنة للحد من زراعة التبغ في السلطنة بالقرار الوزاري رقم 41/2010 من وزير الزراعة والثروة السمكية","Tobacco-growing is limited to confined areas and it is used for local consumption. A committee was formed to reduce tobacco growing in the Sultanate Ministerial Decree No. 41/2010 of the Minister of Agriculture and Fisheries.","WHO Eastern Mediterranean Region"
"119","Pakistan","Report not provided","Pakistan is a member of working group formed on Article 17&18 of FCTC. Pakistan participated in Fourth meeting of the working group on economically sustainable alternatives to tobacco growing in relation to Articles 17 and 18 of the WHO. Keeping in view the recommendations of this working group, Pakistan is planning to take the following measures:
•	Research on alternate crop cycles that are economically viable for farmers
•	Marketing mechanisms for the new crops
•	Subsidy to farmers to grow alternate crops
•	Capacity building of farmers regarding new crops
•	Media/ info campaigns to educate farmers","Pakistan is a member of working group formed on Article 17&18 of FCTC. Pakistan has participated in Fourth meeting of the working group on economically sustainable alternatives to tobacco growing in relation to Articles 17 and 18 of the WHO from 18 - 20 February 2014 at Geneva. Keeping in view the recommendations of this working group Pakistan is planning to take the following measures:
•	Research on alternate crop cycles that are economically viable for farmers
•	Marketing mechanisms for the new crops
•	Subsidy to farmers to grow alternate crops
•	Capacity building of farmers regarding new crops
•	Media/ info campaigns to educate farmers","WHO Eastern Mediterranean Region"
"120","Palau","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"121","Panama","Report not provided","Panamá no es productor de hojas de tabaco a gran escala y cada vez más se reducen las hectáreas sembradas, recientemente se público una noticia que indicaba que los pequeños cultivos de tabaco en Dolega han sido reemplazados por plantaciones de palmas aceiteras. De hecho, le  cultivo y fabricación de productos de tabaco  no es considerado para estimar su contribución al PIB. 
Existe un fabrica de cigarrillos para la exportación  denominada Overseas United S.A que opera en una área comercial especial (zona aduanera) pero toda su materia prima es importada.

En estos momentos el artículo 17 continúa sin ser una prioridad nacional.","Panamá no es productor de hojas de tabaco a gran escala. por lo que este producto no es considerado para estimar su contribución al PIB. En estos momentos el artículo 17 continúa sin ser una prioridad nacional.","WHO Region of the Americas"
"122","Papua New Guinea","Report not provided","There is no commercial growing the country at the moment. However the industries are trying to grow tobacco . PNG will have to prepare for this and legislate against.","Our jurisdiction prohibits commercial growing of tobacco.","WHO Western Pacific Region"
"123","Paraguay","Report not provided","Ninguno","Answer not provided","WHO Region of the Americas"
"124","Peru","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"125","Philippines","Report not provided","Through the South-South and Triangular Cooperation Meeting for the implementation of the WHO FCTC, the Philippines was selected as a Technical Assistance Recipient for Article 17 and 18. Feedback had been made to the relevant Article 17 National Tobacco Control Committee. A team composed of representatives from the Department of Agriculture, Department of Agrarian Reform, Department of Labor and Employment and the Department of Health, including representatives from the Regional Health Office and Agricultural Office had been organized to travel to Brazil to study their Alternative Livelihood Program. It is expected that the Philippine team will develop a proposed country specific project on Alternative Livelihood for Tobacco Farmers.","Answer not provided","WHO Western Pacific Region"
"126","Poland","Report not provided","The EU legislation allows possibility of transitional granting payments, unrelated to the production, in the tobacco sector. Poland took advantage of this possibility in order to prevent sudden and significant reduction of the help in this sector. In the EU legislation degressive character of the transitional domestic support was established to 2020.

2. The Ministry of Agriculture and Rural Development appealed to scientific research institutes in order to undertake examinations aimed at implementation of other, economically effective, manners of running an agricultural households where the cultivation of the tobacco plant constitutes the main cultivation.

3. There are some possibilities of supporting tobacco growers as a part of the Rural Development Programme for period of 2014-2020, which is based on provisions the EU, in particular on Regulation of the European Parliament and Council No. 1305 /2013 on the rural development support by the European Agricultural Fund for the Development of Rural Areas (EFRROW). The main goal of the mentioned programme for 2014-2020 is an improvement of competitiveness of agriculture and sustainable territorial development of rural areas. Supporting producers of tobacco in Poland will be possible in frames of the following instruments: Bonuses for young farmers, Restructuring project of small households, Modernization of agricultural households, Establishing groups and organisations of producers.","Answer not provided","WHO European Region"
"127","Portugal","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"128","Qatar","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"130","Republic of Moldova","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"132","Russian Federation","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Report not provided","There has been no progress to date.","Report not provided","WHO Western Pacific Region"
"138","San Marino","Report not provided","No tobacco growing or manufactoring in San Marino.","Answer not provided","WHO European Region"
"139","Sao Tome and Principe","Report not provided","Report not provided","Answer not provided","WHO African Region"
"140","Saudi Arabia","Report not provided","- يتم التعاون مهع دول مجلس لالتعاةون الخليجي فيما يخص هذه الماده علما انه يحظر زراعة وصناعة التنبغ في المملكه","Answer not provided","WHO Eastern Mediterranean Region"
"141","Senegal","Report not provided","Answer not provided","La culture du tabac n’existe plus au Sénégal depuis 2010. Elle constituait une spéculation secondaire pour l’essentiel des tabaculteurs de l’époque.","WHO African Region"
"142","Serbia","Report not provided","According to the National Strategy of Agriculture and Rural Development (2014) agricultural workers are free to choose the type of culture they would like to cultivate. The Ministry of Agriculture does not introduce any measure to encourage agricultural workers to any kind of herbal production.
Since 2012, tobacco production has been integrated into the general system of subsidies for herbal production through direct payment per hectare of farmland. The production of tobacco itself has not been additionally subsidized.","Since 2012 tobacco production has been integrated into the general system of subsidies for herbal production through direct payments per hectare of farmland. The production of tobacco itself has not been additionally subsidized.","WHO European Region"
"143","Seychelles","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"144","Sierra Leone","Report not provided","Answer not provided","There is no Government programme or policy to actively promote economically viable alternatives for tobacco workers growers and individual sellers. Possible alternatives for tobacco growers exist but have not been promoted.
There is lack of data in relation to tobacco farmers.","WHO African Region"
"145","Singapore","Report not provided","NA.","Answer not provided","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Total ban the support for growing of tobacco product was established in 2009.","Total ban the support for growing of tobacco product was established in 2009.","WHO European Region"
"147","Slovenia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"148","Solomon Islands","Report not provided","Report not provided","No provisions for Article 17 in the country''s tobacco control legislature","WHO Western Pacific Region"
"149","South Africa","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"150","Spain","Report not provided","En España, se pueden distinguir dos tipos de apoyo a la diversificación del cultivo del tabaco: ayudas nacionales y ayudas cofinanciadas por Fondo Europeo Agrícola de Desarrollo Rural (FEADER).
1.	Ayudas nacionales: Ayudas a la diversificación y dinamización económica de municipios tabaqueros. En 2013, En Extremadura se convocó una ayuda dotada de 8.500.000 euros (Decreto 42/2013, de 26 de marzo, por el que se establecen las bases reguladoras de la concesión de ayudas para la diversificación y dinamización económica de municipios tabaqueros, y se dispone la convocatoria para el ejercicio 2013). El sector primario está excluido de esta ayuda y están incluidos los sectores secundario y terciario. Se han aprobado 228 expedientes.
El 10 de octubre de 2011, se suscribió un  convenio de colaboración entre el Ministerio de Medio Ambiente y Medio Rural y Marino y la Consejería de Agricultura, Desarrollo Rural, Medio Ambiente y Energía de la Junta de Extremadura, para la realización de un programa de desarrollo rural sostenible en las comarcas tabaqueras extremeñas. El convenio de suscribió como consecuencia de la inclusión en la Ley 39/2010, de 22 de diciembre, de presupuestos Generales del Estado para el año 2011 como una subvención nominativa, con una dotación de 9.000.000 de euros. A fin de desarrollar las actuaciones descritas en el convenio, la Consejería de Agricultura estableció mediante el Decreto 42/2013, de 26 de marzo, las bases reguladoras para la concesión de ayudas en concurrencia competitiva, para la diversificación y dinamización económica de municipios con clara vocación tabaquera, así como en su área de influencia.
El convenio, con un acuerdo de modificación y prórroga incluido, terminó el 31 de diciembre de 2014, en estos momentos la Comisión de Seguimiento del convenio está gestionando su cierre y liquidación.
Al amparo del convenio se han certificado 167 expedientes suponiendo un gasto con cargo al convenio de 5.705.893,07 de euros, incluyendo una asistencia técnica para la realización, entre otros, de trabajos de apoyo a la gestión de la línea de ayudas a la diversificación y dinamización económica de los municipios tabaqueros con un coste de 259.557,57 euros, la diferencia entre la dotación inicial del convenio (9.000.000 de euros) y la cantidad justificada se devolverá por parte de la Junta de Extremadura al Tesoro Público. 
2.	Ayudas cofinanciadas por el FEADER: Existen tres programas de desarrollo rural (PDR) FEADER que contienen ayudas a la diversificación del tabaco: Castilla y León, Andalucía y Extremadura.
Andalucía: El Programa de Desarrollo Rural (PDR) de Andalucía, para el marco 2007-2013, recogía la Medida 144 ""Explotaciones en proceso de reestructuración con motivo de la reforma de la OCM del tabaco"", que tenía como beneficiarios a los tabaqueros que realizaran una diversificación económica hacia otras actividades tanto agrarias como no agrarias. Esta medida tenía una financiación asignada de un gasto público que ascendía a un montante de 1.584.606 euros para el marco 2007-2013.
No obstante, el actual Programa de Desarrollo Rural (PDR) de Andalucía, en su marco 2014-2020, no recoge operaciones específicas destinadas a la diversificación del sector del tabaco.
Extremadura: Los proyectos de diversificación del sector tabaquero se incluyen en el PDR 2007-2013 de Extremadura dentro de la medida 413 (aplicación de estrategias de desarrollo local), que comprendía  actividades de diversificación hacia actividades no agrícolas, ayuda a la creación y desarrollo de microempresas y fomento de actividades turísticas. Toda la medida 413 tiene una asignación financiera de 10.607.903 euros (en este montante se incluye tanto las actuaciones dirigidas al sector tabaquero como a otros sectores).
Castilla y León: En el periodo 2012-2014 se apoyó la reconversión de las explotaciones que iniciaran otra actividad con abandono progresivo del cultivo del tabaco.
En la actualidad no se concede ayuda alguna en este ámbito.","Answer not provided","WHO European Region"
"151","Sri Lanka","Report not provided","Answer not provided","Report not provided","WHO South-East Asia Region"
"152","Sudan","Report not provided","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","Report not provided","Not applicable","Answer not provided","WHO Region of the Americas"
"154","Swaziland","Report not provided","No report available.","Report not provided","WHO African Region"
"155","Sweden","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"156","Syrian Arab Republic","Report not provided","Answer not provided","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"158","Thailand","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"160","Timor-Leste","Report not provided","Report not provided","Report not provided","WHO South-East Asia Region"
"161","Togo","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"162","Tonga","Report not provided","Remains the same as in the last Report 2014.","Tobacco growing in Tonga is insignificant","WHO Western Pacific Region"
"163","Trinidad and Tobago","Report not provided","There is no tobacco growing industry in TTO.","Answer not provided","WHO Region of the Americas"
"164","Tunisia","Report not provided","Cette activité concerne seulement un projet de remplacement de tabac par les pommes de terre dirigé par une ONG sur une parcelle de culture
Les cultivateurs ont tendance à substituer la culture de tabac par la culture de légumes
Les travailleurs sont des agents permanents","Cette activité concerne seulement un projet de remplacement de tabac par les pommes de terre dirigé par une ONG sur une parcelle de culture
Les cultivateurs ont tendance à substituer la culture de tabac par la culture de légumes
Les travailleurs sont des agents parmanents.","WHO Eastern Mediterranean Region"
"165","Turkey","Report not provided","Financial support has been given to the farmers who want to shift to carry out alternative livelihoods.","Alternative activities to tobacco production have been carried out by Food Agriculture and Livestock Ministry","WHO European Region"
"166","Turkmenistan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"168","Uganda","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"169","Ukraine","Report not provided","Answer not provided","Tobacco growing in Ukraine is almost disappeared.","WHO European Region"
"170","United Arab Emirates","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Tobacco is not farmed in the UK","Report not provided","WHO European Region"
"172","United Republic of Tanzania","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"173","Uruguay","Report not provided","A raíz del cierre de la fábrica elaboradora de cigarrillos de Philip Morris, se ha producido la reconversión de un grupo de sus trabajadores, los cuales han constituído una cooperativa de trabajo (Cooperativa 21 de Octubre) actualmente dedicada al control de tabaco, en tareas de información a la población y de  fiscalización de la normativa vigente.","Answer not provided","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","За последние два года прогресс отсутствует","Answer not provided","WHO European Region"
"175","Vanuatu","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Answer not provided","WHO Region of the Americas"
"177","Viet Nam","Report not provided","No policy development","Answer not provided","WHO Western Pacific Region"
"178","Yemen","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"179","Zambia","Report not provided","Following the baseline baseline survey conducted by the Zambia Agriculture Research Institute and Tobacco Free Association of Zambia, on identification of Alternative Crops to Tobacco Cultivation in tobacco growing regions of Zambia, a series of  consultative meetings with small scale tobacco farmers on Alternative Crops where held.  The alternative crops identified that need support include; soyabeans, cotton, beans, upland rice, sunflower and vegetable production. Livestock based  interventions with potential for short term household income needs such as, fish farming and small scale dairy where also identified.","Report not provided","WHO African Region"
"180","Zimbabwe","Report not provided","Answer not provided","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
