"","Party","2018","2016","2014","Region"
"51","El Salvador","Ley para el Control del Tabaco, 2011
Prohibiciones
Art. 9.- Se prohíbe la venta de tabaco y sus productos:
a)	A menores de edad.
b)	Por menores de edad.
c)	POR UNIDADES O CAJETILLAS DE MENOS DE DIEZ CIGARRILLOS. (1)
d)	Cigarros por unidades.
e)	En máquinas expendedoras.
f)	En los lugares no permitidos para el consumo, establecidos en la presente Ley, excepto en los supermercados y tiendas.
g)	Que estén elaborados en formas o figuras que induzcan al consumo del mismo a menores de edad.
h)	Que estén directamente accesibles en los lugares de venta.
i)	A personas que no prueben su mayoría de edad cuando se considere necesario.

Reglamento de la Ley para el Control del Tabaco. Decreto Ejecutivo No. 63, de fecha 29 de mayo de 2015, publicado en el Diario Oficial No. 101, Tomo 407, de fecha 5 de junio de 2015. Capítulo II. Lugares o puntos de venta. Art. 7.- Cada lugar o punto de venta deberá cumplir con los siguientes requisitos: …b) Mantener un anuncio situado al interior del establecimiento con las leyendas sobre la prohibición de venta, distribución o suministro a título gratuito a menores de edad; de acuerdo a lo establecido en la norma técnica sanitaria respectiva. c) Exigir a la persona que se presente a adquirir productos del tabaco y derivados, que acredite su mayoría de edad con identificación oficial que contenga fotografía, …h) Se prohíben los exhibidores, dispensadores u otras modalidades de autoservicio o venta impersonal en los supermercados y tiendas de conveniencia, para evitar la inducción del consumo a niñas, niños y adolescentes. Sólo se permitirá la colocación de una lista textual de los productos de tabaco que se expenden, con sus respectivos precios y deberá exhibirse la información que advierta sobre el perjuicio causado por el humo de tabaco, con el objeto de evitar el consumo compulsivo entre aquellas personas que quieren dejar de fumar.

Objetos prohibidos. Art. 16.- Se prohíbe la fabricación, importación, distribución gratuita y venta de alimentos, juguetes u otros objetos que tengan la forma, marca y diseño de productos de tabaco y derivados.","Reglamento de la Ley para el Control del Tabaco. Decreto Ejecutivo No. 63, de fecha 29 de mayo de 2015, publicado en el Diario Oficial No. 101, Tomo 407, de fecha 5 de junio de 2015. Capítulo II. Lugares o puntos de venta. Art. 7.- Cada lugar o punto de venta deberá cumplir con los siguientes requisitos: …b) Mantener un anuncio situado al interior del establecimiento con las leyendas sobre la prohibición de venta, distribución o suministro a título gratuito a menores de edad; de acuerdo a lo establecido en la norma técnica sanitaria respectiva. c) Exigir a la persona que se presente a adquirir productos del tabaco y derivados, que acredite su mayoría de edad con identificación oficial que contenga fotografía, …h) Se prohíben los exhibidores, dispensadores u otras modalidades de autoservicio o venta impersonal en los supermercados y tiendas de conveniencia, para evitar la inducción del consumo a niñas, niños y adolescentes. Sólo se permitirá la colocación de una lista textual de los productos de tabaco que se expenden, con sus respectivos precios y deberá exhibirse la información que advierta sobre el perjuicio causado por el humo de tabaco, con el objeto de evitar el consumo compulsivo entre aquellas personas que quieren dejar de fumar.

Objetos prohibidos. Art. 16.- Se prohíbe la fabricación, importación, distribución gratuita y venta de alimentos, juguetes u otros objetos que tengan la forma, marca y diseño de productos de tabaco y derivados.","La ley nacional contempla la prohibición de la venta de productos de tabaco a personas menores de 18 años; no obstante. los vendedores no siempre cumplen fielmente esa disposición. El FOSALUD ha iniciado las inspecciones a los establecimientos y puestos de venta para asegurar que se este cumpliendo esta prohibición. pero no tiene capacidad completa para controlar las ventas ambulantes de personas naturales que trabajan en el sector informal. FOSALUD colabora con el MINSAL. ISSS y la Policia Nacional Civil para vigilar el cumplimiento de los articulado de la ley en la medida de sus capacidades","WHO Region of the Americas"
"52","Equatorial Guinea","NO EXISTE UNA LEY","NO EXISTE UNA LEY","Report not provided","WHO African Region"
"53","Estonia","No changes from the last report.","No changes from the last report.","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","The Tobacco Products Directive 2014/40/EU, stipulates that a unit packet of cigarettes shall include at least 20 cigarettes. A unit packet of roll-your-own tobacco shall contain tobacco weighing not less than 30g.","The Tobacco Products Directive 2014/40/EU, stipulates that a unit packet of cigarettes shall include at least 20 cigarettes. A unit packet of roll-your-own tobacco shall contain tobacco weighing not less than 30g.","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Answer not provided","Under Section 10 a of the Tobacco Act, it is forbidden to sell tobacco products from automatic vending machines. The ban entered into force on 1 January 2015.","Under Section 10 of the Tobacco Act which entered into force on 1 October 2010 a person selling tobacco products must be aged at least eighteen years. However a person younger than that may sell tobacco products if the sale takes place under the supervision of a person aged over eighteen.
Under Section 8 a of the Tobacco Act which entered into force on 1 January 2012 displaying tobacco products and their trademarks in retail sale facilities for tobacco tobacco products substitute tobacco tobacco imitations and smoking accessories is forbidden.
Under Section 10 a of the Tobacco Act it is forbidden to sell tobacco products from automatic vending machines. The ban enters into force on 1 January 2015. Until then tobacco products may be sold from automatic vending machines only where such sales are under supervision. An automatic vending machine shall be placed so that its use can be monitored continuously. The placing and supervision of the use of an automatic vending machine is the responsibility of the owner proprietor or responsible manager of the premises where the vending machine is placed or an employee designated to perform this task.","WHO European Region"
"58","France","Article L3512-12 du code de la santé publique prévoit que : ""La personne qui délivre lun de ces produits exige du client quil établisse la preuve de sa majorité"". Le buraliste a maintenant lobligation  de demander une preuve de majorité.
Depuis le 26 janvier 2016, les polices municipales sont autorisées à contrôler l’interdiction de vente aux mineurs au sein de débits de tabac.","Article 24 de la loi du 26/01/2016 prévoit que : ""La personne qui délivre lun de ces produits exige du client quil établisse la preuve de sa majorité"". Sil y avait auparavant possibilité, il y a maintenant obligation de la part des buralistes de demander une preuve de majorité.
Depuis le 26 janvier 2016, les polices municipales sont autorisées à contrôler linterdiction de vente aux mineurs au sein de débits de tabac.","RAS pour 2012 et 2013","WHO European Region"
"59","Gabon","Answer not provided","Answer not provided","Le seul progrès c’est la promulgation de la loi antitabac (article 22 de la loi qui concerne la vente de produits du tabac aux mineurs).","WHO African Region"
"60","Gambia","The Draft Bill covered the exposure of tobacco products to and by minors.","The Draft Bill covered the exposure of tobacco products to and by minors.","TOBACCO SALE TO MINOR IS CAPTURED IN THE TOBACCO POLICY BUT IS YET TO BE ENACTED","WHO African Region"
"61","Georgia","Above listed prohibitions are included in the tobacco control national law.new tobacco control law has improved and simplified administrative mechanisms if the regulations are violated.","Above listed prohibitions are included in the current tobacco control national law but there are challenges in terms of its full implementation because of the weak administrative mechanisms. The penalty sanctions for the infringement of the law are very low and mechanism of penalizing is very complicated. 
Amendment project to the current legislation include the simplification of administrative mechanisms but it is not passed in the Parliament yet.","According to current national tobacco control law above listed prohibitions are in place but enforcment of this law is weak and is often infrindged with no adequate response due to the weak mechanism of enforcing administrative offense code which has relevant provisions on sanctions for each type of infringment. 
Amendment to administrative offense code has simplified the penalizing mechanisms but it is not passed in the parliament yet.","WHO European Region"
"62","Germany","As part of an intensive education and information work, the federal government has been conducting projects and campaigns for the purpose of effective compliance with the youth protection law prohibitions. In addition, the federal government supports numerous prevention activities, in particular to prevent problematic consumption patterns of children and adolescents.","As part of an intensive education and information work, the federal government has been conducting projects and campaigns for the purpose of effective compliance with the youth protection law prohibitions. In addition, the federal government supports numerous prevention activities, in particular to prevent problematic consumption patterns of children and adolescents.","As part of an intensive education and information work the federal government has been conducting projects and campaigns for the purpose of effective compliance with the youth protection law prohibitions. In addition the federal government supports numerous prevention activities in particular to prevent problematic consumption patterns of children and adolescents.","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"65","Grenada","This section is addressed in our draft legislation which have not yet been made into law. 

Most point of sale for tobacco products do have notice prohibiting sale to minors and tobacco products are not sold on open shelves.   

Presently there are not tobacco vending machines in Grenada

Free cigarettes or tobacco products are not promoted or distributed in Grenada","This section is addressed in our draft legislation which have not yet been made into law. 

Most point of sale for tobacco products do have notice prohibiting sale to minors and tobacco products are not sold on open shelves.   

Presently there are not tobacco vending machines in Grenada

Free cigarettes or tobacco products are not promoted or distributed in Grenada","This section is addressed in our draft legislations which have not yet been made into law. 
Most point of sale for tobacco products do have notice prohibiting sale to minors and tobacco products are not sold on open shelves. 
Presently there are not tobacco vending machines in country","WHO Region of the Americas"
"66","Guatemala","Ninguno.  Las disposiciones legales prohibitivas se han mantenido inalteradas.  Éstas se encuentran en el Código de Salud.","Ninguno.  Las disposiciones legales prohibitivas se han mantenido inalteradas.","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","Il na pas de machines distributrices de tabac en Guinée
La vente de tabac aux mineurs et par les mineurs nai pas controlée","Report not provided","WHO African Region"
"68","Guinea-Bissau","This item is included in the draft bill.","This item is included in the draft bill.","Report not provided","WHO African Region"
"69","Guyana","Part 8 of the Tobacco Control Act provides for all of the measures listed above and this is now law.","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","En los dos últimos años se han dado avances en el cumplimiento de la disposición del Artículo 16 del CMCT de la OMS con respecto a la prohibición de productos derivados de tabaco a menores y por menores.","En los dos últimos años se han dado avances en el cumplimiento de la disposición del Artículo 16 del CMCT de la OMS con respecto a la prohibición de productos derivados de tabaco a menores y por menores.","Honduras ha presentado enormes avances de protección a la salud. de menores de 21 años con la implementación de la prohibición de compra y venta de productos derivados de tabaco.","WHO Region of the Americas"
"71","Hungary","Report not provided","In September 2012 the Parliament adopted the Act on „Reducing Smoking Prevalence among Young People and Retail of Tobacco Products”, also known as the “Tobacco Shop Law”. In consequence of the Act, selling of tobacco products can only be permitted in supervised tobacco stores, where only adults above 18 can purchase. The aim of the Act is to restrict the widespread availability and presence of tobacco products in order to promote tobacco control among young people, furthermore to supply smokers with tobacco products professionally and satisfyingly in compliance with consumer protection rules, thereby to prevent the illegal trade of tobacco products.
As a result of the Act, from 1st July 2013, tobacco products can only be purchased in 7000 supervised tobacco stores with concession, instead of in more than 40 000 shops all over the country before. At retail, young people need to be prevented from buying tobacco products as much as possible. If there is a doubt about the age of the customer, the retailer must check the documents proving the age of the customer. In case of contravening these requirements, the consumer protection agency can impose a fine on the tobacco product retailer.
On the outer walls of the tobacco store it is prohibited to display any picture or visualization relating to tobacco products or smoking. As a result of these measures, purchasing tobacco products has become more difficult for young people.
Results of Youth Surveys in 2012 and 2013 The youth surveys in 2012 and 2013 were conducted within the WHO Global Youth Tobacco Survey (GYTS). Respondents of the surveys were pupils in the 7th, 8th and 9th grades in the age group of 13-15.
In 2012 the rate of current – both daily and occasional – smokers was 27%; 31% of boys and 25% of girls smoked. This rate decreased by 3% in 2013. The decrease was observed among boys: the rate of current smokers among boys fell to 24% by 2013 and there was no change among girls.
In 2012, 7% of the age group of 13-15 were daily smokers, that is, 9% of boys and 5% of girls. The rate of current smokers among young people rose to 9% by 2013. The increase was 1% among boys and 2% among girls.
In 2012, 45% of young people bought cigarettes in shops; this rate decreased significantly to 20% by 2013. In 2012, 43% of young people were not prevented by shop assistants in 56 service from buying cigarettes because of their age, this rate unfortunately increased by 2013: 50% of the age group of 13-15 were not refused during service because of their age.
The Adult Tobacco Survey 2013 contains that 58% of the smokers said, that it is more or much more difficult to buy a tobacco product than before decreasing the number of the tobacco-selling places.
Four important measures on tobacco control implemented since 2012 in Hungary:
smoking ban in enclosed air space public places and in some of the open air space places, the significant tax increase on cigarettes, the warnings combined with pictures on cigarette packages and the drastic decrease in the number of stores selling tobacco products.
A significant decline of the prevalence among adults and slight decline of the prevalence among the youth occurred related to the four measures.
The reduction of the number of smokers is expected to help reduce tobacco related morbidity, mortality and tobacco related economic and social burden.

The rules of the marketing of electronic cigarettes have been recorded during the transfer of the directive 2014/40/EU of the European Parliament and the Council to the Hungarian legislation..

Electronic cigarettes can be only purchased in the National Tobacco stores according to the amendment of the Act CXXXIV of 2012 on “Reducing Smoking Prevalence among Young People and Retail of Tobacco Products. (Introduced: 23 December 2015, entry into force: 20 May 2016)","In September 2012 the Parliament adopted the Act on „Reducing Smoking Prevalence among Young People and Retail of Tobacco Products”. also known as the “Tobacco Shop Law”. In consequence of the Act. selling of tobacco products can only be permitted in supervised tobacco stores. where only adults above 18 can purchase. The aim of the Act is to restrict the widespread availability and presence of tobacco products in order to promote tobacco control among young people. furthermore to supply smokers with tobacco products professionally and satisfyingly in compliance with consumer protection rules. thereby to prevent the illegal trade of tobacco products.
As a result of the Act. from 1st July 2013. tobacco products can only be purchased in 7000 supervised tobacco stores with concession. instead of in more than 40 000 shops all over the country before. At retail. young people need to be prevented from buying tobacco products as much as possible. If there is a doubt about the age of the customer. the retailer must check the documents proving the age of the customer. In case of contravening these requirements. the consumer protection agency can impose a fine on the tobacco product retailer. 
On the outer walls of the tobacco store it is prohibited to display any picture or visualization relating to tobacco products or smoking. As a result of these measures. purchasing tobacco products has become more difficult for young people. 
Results of Youth Surveys in 2012 and 2013
The youth surveys in 2012 and 2013 were conducted within the WHO Global Youth Tobacco Survey (GYTS). Respondents of the surveys were pupils in the 7th. 8th and 9th grades in the age group of 13-15. 
In 2012 the rate of current – both daily and occasional – smokers was 27%; 31% of boys and 25% of girls smoked. This rate decreased by 3% in 2013. The decrease was observed among boys: the rate of current smokers among boys fell to 24% by 2013 and there was no change among girls.
In 2012. 7% of the age group of 13-15 were daily smokers. that is. 9% of boys and 5% of girls. The rate of current smokers among young people rose to 9% by 2013. The increase was 1% among boys and 2% among girls.
In 2012. 45% of young people bought cigarettes in shops; this rate decreased significantly to 20% by 2013. In 2012. 43% of young people were not prevented by shop assistants in service from buying cigarettes because of their age. this rate unfortunately increased by 2013: 50% of the age group of 13-15 were not refused during service because of their age.
The Adult Tobacco Survey 2013 contains that 58% of the smokers said. that it is more or much more difficult to buy a tobacco product than before decreasing the number of the tobacco-selling places.
Four important measures on tobacco control implemented since 2012 in Hungary:
smoking ban in enclosed air space public places and in some of the open air space places. the significant tax increase on cigarettes. the warnings combined with pictu","WHO European Region"
"72","Iceland","Results showed through randomized control system done by town council near Reykjavik for many years that young people can buy tobacco to some extent.

This is one priority to consider when making new official tobacco policy in tobacco control in Iceland","Results showed through randomized control system done by town council near Reykjavik for many years that young people can buy tobacco to some extent.

This is one priority to consider when making new official tobacco policy in tobacco control in Iceland","Results showed through randomized control system done by town council near Reykjavik for many years that young people can buy tobacco to some extent.
This is one priority to consider when making new official tobacco policy in tobacco control in Iceland","WHO European Region"
"73","India","Report not provided","State Governments are encouraged to organize sensitisation programmes for law enforcers. 
Some of the states have used innovative strategies like partnering with corporates for display of signages at points of sale.
Many educational institutions/universities/colleges are taking steps to become and be declared as tobaccofree,  using/adapting the guidelines of Ministry of Health & Family Welfare.","State Governments have been encouraged to adapt the ''Tobacco Free Schools'' Guidelines. The Education ministry has also directed all states to implement these guidelines.
A guideline for implementation of the rules has also been developed and dessiminated to all the states. 
State Governments have been encouraged to organize sensitisation programmes for law enforcers. 
Some of the states have used innovative strategies like partnering with corporate for display of the signages at point of sale.
Many educatioal institutions/univertities/colleges are sub-national level are declaring themselves tobaccofree.","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","By enforcement of licensing system, this article would be better supervised.","By enforcement of licensing system, this article would be better supervised.","Sale or supply of tobacco to persons under eighteen years or by these individuals is prohibited in Article 12 of the national comprehensive tobacco control Act. 
Any violation of this Article sentenced includes seizing offenders'' products relevant fine. Subsequently in Article 16 of this Act with regard to financial constraints among the youth especially students to make it difficult to purchase tobacco products by this group of people and other vulnerable groups of society economically it is stipulated the vendors are required to supply complete packages of tobacco products and the supply and sale of tobacco products in opened packages is banned. 
In Article 10 on the executive bylaw of the national tobacco control law selling tobacco products through the Internet and automatic vending machines is banned. To accurate performance Article 12 of the comprehensive tobacco control law in Article 11 of its executive bylaw tobacco seller in case of any suspicion is required to ask buyer''s identification card confirming he/she has at least (18) years old.	 
Given the establishment of the environmental health operating center and providing the necessary platform for community participation in reporting violations from health regulations through the supervision system in the 
Environmental and Occupational Health Center at the country level it is possible that any health violations including violations related to the tobacco control are followed-up in the shortest possible time.","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","In 2014 the Irish Government approved the drafting of legislation to introduce a licensing system and other measures in relation to retail sale of tobacco products and electronic non-medicinal nicotine delivery systems.  The proposed legislation will prohibit the sale of tobacco products from self-service vending machines.  It will also prohibit the sale of electronic non-medicinal nicotine delivery systems to persons under 18 years and the sale of electronic non-medicinal nicotine delivery systems and  tobacco products by persons under the age of 18 years (minors).  Work on the proposed legislation is ongoing.","In 2014 the Irish Government approved the drafting of legislation to introduce a licensing system and other measures in relation to retail sale of tobacco products.  The proposed legislation will prohibit the sale of tobacco products from self-service vending machines.  It will also prohibit the sale of tobacco products by persons under the age of 18 years (minors).  Work on the proposed legislation is ongoing.","With regard to the question of prohibiting the sale of tobacco products from vending machines and the question of prohibiting the sales of tobacco products by minors the following is being considered:
 Tobacco Free Ireland Ireland''s tobacco control policy sets out recommendations for the future regulation of the tobacco retail environment.","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","This year Italy with the Legislative decree n.6/2016 adopted the European Directive 40/2014/UE which prohibits 10 cigarettes packs, the same law introduce penalties and fees for sellers who sale tobacco products to minors and distribute that promoting tobacco products.","This year Italy with the Legislative decree n.6/2016 adopted the European Directive 40/2014/UE which prohibits 10 cigarettes packs, the same law introduce penalties and fees for sellers who sale tobacco products to minors and distribute that promoting tobacco products.","From January 1st 2012 the ban of sales for tobacco products was extended to people of 18 years old (the previous was for 16 years old) with an increase of the fines for tobacco sellers","WHO European Region"
"79","Jamaica","The Child Care and Protection Act makes  provision for the prohibition of sale of some forms of tobacco products to and by minors. The Child Care and Protection Act  does not prohibit the sale of tobacco products in general (including electronic nicotine delivery systems) to and by minors. The current provision restrictively references cigarettes, cigars, cheroots, and cigarillos. Attempts are being made  to amend the Act to accord with the FCTC requirements.","The Child Care and Protection Act, 2004 makes  provision for the prohibition of sale to and by minors. The Act is presently being updated.","The Child Care and Protection Act enacted in 2004 makes the provision for the prohibition of sale to and by minors. The Act is presently being updated.","WHO Region of the Americas"
"80","Japan","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","تم تضمين  منع  بيع منتجات التبغ  للقصر في قانون الصحة العامة رقم  47 لسنة 2008 
الحدث ( لمن لم يكمل 18 عام ) وتم منع استخدام منع ماكينات بيع منتجات التبغ في قانون الصحة العامة رقم 47 لسنة 2008 ، ويتضمن  قانون سلوك الاحداث منع بيع القصر وبيع التجزئة . ومنع مقلدات التبغ وقد تم تغليظ العقوبات على بيع التبغ للقصر لتصل العقوبة لتصبح العقوبة من 1000الى 3000 الاف دينار او الحبس من 3-6 اشهر وذلك في تعديلات القانون رقم 11لسنة 2017 القانون المعدل لقانون الصحة العامة رقم 47 لسنة 2008","تم تضمين  منع  بيع منتجات التبغ  للقصر في قانون الصحة العامة رقم  47 لسنة 2008 
الحدث ( لمن لم يكمل 18 عام ) وتم منع استخدام منع ماكينات بيع منتجات التبغ في قانون الصحة العامة رقم 47 لسنة 2008 ، ويتضمن  قانون سلوك الاحداث منع بيع القصر وبيع التجزئة . ومنع مقلدات التبغ","It was added to the terms of preventing the sale of tobacco products to minors (less than 18 years old) within the code of conduct events under the Ministry of the Interior and Public Health Law No. 47 of 2008 which prevents the sale of tobacco products to those less than 18 years.","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"84","Kiribati","Most retail shops are in compliance with this Article, however, monitoring
the extent of compliance is weak and needs to be strengthened","Most retail shops are in compliance with this Article, however, monitoring
the extent of compliance is weak and needs to be strengthened","Most retail shops are in compliance with this Article however monitoring the extent of compliance is weak and needs to be strengthened.","WHO Western Pacific Region"
"85","Kuwait","The new Law 42/2014 will be amended to include specific penalties for sales to minors","The new Law 42/2014 will be amended to include specific penalties foe sales to minors","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","The sales to and buy by minors bans by Tobacco Control Law, however, it is not strictly implemented","The sales to and buy by minors bans by Tobacco Control Law, however, it is not strictly implemented","There is an article in the Law that stated on this issue but there are difficulties in enforcement.","WHO Western Pacific Region"
"88","Latvia","Answer not provided","Since 2014 all purchasers aged 18-25 purchasing tobacco products obliged to present the identity document to retailer in all cases regardless of, whether it is requested by the retailer. Sale of tobacco products to persons whose age retailer has a reasonable doubt, and who does not show an identity document confirming the person ages is prohibited. Following the supervisory and control authorities to request any purchaser is obliged to confirm their identity and age by presenting a personal identification document.","Answer not provided","WHO European Region"
"89","Lebanon","Answer not provided","Answer not provided","Law 174. in chapter 3. article 4 banned the sale or presentation to minors of any tobacco product. Specifically. the law states that it is prohibited to: 
a. Provide free samples of tobacco products and advertising materials in any place. 
b. Provide minors with any tobacco product. through any mean whatsoever such as selling it to them or distributing it for free. 
c. Sell cigarettes in a unit pack containing less than twenty cigarettes. 
d. Place tobacco products at points of sale in a way that allows consumers to grab them directly by themselves. 
e. Provide tobacco products and accessories in restaurants. nightclubs and enclosed places.","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","هناك صعوبة في تفعيل التشريع الصادر بالخصوص","هناك صعوبة في تفعيل التشريع الصادر بالخصوص","There is difficulty in activating the legislation in particular in this area.","WHO Eastern Mediterranean Region"
"93","Lithuania","Control of the prohibition to sale tobacco products to minors is adopted in the Law on Tobacco Control of Republic of Lithuania: https://www.e-tar.lt/portal/lt/legalAct/TAR.F8090E375DA0/kWOxTjTByd","Control of the prohibition to sale tobacco products to minors is adopted in the Law on Tobacco Control of Republic of Lithuania
http://www3.lrs.lt/pls/inter2/dokpaieska.showdoc_l?p_id=266840","id279788","WHO European Region"
"94","Luxembourg","Passage de lâge dinterdiction de 16ans à 18ans pour lachat de produits du tabac et de vapotage.","Answer not provided","Selon le bilan de la loi du 11 aôut 2006 il ny pas de problèmes spécifiques signalés concernant les mineurs","WHO European Region"
"95","Madagascar","une sensibilisation auprès du public pour faire connaître lexistence de la loi est réalisée par la société civile","des écriteaux sur linterdiction aux ventes par et aux mineurs sont distribués aux quelques vendeurs","Distribution des écriteaux d’interdiction de vente aux mineurs dans les points de vente des produits du tabac production et diffusion d’un spot régissant l’interdiction de la vente par les mineurs et aux mineurs des produits du tabac.","WHO African Region"
"96","Malaysia","NO CHANGES SINCE 2014 IMPLEMENTATION","NO CHANGES SINCE 2014 IMPLEMENTATION","There is no significant change in the implementation of Article 16 since the last report in 2012.","WHO Western Pacific Region"
"97","Maldives","NONE","NONE","With the passing of the Tobacco Control Act and one of the related regulations under the Law implementation of Article 16 has made some progress. It is one area where compliance is high compared to other areas of Tobacco Control.","WHO South-East Asia Region"
"98","Mali","A létat actuel des dispositions légales sont entrain d*être développées pour lapplication et le suivi","A létat actuel des dispositions légales sont entrain d*etre développées pour lapplication et le suivi","Toutes les informations sont contenues dans la loi votée par l’Assemblée Nationale et le decret d’application a été votée.","WHO African Region"
"99","Malta","Improved enforcement of legislation requiring vending machines to be supervised by an adult to ensure that no minors make use of them.","Improved enforcement of legislation requiring vending machines to be supervised by an adult to ensure that no minors make use of them.","Improved enforcement of legislation requiring vending machines to be supervised by an adult to ensure that no minors make use of them.","WHO European Region"
"100","Marshall Islands","KUMIT AND POLICE FOR ARE WORKING ON COMPLIANCE","KUMIT AND POLICE FOR ARE WORKING ON COMPLIANCE","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","-","-","Answer not provided","WHO African Region"
"102","Mauritius","The tobacco legislation is being fully enforced and all breach of the law is dealt with by enforcement officers comprising of Police and Public health and Food Safety  Inspectors whereby contraventions are established and severe warnings administered  as the case may be","Answer not provided","As from March 2009 the sales of single stick of cigarette is banned and cigarettes are sold only in packages of 20. The sale of tobacco products to and by minors is banned.","WHO African Region"
"103","Mexico","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Compliance check to Article 16 is conducted twice a year throughout the four states in FSM","Compliance check to Article 16 is conducted twice a year throughout the four states in FSM","Monitoring of Article 16 is conducted twice a year for compliances. Please refer to FSM 2007 Instrument Reporting Annex #6.","WHO Western Pacific Region"
"105","Mongolia","Prohibited: the sale of tobacco to and by persons under the age of 21; the introduction of tobacco vending machines; the organization of promotional sales in any form and lotteries in order to increase tobacco sales.","Report not provided","Prohibited: the sale of tobacco to and by persons under the age of 21; the introduction of tobacco vending machines; the organization of promotional sales in any form and lotteries in order to increase tobacco sales","WHO Western Pacific Region"
"106","Montenegro","The item is referred to in the Law. 
Article 18
""If the seller in the store as referred in paragraph 1 of this Article, suspects that the buyer is less than 18 years of age old, he may require from that person to show an appropriate documents in order to prove legal age, and if they refuse, the seller shall not sell to such person a tobacco product."" 
Penalties were increased through amending the Law on limitation of tobacco products, and the group of subjects related to the prohibition significantly expanded, we therefore see improvements in the implementation of this area","The item is referred to in the Law. 
Article 18
""If the seller in the store as referred in paragraph 1 of this Article, suspects that the buyer is less than 18 years of age old, he may require from that person to show an appropriate documents in order to prove legal age, and if they refuse, the seller shall not sell to such person a tobacco product."" 
Penalties were increased through amending the Law on limitation of tobacco products, and the group of subjects related to the prohibition significantly expanded, we therefore see improvements in the implementation of this area","The item is referred to in the Law. 
Article 18
''If the seller in the store as referred in paragraph 1 of this Article suspects that the buyer is less than 18 years of age old he may require from that person to show an appropriate documents in order to prove legal age and if they refuse the seller shall not sell to such person a tobacco product.'' 
Penalties were increased through amending the Law on limitation of tobacco products and the group of subjects related to the prohibition significantly expanded we therefore see improvements in the implementation of this area","WHO European Region"
"107","Myanmar","Answer not provided","Answer not provided","The Section 8 of the National Tobacco Control Law defines the penalties for the above offences. But the compliance and enforcement are still weak in Myanmar.","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","Answer not provided","The age limit for Tobacco products has been increased from 16 to 18 from January 1st 2014.","The minimum age for buying tobacco products was raised to 18 at the beginning of 2014. Penalties for failure of compliance have increased. With continued awareness raising for the need to improve age verification we are starting to see better results. While the manufacture and sale of sweets snacks toys or any other objects in the form of tobacco products which appeal to minors is not prohibited surreptitious advertisements are not allowed on the Dutch market.","WHO European Region"
"112","New Zealand","No changes since legislative changes in July 2012.","No changes since legislative changes in July 2012 which provided for increased fines and for infringement notices for several offences including sales to minors.

Tobacco vending machines are only located in places to which minors do not have access, principally clubs.","Legislation effective from 23 July 2012 increased fines and provided for infringement notices for several offences including sales to minors as an alternative to prosecution through the court.
Tobacco vending machines are only located in places to which minors do not have access principally clubs and bars.","WHO Western Pacific Region"
"113","Nicaragua","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Honorable Minister of Health announced during the 2017 WNTD immediate implementation of Prohibition of sale of tobacco products to and by anyone below 18.","Answer not provided","Appropriate legislation is being deliberated in Parliament","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
