"","Party","2018","2016","2014","Region"
"50","Egypt","Report not provided","القطاع الصحي و قطاع الحفاظ علي البيئة","Implementation of article 8 - article 5.3 - decrease shisha consumption","WHO Eastern Mediterranean Region"
"51","El Salvador","Report not provided","Nombramiento de la Comisión Interinstitucional para la aplicación del CMCT.
Subscripción del Protocolo para la Eliminación del Comercio Ilícito del Tabaco.
Elaboración de propuesta de Ley para aumentar los impuestos sobre el tabaco.","la Asamblea Legislativa ratifique el Convenio Marco en Abril 2014. Lo mas urgente ahora es revisar la ley nacional y acercarla más al Convenio Marco. así como lograr la aprobación del reglamento para la aplicación de sanciones a los infractores","WHO Region of the Americas"
"52","Equatorial Guinea","Report not provided","* ENCUESTA STEPS
* LEY LA RECOMENDACION DE LA CONVENCION.
* PLAN ESTRATEGICO DE LUCHA CONTRA EL TABACO","Report not provided","WHO African Region"
"53","Estonia","Report not provided","Eliminate illicit trade of tobacco products.","Eliminate illicit trade in tobacco products","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Report not provided","The Tobacco Products Directive, signed in April 2014, is an important step to implement the FCTC at EU level.","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Enforcement ban of mini packs cessation","WHO Western Pacific Region"
"57","Finland","Report not provided","In the Finnish Tobacco Act, Section 1, the goal is set for ending the use of tobacco products (the so-called endgame). This is planned to happen by 2030 (under 5 per cent of the population use nicotine products).","Legislative measures and measures related to smoking cessation","WHO European Region"
"58","France","Report not provided","La priorité est la réalisation du programme national de réduction du tabagisme 2014-2019. En 2015 un effort important a été fait sur le renforcement du cadre juridique, en particulier avec le volet tabac de la loi de santé du 26 janvier 2016.","Transposition de la directive européenne 2014-40","WHO European Region"
"59","Gabon","Report not provided","1°) Adoption par le Gouvernement des textes dapplication de la loi antitabac;
2°) Financement du Plan stratégique antitabac;
3°) Formation du personnel de Santé spécialisé dans le sevrage.","- Atelier de rédaction des textes d’application de la loi antitabac
- Formation des hommes des medias et des ONG œuvrant dans la lutte antitabac sur la sensibilisation
- Renforcement des capacités des agents des services des douanes et des impôts sur la taxation des produits du tabac
- Réalisation d’un spot publicitaire radiotélévisé sur la lutte antitabac
- Formation du personnel médical sur le sevrage tabagique
- Le financement de la recherche en rapport avec l’épidémie tabagique","WHO African Region"
"60","Gambia","Report not provided","1. enactment of the national tobacco control bill
2. nationwide sensitization on the new bill
3. ratification of the protocol on illicit trade
4. development of pictorial warnings on cigarette packs
5. training of health care providers on the national tobacco cessation clinical guidelines
6. establishment of national tobacco cessation clinics
7.strengthen the  mass media campaign 
8. advocate for allocation of government  resources for tobacco control
9. strengthen the community dialogue and outreach programs on tobacco control
10. support school intervention programs
11. support the orientation of front line communicators on tobacco use
12. support capacity building of program staff and health care providers
13. support monitoring and evaluation","DEVELOPMENT OF ENFORCEMENT PLAN DEVELOPMENT OF NEW TOBACCO BILL ENFORCEMENT OF THE BAN ON PUBLIC SMOKING MEDIA CAMPAIGN. CESSATION TRAINING","WHO African Region"
"61","Georgia","Report not provided","Increase of tobacco taxes;	
improve tobacco cessation services;
smoking ban policies in indoor public spaces; 
Timely approval of legislative amendments;
Establishment of effective mechanisms for law enforcement;
Strengthening intersectional collaboration;
Enchaining knowledge sharing platforms;
Strengthening international support and mobilizing collaboration with civil society;
Taking over the Protocol to Eliminate Illicit Trade in Tobacco Products;
Institutional capacity building;
Awareness raising among policy-makers, mass media and general public.","Simplify the process of fining of the violators as well as increase amount of fines – amendments to Administrative offense Code 
Total ban of advertisement and promotion of tboacco products (including on the internet). – Amendments to the Tobacco Control Law and Advertisement Law 
Periodic increase of taxation on tobacco products - Amendment to National Tax Code","WHO European Region"
"62","Germany","Report not provided","Implementation of the EU Tobacco Directive (Ingredients, Packaging and Labelling)","Implementation of the EU Tobacco Directive (Ingredients Packaging and Labelling","WHO European Region"
"63","Ghana","Report not provided","1. Article 5: General Obligations (Getting parliament to pass Regulations)
2. Article 6: Price and tax measures to reduce the demand for tobacco (Implementing high tax policy on Tobacco products)
3. Article 8: Protection from exposure to tobacco smoke (Monitoring and enforcing ban of smoking in Public places)
4. Article 11: Packaging and labelling of tobacco products (Introducing pictorial health warnings)
5. Article 12: Education, communication, training and public awareness
6. Article 13: Tobacco advertising, promotion and sponsorship (Monitoring and enforcing ban on TAPS)
7. Article 14: Demand reduction measures concerning tobacco dependence
and cessation (Inaugurating Cessation Guidelines. Implementing treatment of addiction based on cessation Guidelines)
8. Article 21: Reporting and exchange of information (Meeting reporting obligations)","Development of a national Comprehensive Strategic plan for Tobacco Control
Conduct of Surveys (GYTS GATS GHPS)
Education training and communication (Article 12)
Tobacco use cessation","WHO African Region"
"64","Greece","Report not provided","implementation of the TPD article legislations within national legislation during 2016
implementation of the law of total ban of smoking in closed public areas
ratification of the FCTC- WHO protocol for illicit trade control
further development of tobacco cessation clinics within the National Health System 
further development of the school interventions for smoking prevention","The Ministry of Finance is studying the probability of replacing the existing tax stamps with an integrated system for labelling and tracing or digital verification of tobacco products.","WHO European Region"
"65","Grenada","Report not provided","Tobacco control legislations","Due to the perceived low tobacco use in the country it is not high on the priority agenda","WHO Region of the Americas"
"66","Guatemala","Report not provided","Artículos 11, 12 y 13.
Artículo 15, incluyendo Protocolo para la Eliminación del Comercio Ilícito de Productos del Tabaco. 
Artículo 5.","Artículos 13 y 11. en ese orden. Posteriormente. actualización de artículo 8","WHO Region of the Americas"
"67","Guinea","Report not provided","La finalisation de la politique nationale antitabac en prenant en compte les différents articles de la convention cadre de lOMS pour la lutte antitabac avec lappui dun consultant international
Lélaboration du plan stratégique de lutte antitabac pour sa mise en œuvre
Lidentification des thèmes de recherche en conformité avec les différents articles de la convention cadre et leur réalisation
La rédaction et ladoption des textes législatifs et réglementaires liés aux différents articles de la convention cadre qui le nécessitent
La budgétisation des priorités","Report not provided","WHO African Region"
"68","Guinea-Bissau","Report not provided","Conducting a WHO Stepwise study; approval of the draft bill; protection of the public from tobacco smoke; and ratification of the illicit tobacco protocol.","Report not provided","WHO African Region"
"69","Guyana","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Report not provided","Las prioridades en la aplicación del Convenio Marco de la OMS en Honduras es en: 1) en materia de incidencia y cabildeo para el aumento de precios e impuestos a productos derivados de tabaco. 2) la aplicación de la encuesta nacional sobre la prevalencia del consumo de tabaco en la población en general incluyendo grupos étnicos. 3) El seguimiento del tabaco ilícito a nivel nacional y su comunicación y procedimientos administrativos y penales entre los países fronterizos de Honduras como ser Nicaragua, El Salvador, Guatemala y Belice.","1.- Análisis y medición del contenido de los productos de tabaco.
2.- Análisis y medición de las emisiones de los productos de tabaco.
3.- Educación. comunicación. formación y concientización del público. para lo cual se requiere de la impresión de los manuales de prevención para los niveles de educación de pre-básica. básica y media. 
4.- Medidas de reducción de la demanda relativas a la dependencia y al abandono del tabaco. mediante el desarrollo de centros de cesación para el abandono del consumo de tabaco.
5.- Diseño y aplicación de programas encaminados a promover el abandono del consumo de tabaco. en lugares tales como instituciones de trabajo tanto públicos como de la empresa privada.
6.- Promoción de investigaciones que aborden: a) los factores determinantes del consumo de tabaco. b) las consecuencias del consumo de tabaco. c) los indicadores sociales y económicos relacionados con el consumo de tabaco. d) el consumo de tabaco entre las mujeres. e) con especial referencia a las embarazadas. f) los determinantes y las consecuencias de la exposición al humo de tabaco. g) la determinación de programas eficaces de tratamiento de la dependencia del tabaco;  y. h) la determinación de medios de subsistencia alternativos. 
7.- Un sistema nacional de vigilancia epidemiológica sobre: a) los patrones del consumo de tabaco. los b) patrones del consumo de tabaco. c) las consecuencias del consumo de tabaco y los indicadores sociales. económicos y de salud relacionados con el consumo de tabaco; y. e) la exposición al humo de tabaco","WHO Region of the Americas"
"71","Hungary","Report not provided","Highest level of protection of health, protection from exposure to tobacco smoke, the composition of the tobacco legislation, tobacco packaging, labeling, education, training, public health conscious behavior strengthen, smoking cessation support, special protection of minors.","In the future our priorities are to continue the dissemination of smoking prevention programs in kindergartens and schools and to strengthen the smoking cessation system.","WHO European Region"
"72","Iceland","Report not provided","Implementing public policy in tobacco control to be followed with action plan to enforce the policy.","Ongoing work with making public policy in tobacco control to be followed with action plan to enforce the policy.","WHO European Region"
"73","India","Report not provided","Upscaling of the National Tobacco Control Programme to cover all the states and district  under the current 12th Five Year Plan. 
Capacity building at national and sub-national level for implementing tobacco control laws with special focus on smokefree rules, TAPS and sale to minors and  around educational Institutions.
Training of diverse groups like civil society, health professionals, media, law enforcers for  monitoring and implementation of tobacco control laws.
Advocacy and sensitisation of various stakeholder ministries on tobacco control laws and related issues.
Development of operational guidelines and training modules for diverse stakeholders.
Development of a comprehensive tax policy.
Strengthening and upscaling of the cessation services at sub-national level including partnership with private sector ans setting up telephonic toll free quitline
Sustain Mass Media campaigns through evidence based PSA/Spots  and strengthening evaluation of the campaigns.
Development and  dissemination of IEC and training materials at grassroot level.
Strengthen the tollfree helpline for reporting of violations under COTPA.
Strengthen the new initiatives like mCessation  and  QUITLINE for those who desire to quit tobacco use.
Conduct of the next round of GATS and GYTS
More synergy with NCD control programmes
Greater ownership of states in the tobacco control programme and activities through integration with National Health Mission
Strengthening the Global Knowledge Hub on Smokeless Tobacco Products","Upscaling of the National Tobacco Control Programme to cover all the states and over 600 district in next three years under the 12th Five Year Plan. 
Capacity building at national and sub-national level for implementing tobacco control laws with special focus on smokefree rules. TAPS and sale to minors and  around educational Institutions.
Training of diverse groups like civil society. health professionals. media. law enforcers for  monitoring and implementation of tobacco control laws.
Advocacy and sensitisation of various stakeholder ministries on tobacco control laws and related issues.
Development of various operational guidelines and training modules for diverse stakeholders.
Strengthening and upscaling of the cessation services at sub-national level including partnership with private sector ans setting up telephonic quitline
Sustain the Mass Media campaign through evidence based PSA/Spots  and condct evaluation of the campaigns.
Development and  dessimination of IEC and training materials at grassroot level.
strengthen the tollfree helpline for reporting of violations under COTPA.
Set up 24x 7 QUITLINE for those desirious the quit tobacco use.
Strengthen the prohibition / Regulation e-cigarettes in India
Workout alternative viable livelihood strategies for tobacco farmers and bidi rollers.
Build the lab capacity for testing of contents and emissions of tobacco products.
Work out strategies for regulation of smokeless/chewing tobacco
 Defend the Rules and regulation which are being challenged  by the industry","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Report not provided","Enforcement of the Protocol on eliminating illicit tobacco trade
Implementation of Plain Packaging
Taxation
Cessation
Articles 9&10 , 5.3","Revising National tobacco control strategic plan and plan of action
Filling gaps identified in FCTC needs assessment","WHO Eastern Mediterranean Region"
"75","Iraq","Report not provided","Introducing tobacco quitting services in to the primary health care.","The establishment of smoking cessation clinics and work on graphic health warnings on cigarette packs.","WHO Eastern Mediterranean Region"
"76","Ireland","Report not provided","The Public Health (Standardised Packaging of Tobacco) Act 2015 was enacted in March 2015. 

The EU 2014 Tobacco Products Directive provides for the regulation of labelling etc of tobacco products.  This Directive is currently being transposed into Irish domestic legislation.","Article 11 - Approval was obtained from Government last November to proceed with a new Public Health (Standardised Packaging of Tobacco) Bill 2013. Work is ongoing on this legislation.","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Report not provided","The priorities of the Ministry of Health are: implementation of article 6, article 11, and article 12","The priorities of the Ministry of Health are: implementation of article 6 article 11 and article 12","WHO European Region"
"79","Jamaica","Report not provided","Priorities are to implement Articles   5.3, 13 and 15 and strengthen implementation of Article 14. 
In addition, Jamaica is in the process of developing a more comprehensive tobacco control law, that is, the Framework Convention on Tobacco Control (Implementation) Bill to adequately address our obligations under the FCTC which were not addressed under the existing Tobacco Control Regulations.","Priorities are to implement Articles 13 and 15 and strengthen implementation of Article 14. 
In addition Jamaica aims to develop a more comprehensive and independent Tobacco Control Law as the current Regulations can be changed by successive Governments as it is now under the control of the Minister of Health were as a Comprehensive Tobacco Control Law has to go through parliament for approval.","WHO Region of the Americas"
"80","Japan","Report not provided","Answer not provided","Under global collaboration we are working on developing methods to estimate health impact of substances contained in tobacco products.","WHO Western Pacific Region"
"81","Jordan","Report not provided","توفر خدمات الاقلاع عن التدخين والتوسع بها ، وتفعيل التشريعات الاردنية في مجال مكافحة التدخين وذلك بمنع التدخين في الاماكن العامة واعداد خطة وطنية  شاملة لمنع التدخين في جميع المؤسسات والوزارات والدوائر الحكومية  من خلال تفعيل التشريعات واعطاء الصلاحيات لضباط الارتباط","Activation of legislation Jordanian anti-smoking Public Health Law No. 47 of 2008 the issuance of tobacco display regulation No. 73 of 2014 (see Annex) the work to increase the tax on tobacco products the preparation of comprehensive public education campaigns as well as to increase the number of clinics to provide services to quit smoking and the training of health personnel. Increase the number of liaison officers and trained anti-smoking.","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Report not provided","Report not provided","Within the jurisdiction of the Ministry of Health on the implementation RKBTVOZ icons on the dangers of smoking in Kazakhstan and the countries of the Customs Union is a priority. In addition the introduction of a complete ban of smoking in public places and ban tobacco sponsorship.","WHO European Region"
"83","Kenya","Report not provided","1. Strengthening multi- sectoral collaboration
2. Devolution of tobacco control to sub national level
3.  Addressing new and emerging products
4. Tobacco product testing and disclosure
5. Strengthening enforcement, research, cessation
6. Ratification of the protocol to eliminate illicit trade","Mass media Campaigns Finalization of Regulations Finalization of Pictorial Health warnings Cessation Implementation of Article 5.3 engagement of other government departments/sectors in tobacco control Ratification of the protocol Taxation evaluation of the implementation of the national legislation addressing trade related matters implementation of Article 9&10 )","WHO African Region"
"84","Kiribati","Report not provided","Enforcement of Tobacco Control Act 2013
Implementation of Tobacco Regulation
New NCD Plan","Enforcement of Tobacco Control Act 2013
Implementation of Tobacco Regulation
New NCD Plan","WHO Western Pacific Region"
"85","Kuwait","Report not provided","SMOKE FREE PLACES
PROTECTION OF MINORS
NICOTIN ADDICTION TTT
PROTOCOL on Illicit Tobacco Trade","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","1)     Продвижение ратификации Протокола РКБТ ВОЗ Ликвидация не законной торговли табачными изделиями,
2)     Продвижение принятие проекта новой редакции Закона Кыргызской Республики «О защите здоровья граждан Кыргызской Республики от воздействия табака», включая создание 100% зоны внутри помещений  без табачного дыма
3)     Продвижение принятие проекта Плана действий по борьбе против табака на 2016-2020 годы;
4)     Продвижение  активности по увеличению ставки акцизного налога на все табачные изделия к 2020 году с долей до 50-70 % к стоимости;
5)     Продолжить активности по ротацию внедрения иллюстрированных предупреждений о вреде табака на пачках табачных изделий;
6)     Изучение опыта других стран для  внедрения лучших методов по оказанию помощи населению по прекращению курения по телефону и лечению табачной зависимости;
7)      Образование, информирование и мотивация политиков принимающих решения,   местных органов самоуправления и гражданского сообщества  на борьбу против табака","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Report not provided","Article 5.3, 6, 8, 11, 12, 13, 26","Art. 5.3 Art. 6 Art. 8 Art. 11 Art. 12 Art. 13 Art. 26","WHO Western Pacific Region"
"88","Latvia","Report not provided","Answer not provided","Protecting people from exposure to environmental tobacco smoke minimize accessibility and availability to tobacco products","WHO European Region"
"89","Lebanon","Report not provided","The priority goals of the program for 2015-2016 are:
A.	Develop and implement a National Smoking Cessation Strategy (FCTC article14)
B.	Ensure effective implementation of Tobacco Control Law 174 and counter tobacco industry interference (FCTC articles 5.3, 8-11, 13, 16)
C.	Develop a 5-year strategic plan for the NTCP-MoPH on tobacco control in Lebanon
D.	Advocate for increased tobacco taxation (FCTC article 6)
E.	Increase the process of de-normalization of tobacco use in society (FCTC article 12)","Ensuring full compliance and effective implementation of the national Law 174 (including TAPS ban. ban on indoor smoking. and health warnings). with all its tobacco control measures. as well as increasing taxation on all tobacco products.","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","- Commitment at individual level for officers mandated to do the duty
-	Ministry has to be committed 
Government commitment","WHO African Region"
"91","Liberia","Report not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Report not provided","تعزيز القدرة على المساعدة على الاقلاع  وتوفير بدائل النوكتين  والعلاج","Raise the prices of tobacco products and the elimination of illicit trafficking and strengthen the program to quit tobacco use.","WHO Eastern Mediterranean Region"
"93","Lithuania","Report not provided","To implement all provisions to cut down consumption level and to help to stop use tobacco products","Protection from exposure of tobacco smoke illicit trade of tobacco products control of the prohibition to sale tobacco products to minors comprehensive ban of all forms of tobacco products promotion and sponsorship","WHO European Region"
"94","Luxembourg","Report not provided","-protection des jeunes
-aide au sevrage tabagique","Protection contre l’exposition à la fumée de tabac. Sevrage tabagique. Réduction de la demande chez les jeunes et mineurs","WHO European Region"
"95","Madagascar","Report not provided","ratification du protocole sur lélimination du commerce illicite
enquête sur la surveillance de la lutte antitabac (GYTS, GATS)
élaboration du plan stratégique national de la lutte antitabac
élaboration des matériels Information Éducation Communication sur la lutte antitabac
Changement des avertissements sanitaires sur le packaging
formation des techniciennes sur le tabaccologie et laddictologie","PREVENTION DES EFFETS  NEFASTES DE L’EXPOSITION A LA FUMME DU TABAC","WHO African Region"
"96","Malaysia","Report not provided","Answer not provided","Implementation of Articles 5.3 6 8 11 13 and 14","WHO Western Pacific Region"
"97","Maldives","Report not provided","1-Increase political comitement and counter Industry Interference
2-Continue reducing the exposure to SHS
3- Introduction of GHW
4- Expansion of National Cessation Services
5- Further increase tax on tobacco, progressively","AT present the completion of all Regulations under the Tobacco Control Act. This will lead to quick progress in the implementation process.","WHO South-East Asia Region"
"98","Mali","Report not provided","La lutte contre le commerce illicite
La réduction de la demande
La reduction de la cosommation","Relecture des textes Révision des taxes Sensibilisation Les images sur les paquets.","WHO African Region"
"99","Malta","Report not provided","Legislation and Enforcement.","Legislation and enforcement.","WHO European Region"
"100","Marshall Islands","Report not provided","Answer not provided","Draft an amendment to the Tobacco Control Act of 2006 to increase compliance to FCTC
Graphic health warnings
Require testing and harmful constituents labeling at the expense of the manufacturer
Comprehensive bans on tobacco advertisement promotion and sponsorship
Bans on sales by minors 
Further limit duty free allowance
Further expand tobacco free settings
Increase taxes on tobacco products
Develop regulations to implement legislation
Strengthen enforcement of existing legislation
Develop a comprehensive and integrated programme (ideally through primary health care)","WHO Western Pacific Region"
"101","Mauritania","Report not provided","-Adoption du Projet de loi antitabac
-Mise en place dun programme daide au sevrage tabagique
-Taxation du tabac
-Adhésion au protocole du commerce illicite
-Sensibilisation du public","Adoption mise en œuvre de la loi antitabac actuellement au Parlement mise en place d’un programme de l’aide au sevrage tabagique mise en place de programmes de sensibilisation et de communication en matière de lutte contre le Tabac.","WHO African Region"
"102","Mauritius","Report not provided","-  Strengthening the enforcement of the ban of sale to minors and ban of single sticks.
-  Banning  the sale, importation and distribution of smokeless tobacco products.
-  Regulation of the content/emissions of tobacco products as well as testing of tobacco products.","Mauritius needs to implement the following: 

Article 9: regulation of the contents of tobacco products 
Article 10: regulation of tobacco product disclosures 
Article 12 (c) - Ensuring that the public has access to wide range of information on tobacco industry activities. 
Article 12: Education communication training and public awareness
Article 13: Cross-border advertising promotion and sponsorship","WHO African Region"
"103","Mexico","Report not provided","Reformar la ley general para el control del tabaco, para alcanzar plenamente lo establecido en el convenio marco:

*Eliminar las áreas interiores reservadas para fumar de la definición de Espacios 100% Libres de Humo de Tabaco,   para se una ley 100% libre de humo de tabaco.
*Quitar las excepciones a la prohibición de publicidad, para eliminar cualquier forma de publicidad de tabaco.
* Aumentar del 30% al menos al 50% el tamaño de las imágenes y que aparezcan en ambos lados del empaquetado de los productos de tabaco.
* Ratificar el Protocolo para la eliminación del comercio ilícito de productos de tabaco.","Artículo 8. 14. 20 y publicidad 5.3","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Report not provided","TA to assist in the understanding of the FCTC Guidelines and allocation of funding to support the implementation of the FCTC in FSM.","Sustainability of funding to implement the FSM FCTC","WHO Western Pacific Region"
"105","Mongolia","Report not provided","Report not provided","100% indoor smoke-free environment excise tax on tobacco and tobacco cessation","WHO Western Pacific Region"
"106","Montenegro","Report not provided","The priorities are the prevention of the uptake of smoking, prevention of smoking-related morbidity and mortality, adoption of normative acts in the area of restrictions and bans the use of tobacco products and their implementation, and promotion of Convention. Full implementation of FCTC articles will allow protection of future and present generation from destructive influence of tobacco smoke.","The priorities are the prevention of the uptake of smoking prevention of smoking-related morbidity and mortality adoption of normative acts in the area of restrictions and bans the use of tobacco products and their implementation and promotion of Convention","WHO European Region"
"107","Myanmar","Report not provided","Article 5.3, 6, 8, 11, 12, 13, 14, 15 and 16","Article 5.3 6 8 11 12 13 14 15 and 16","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","To strengthen tobacco control laws by amending the Act and its Regulations to include measures like tobacco licensing, including pictorial health warnings, preventing illicit trade such as requiring ""made for sale in Nauru"", POS bans.
To continue to strengthen enforcement
To establish tobacco cessation services [contingent on resources available]
To institute specific measures directed at reversing relatively high levels of smoking among adult females compared to adult males","Report not provided","WHO Western Pacific Region"
"110","Nepal","Report not provided","Report not provided","Effective implementation of Tobacco Control Act Regulations and Directives including Pictorial Health Warning Directives.
Awareness and orientation activities 
Tax raise according to the international standards
Research activities on the burden of disease and economic costs related to tobacco use and exposure to tobacco smoke 
Strengthen multi-sectoral coordination and collaboration","WHO South-East Asia Region"
"111","Netherlands","Report not provided","- Protection of youth (prevent smoking)
- Provide assistance for quitting smoking
- Protection against second hand smoking","Art. 8 (absolute smoking ban reversing exemption) implementation of the Tobacco Products Directive which brings our national laws more in line with the WHO FCTC.","WHO European Region"
"112","New Zealand","Report not provided","Progressing to the goal of New Zealand becoming an essentially smoke-free nation by 2025.  

The introduction of standardised (plain) tobacco packaging and the associated new health warnings.","Plain packaging (including revised pictorial warnings health messages etc.) a review of duty-free allowances upcoming (legislation has been passed) 10% tax increases on tobacco products (over and above the annual inflation adjustment addressing the high smoking prevalence among indigenous people (Innovation Fund) improved smoking cessation access and services etc.","WHO Western Pacific Region"
"113","Nicaragua","Report not provided","1.	Fortalecimiento del Registro y control de los Importadores de Tabaco 
2.	 Fortalecimiento del Control de la Propaganda en Etiquetas y Empaques de Tabaco. 
3.	Fortalecimiento de la Promoción de ambientes libres del humo de tabaco
4.	Fortalecimiento del trabajo inter institucional para el control del Tabaco (consejo Nacional de control de Tabaco)
5.	Fortalecimiento de regulacion  y  control del comercio Ilícito del Tabaco","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","LA RECHERCHE (ENQUÊTE, MISE EN PLACE UNE BASE DES DONNÉES)
LA VULGARISATION DES TEXTES
LE RENFORCEMENT DES CAPACITÉS
LA MISE EN ŒUVRE DE LA LÉGISLATION
FINANCEMENT","Report not provided","WHO African Region"
"115","Nigeria","Report not provided","1)	Inauguration of the National Tobacco Control Committee
2)	Development of the Regulations of the National Tobacco Control Act and approval by the National Assembly
3)	Signing and ratification of the Protocol to eliminate illicit trade in tobacco and tobacco products
4)	Establishment of an effective track and trace system to eliminate illicit trade in tobacco and tobacco products
5)	Conduct a country wide Global Youth Tobacco Survey (GYTS)
6)	Establish National Tobacco Surveillance System
7)	Capacity building in tobacco dependence and cessation services
8)	Mobilization of funds for tobacco control activities
9)	Invites FCTC Secretariat to conduct need assessment of tobacco control activities in Nigeria","1) National Tobacco Control Law
2) Cessation and addiction control centres minimum of six.
3) Global Youth Tobacco Survey","WHO African Region"
"116","Niue","Report not provided","Report not provided","Passing of the Tobacco Bill in parliament within two years time-frame","WHO Western Pacific Region"
"117","Norway","Report not provided","Article 9, 10 (the new EU Tobacco Directive), 11 and 13 (standardised packaging).","At the moment we plan to better implement Article 5.3. Other priorities follow from the new EU Tobacco Products Directive. Also ratifying the Protocol on illicit trade.","WHO European Region"
"118","Oman","Report not provided","أ- الحماية من التعرض لدخان التبغ في الأماكن العامة.
ب- تغليف منتجات التبغ
ج- ايجاد قانون وطني شامل لمكافحة التبغ في سلطنة عمان
د- رفع الضرائب على التبغ","- Protection from exposure to tobacco smoke in public places 
- Packaging of tobacco products 
- Elaboration of a comprehensive national law for tobacco control in the Sultanate of Oman 
- Raising taxes on tobacco","WHO Eastern Mediterranean Region"
"119","Pakistan","Report not provided","Pakistan is taking administrative, legislative and coordination measures to implement Articles of FCTC. Pakistan has set the following priorities for implementation of the WHO FCTC, 2016 onwards:

i.	Implementation of legislation on pictorial health warning on cigarette packs (as directed by Honorable Court).
ii.	Development of roadmap for progressive increase in tobacco taxation by Ministry of Finance in upcoming budgets.
iii.	Crackdown against illicit trade in tobacco products (especially smuggled cigarettes)
iv.	Ban on sale of cigarettes in loose form (Sale of individual cigarette sticks).
v.	Strengthen legislation on tobacco advertisement, promotion and sponsorship by banning Point of Sale (POS) advertisements and Corporate Social Responsibility (CSR) activities by tobacco industry. 
vi.	Conducting a research study on economic health burden of tobacco use","a. Review of current legislation to bring it in conform with FCTC provisions.
 b. Taking price and tax measures.
c. Comprehensive ban on TAPS
d. Assist provincial governments to launch provincial TC programs / create provincial tobacco control cells.
e. Strengthen Tobacco Control Cell at Federal level.","WHO Eastern Mediterranean Region"
"120","Palau","Report not provided","Palau’s 2012 needs assessment report based on the 2011 assessment identified multiple areas of need. However, our priorities are now Article 5.2(a) continued strengthening of the Coordinating Mechanism, Article 5.3 (industry interference), Article 11 (packaging and labeling) and Article 14 (cessation) and strengthening of the enforcement of our current legislation","Palau''s 2012 needs assessment report based on the 2011 assessment identified multiple areas of need. However our priorities are implementation of Articles 5.2(a) (establishment of a coordinating mechanism) Article 5.3 (industry interference) Article 11 (packaging and labelling) and Article 14 (cessation).","WHO Western Pacific Region"
