"","Party","2018","2016","2014","Region"
"161","Togo","Report not provided","Answer not provided","Le chapitre VI de la loi antitabac du Togo et les articles 19 à 31 prennent en compte la responsabilité pénale en cas de violation de la loi antitabac","WHO African Region"
"162","Tonga","Report not provided","Remains the same as in the last Report 2014.","Answer not provided","WHO Western Pacific Region"
"163","Trinidad and Tobago","Report not provided","No progress has been made in the last two years.","Answer not provided","WHO Region of the Americas"
"164","Tunisia","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"165","Turkey","Report not provided","Based on the  last review on the Law No. 4207, some amendments have been made on 11.09.2014 by Article 111 of Law No. 6552. By these amendments paragraph regulations are made regarding to penalty sanctions in the paragraphs 4 and 14 of Article 5 of Law No. 4207.
3.4.2.1; provisions of penalty/penalty sanctions are regulated  by Article 5 of Law No. 4207 
3.4.2.2; Article 194, titled “Supply of harmful substances” of Turkish Criminal Code Law No. 5237 contains the provision, “Any person who supplies or delivers substances to children, persons suffering from mental illness or others using evaporative substances, or presents such products to consumption risking others’ life, is punished to imprisonment from six months to one year.”According to this article, TAPDK interferes in the court cases regarding supply / sale of tobacco products to any person younger than 18 years of age.

3.4.2.5; In accordance to the responsibility and causality principles of the Turkish Code of Obligations, compensation and responsibility of the matters which are specified in the mentioned article can be proceeded.","Smoking of tobacco and tobacco products by someone sitting on the driver''s seat of private cars is forbidden.
Any kind of waterpipe and products imitating tobacco product even not containing tobacco is considered as a tobacco product. 
Closing of private establishment due to Smoke free Law violation will be proceeded by local governors.
Brand sharing and stretching related to tobacco products has been banned.
Text name brand inscription metaphor picture figure sign or colour and colour combinations encouraging promoting or misleading the customer or making the product attractive cannot be used on tobacco products either exported or imported.","WHO European Region"
"166","Turkmenistan","Report not provided","Answer not provided","In its Article 254 the Criminal Code establishes liability for smuggling in Article 265 for a violation of trade rules and in article 306 for the manufacture acquisition possession transportation delivery nasa with intent to sell. In Article 79 of the Code of Administrative Offences of the August 29 2013 establishes liability for violation of the legislation of Turkmenistan on the smoking ban in Article 80 - for the manufacture acquisition possession transportation delivery nasa with intent to sell.","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"168","Uganda","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"169","Ukraine","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"170","United Arab Emirates","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Answer not provided","Report not provided","WHO European Region"
"172","United Republic of Tanzania","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"173","Uruguay","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","За последние два года прогресс отсутствует","Answer not provided","WHO European Region"
"175","Vanuatu","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Answer not provided","WHO Region of the Americas"
"177","Viet Nam","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"178","Yemen","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"179","Zambia","Report not provided","Answer not provided","Report not provided","WHO African Region"
"180","Zimbabwe","Report not provided","Answer not provided","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
