"","Party","2018","2016","2014","Region"
"35","Colombia","La Ley 1335 de 2009, estableció en su Capítulo III, las disposiciones relativas a la publicidad y empaquetado de productos de tabaco y sus derivados:

""Artículo 13. Empaquetado y etiquetado. El empaquetado y etiquetado de productos de tabaco o sus derivados no podrán a) ser dirigidos a menores de edad o ser especialmente atractivos para estos; b) sugerir que fumar contribuye al éxito atlético o deportivo, la popularidad, al éxito profesional o al éxito sexual; c) contener publicidad falsa o engañosa recurriendo a expresiones tales como cigarrillos “suaves”, “ligeros”, “light”, “Mild”, o “bajo en alquitrán, nicotina y monóxido de carbono.

Parágrafo 1°. En todos los productos de cigarrillo, tabaco y sus derivados, se deberá expresar clara e inequívocamente, en la imagen o en el texto, según sea el caso y de manera rotativa y concurrente frases de advertencia y pictogramas, cuya rotación se hará como mínimo anualmente, según la reglamentación que expida el Ministerio de la Protección Social"".

Conforme a esta normativa, el entonces Ministerio de la Protección Social (hoy Ministerio de Salud y Protección Social) expidió la Resolución 3961 de 2009, que tiene por objeto establecer las disposiciones a través de las cuales se señalan los requisitos que deben cumplir el empaquetado y etiquetado de todos los productos de tabaco y sus derivados que se comercializan en el territorio nacional.

En esta Resolución, se establece la obligación de inclusión de advertencias y pictogramas en todos los productos de cigarrillo, tabaco y sus derivados. De igual manera, define las características de las frases de advertencias y pictogramas, las prohibiciones en el empaquetado y etiquetado, y mecanismo por el cual el Ministerio de Salud y Protección Social determinará las frases de advertencia y los pictogramas para cada periodo.  

El Ministerio de Salud y Protección Social elabora y aprueba las advertencias sanitarias aplicables a los envases de productos de tabaco: en el marco de la Resolución 001309 del 31 de mayo de 2012, en el Comité de Etiquetado y Empaquetado de productos del tabaco y sus derivados, el Ministerio revisa y analiza las simulaciones del empaquetado y etiquetado de los productos de tabaco, en lo que respecta a las advertencias sanitarias y a la prohibición total de cualquier tipo de publicidad, promoción y patrocinio de productos de tabaco. Este control previo (antes de que los productos entren al mercado), garantiza la aplicación de lo establecido en la Ley 1335/2009 y la Resolución 003961 de 2009. Derivado de la aplicación de este procedimiento de evaluación, en el que se ha  venido retirando frases y elementos pictográficos promocionales de los empaques de este producto (como parte de la evaluación integral), la Nación-Ministerio de Salud ha sido objeto de múltiples demandas por parte de la industria del tabaco (Acción de Nulidad y Restablecimiento del Derecho Proceso Demandante British American Tobacco. Tribunal Administrativo de Cundinamarca). En la actualidad el estado de estos procesos ha establecido la coherencia en el actuar del Ministerio de Salud y la efectiva implementación de este artículo en conjunto con el artículo 13 del CMCT.

Ahora bien, cuando los productos se comercializan en el mercado colombiano, de acuerdo con el Artículo 34 de la Ley 1335/2009, dos autoridades nacionales tienen la obligación de supervisar la implementación de medidas de empaquetado y etiquetado. Por una parte, la Dirección de Impuestos y Aduanas Nacionales (DIAN), con arreglo a sus competencias, realiza verificaciones en el puerto. 

Por su lado, la Superintendencia de Industria y Comercio (SIC) lleva a cabo la verificación y control en lo que respecta al etiquetado y empaquetado de productos de tabaco. En efecto, acorde con lo dispuesto en la Ley, le corresponde a la SIC, además de garantizar el cumplimiento de la prohibición total de publicidad, promoción y patrocinio de productos de tabaco, verifica que los productos de tabaco, ya en el mercado: 

–	No se dirijan a menores de edad, así como tampoco sean especialmente atractivos para esta población. 
–	No se sugiera que fumar contribuye al éxito atlético o deportivo, la popularidad, al éxito profesional o al éxito sexual. 
–	No contengan publicidad falsa o engañosa recurriendo a expresiones tales como: cigarrillos “suaves”, “ligeros”, “light”, “Mild”, o “bajo en alquitrán, nicotina y monóxido de carbono”. Contengan los pictogramas y las advertencias sanitarias vigentes. 

En lo que respecta al incumplimiento de las medidas relativas al empaquetado y etiquetado establecidas por la Ley, el Artículo 25 de la Ley 1335/2009 establece sanciones pecuniarias. En efecto, la Superintendencia de Industria y Comercio ha adelantado procesos administrativos sancionatorios ante los hallazgos realizados en ejercicio de sus funciones de inspección, vigilancia y control, imponiendo sanciones por $2.024.177.500 de pesos colombianos. En curso existen varias investigaciones, y en recientes procedimientos de inspección y vigilancia se encontraron establecimientos con posibles incumplimientos de la Ley 1335 de 2009.

Para acceder a las diferentes rondas de advertencias sanitarias, por favor consultar el siguiente link: https://www.minsalud.gov.co/sites/rid/paginas/freesearchresults.aspx?k=advertencias%20sanitarias&scope=Todos","La Ley 1335 de 2009, estableció en su Capítulo III, las disposiciones relativas a la publicidad y empaquetado de productos de tabaco y sus derivados:

""Artículo 13. Empaquetado y etiquetado. El empaquetado y etiquetado de productos de tabaco o sus derivados no podrán a) ser dirigidos a menores de edad o ser especialmente atractivos para estos; b) sugerir que fumar contribuye al éxito atlético o deportivo, la popularidad, al éxito profesional o al éxito sexual; c) contener publicidad falsa o engañosa recurriendo a expresiones tales como cigarrillos “suaves”, “ligeros”, “light”, “Mild”, o “bajo en alquitrán, nicotina y monóxido de carbono.

Parágrafo 1°. En todos los productos de cigarrillo, tabaco y sus derivados, se deberá expresar clara e inequívocamente, en la imagen o en el texto, según sea el caso y de manera rotativa y concurrente frases de advertencia y pictogramas, cuya rotación se hará como mínimo anualmente, según la reglamentación que expida el Ministerio de la Protección Social"".

Conforme a esta normativa, el entonces Ministerio de la Protección Social (hoy Ministerio de Salud y Protección Social) expidió la Resolución 3961 de 2009, que tiene por objeto establecer las disposiciones a través de las cuales se señalan los requisitos que deben cumplir el empaquetado y etiquetado de todos los productos de tabaco y sus derivados que se comercializan en el territorio nacional.

En esta Resolución, se establece la obligación de inclusión de advertencias y pictogramas en todos los productos de cigarrillo, tabaco y sus derivados. De igual manera, define las características de las frases de advertencias y pictogramas, las prohibiciones en el empaquetado y etiquetado, y mecanismo por el cual el Ministerio de Salud y Protección Social determinará las frases de advertencia y los pictogramas para cada periodo.  

El Ministerio de Salud y Protección Social elabora y aprueba las advertencias sanitarias aplicables a los envases de productos de tabaco: en el marco de la Resolución 001309 del 31 de mayo de 2012, en el Comité de Etiquetado y Empaquetado de productos del tabaco y sus derivados, el Ministerio revisa y analiza las simulaciones del empaquetado y etiquetado de los productos de tabaco, en lo que respecta a las advertencias sanitarias y a la prohibición total de cualquier tipo de publicidad, promoción y patrocinio de productos de tabaco. Este control previo (antes de que los productos entren al mercado), garantiza la aplicación de lo establecido en la Ley 1335/2009 y la Resolución 003961 de 2009. Derivado de la aplicación de este procedimiento de evaluación, en el que se ha  venido retirando frases y elementos pictográficos promocionales de los empaques de este producto (como parte de la evaluación integral), la Nación-Ministerio de Salud ha sido objeto de múltiples demandas por parte de la industria del tabaco (Acción de Nulidad y Restablecimiento del Derecho Proceso Demandante British American Tobacco. Tribunal Administrativo de Cundinamarca). En la actualidad el estado de estos procesos ha establecido la coherencia en el actuar del Ministerio de Salud y la efectiva implementación de este artículo en conjunto con el artículo 13 del CMCT.

Ahora bien, cuando los productos se comercializan en el mercado colombiano, de acuerdo con el Artículo 34 de la Ley 1335/2009, dos autoridades nacionales tienen la obligación de supervisar la implementación de medidas de empaquetado y etiquetado. Por una parte, la Dirección de Impuestos y Aduanas Nacionales (DIAN), con arreglo a sus competencias, realiza verificaciones en el puerto. 

Por su lado, la Superintendencia de Industria y Comercio (SIC) lleva a cabo la verificación y control en lo que respecta al etiquetado y empaquetado de productos de tabaco. En efecto, acorde con lo dispuesto en la Ley, le corresponde a la SIC, además de garantizar el cumplimiento de la prohibición total de publicidad, promoción y patrocinio de productos de tabaco, verifica que los productos de tabaco, ya en el mercado: 

–	No se dirijan a menores de edad, así como tampoco sean especialmente atractivos para esta población. 
–	No se sugiera que fumar contribuye al éxito atlético o deportivo, la popularidad, al éxito profesional o al éxito sexual. 
–	No contengan publicidad falsa o engañosa recurriendo a expresiones tales como: cigarrillos “suaves”, “ligeros”, “light”, “Mild”, o “bajo en alquitrán, nicotina y monóxido de carbono”. Contengan los pictogramas y las advertencias sanitarias vigentes. 

En lo que respecta al incumplimiento de las medidas relativas al empaquetado y etiquetado establecidas por la Ley, el Artículo 25 de la Ley 1335/2009 establece sanciones pecuniarias.","La Ley 1335 de 2009. estableció en su Capítulo III. las disposiciones relativas a la publicidad y empaquetado de productos de tabaco y sus derivados:
Artículo 13. Empaquetado y etiquetado. El empaquetado y etiquetado de productos de tabaco o sus derivados no podrán a) ser dirigidos a menores de edad o ser especialmente atractivos para estos; b) sugerir que fumar contribuye al éxito atlético o deportivo. la popularidad. al éxito profesional o al éxito sexual; c) contener publicidad falsa o engañosa recurriendo a expresiones tales como cigarrillos “suaves”. “ligeros”. “light”. “Mild”. o “bajo en alquitrán. nicotina y monóxido de carbono”.
Parágrafo 1°. En todos los productos de cigarrillo. tabaco y sus derivados. se deberá expresar clara e inequívocamente. en la imagen o en el texto. según sea el caso y de manera rotativa y concurrente frases de advertencia y pictogramas. cuya rotación se hará como mínimo anualmente. según la reglamentación que expida el Ministerio de la Protección Social.
Conforme a esta normativa. el entonces Ministerio de la Protección Social (hoy Ministerio de Salud) expidió la Resolución 3961 de 2009. que tiene por objeto establecer las disposiciones a través de las cuales se señalan los requisitos que deben cumplir el empaquetado y etiquetado de todos los productos de tabaco y sus derivados que se comercializan en el territorio nacional.
En esta Resolución. se establece la obligación de inclusión de advertencias y pictogramas en todos los productos de cigarrillo. tabaco y sus derivados. De igual manera. define las características de las frases de advertencias y pictogramas. las prohibiciones en el empaquetado y etiquetado. y mecanismo por el cual el Ministerio de Salud y Protección Social determinará las frases de advertencia y los pictogramas para cada periodo. 
Resulta importante señalar que desde el año 2011. periodo en el cual entro en vigencia la prohibición total de publicidad. promoción y patrocinio de productos de tabaco. el Ministerio ha venido retirando frases y elementos pictográficos promocionales de los empaques de este producto. Esta situación ha originado una serie de litigios a nivel judicial. ocasionado un desgaste institucional frente a la atención de este tema.","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Les progrès accomplies ne sont pas énormes par manque des textes dapplication de la loi relative à la lutte antitabac. Néanmoins nous  pouvons parler du bocage de la fabrication de la cigarette par notre  usine SIAT qui déplore le manque des textes dapplication de la loi dans lesquels toutes les informations de larticle 11 de la CCLAT sy trouvent.","La loi prend en compte l’article 11 de la convention cadre mais ceci doit être compléter avec les textes d’application de celle-ci.","WHO African Region"
"38","Cook Islands","No change since the last report.","No change since the last report.","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","A través de la coordinación intersectorial con la Dirección de Aduanas del Ministerio de Hacienda, Policía de Control Fiscal y Dirección de Inteligencia de la Fuerza Pública, se han efectuado operativos conjuntos con el fin de decomisar todo producto de tabaco que no cumpla con el etiquetado de acuerdo a lo dispuesto en la Ley 9028.","A través de la coordinación intersectorial con el Ministerio de Hacienda: Dirección de Aduanas, Policía de Control Fiscal y Dirección de Inteligencia de la Fuerza Pública se han efectuado operativos conjuntos con el fin de decomisar todo producto de tabaco que no cumpla con el etiquetado de acuerdo a lo dispuesto en la Ley General de Control de Tabaco y sus Efectos Nocivos en la Salud Pública (Ley 9028).","Promulgación de la Ley 9028 y sus reglamentos. El Reglamento de etiquetado de los productos de tabaco entro a regir a partir de marzo del 2013. Este Reglamento le da un año a las compañías tabacaleras para ajustarse a las normas de etiquetado.","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","L’avant-projet de loi prend toutes les dispositions pertinentes de la CCLAT sur l’article 11 et ses Directives.","WHO African Region"
"41","Croatia","Croatia has transposed the Directive 2014/40/EU into the national law. and so all the articles regarding Packaging and labelling of tobacco Products.","Croatia is in transitional phase in regard to Packaging and labelling of tobacco Products due to transposing the Directive 2014/40/EU into the national law.","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","Pending the new legislation, there will be pictograms in 65% of the surface area of the packaging. There will also be a ""quitline"" number on the packaging.","The new EU Directive for tobacco control provides of the use of pictograms in 65% of the surface area.","WHO European Region"
"43","Czech Republic","Act No. 110/1997 Coll. on Foodstuffs and Tobacco Products, on the amendment and additions to some related acts, as amended subsequently, and related decree No. 261/2016 Coll., on tobacco products, apply. 
This is a national law implementing the current EU Tobacco Products Directive (Directive 2014/40/EU of the European Parliament and of the Council of 3 April 2014 on the approximation of the laws, regulations and administrative provisions of the Member States concerning the manufacture, presentation and sale of tobacco and related products and repealing Directive 2001/37/EC), which has been revised accordingly following the transposition of the Directive. Transposition process of the Directive to the aforementioned law was finished in 2016. The Directive, inter alia, provisions regarding regulation of tobacco packaging and labelling. For example combined health warnings on tobacco products are after the transposition required.","Act No. 110/1997 Coll. on Foodstuffs and Tobacco Products, on the amendment and additions to some related acts, as amended subsequently, and Decree No. 344/2003 Coll. stipulating the requirements for tobacco products, as amended by Decree No. 316/2012 Coll. apply. They implement the EU Tobacco Products Directive (2001/37/EC). 
Since 2015 revision of the mentioned law has been under way. Main reason is transposition of Directive 2014/40/EU of the European Parliament and of the Council of 3 April 2014 on the approximation of the laws, regulations and administrative provisions of the Member States concerning the manufacture, presentation and sale of tobacco and related products and repealing Directive 2001/37/EC, to the national law. The Directive includes among others provisions regarding regulation of Packaging and labelling of tobacco products. Draft bill is currently negotiated in the Senate of the Parliament of the Czech Republic.","Act No. 110/1997 Coll. on Foodstuffs and Tobacco Products on the amendment and additions to some related acts as amended subsequently and Decree No. 344/2003 Coll. stipulating the requirements for tobacco products as amended by Decree No. 316/2012 Coll. apply. They implement the EU Tobacco Products Directive (2001/37/EC). In 2013 EU legislative process as regards draft of the new Tobacco Products Directive started. The newly approved EU Directive of 2014 will be accordingly implemented via the national law.

(No substantial progress in the past two years.","WHO European Region"
"44","Democratic People's Republic of Korea","Tobacco Control Law DPR Korea prohibits production and sale of any tobacco products if there is no text health warning (in local language) label covering over 30% of packing.
In addition, the package should include the information on amount of nictotine, tar, and carbon monoxide discharged from tobacco smoke.","Report not provided","According to the National Law on Tobacco Control. all the tobacco products cannot be approved to be produced and sold if there is no health warning label covering 30~50% of packing or brands as well as no its content checking taken by National Quality Surveillance Agency based on the administrative regulations of Korean Tobacco Association. The Contest of Designing the Health-Warning Marks for Tobacco Products was taken on the occasion of “World No Tobacco Day” in 2014.","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Pas de proges","Rien na changé dépuis 2 ans.","Report not provided","WHO African Region"
"46","Denmark","Answer not provided","In accordance with the new Tobacco Product Directive new requirements will be put in place by May 20th 2016.","In 2011 the Parliament introduced pictorial warnings (EU-library) on cigarettes and other tobacco products for smoking. Combined health warnings on tobacco for smoking have been statutory since 2012.","WHO European Region"
"47","Djibouti","Bien que la législation le prévoit, les paquets de chicha nappliquaent pas lart.11

Les mesures seront appliquées avant la fin 2016.","Bien que la législation le prévoit, les paquets de chicha nappliquaent pas lart.11

Les mesures seront appliquées avant la fin 2016.","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","La autoridad sanitaria nacional, el Ministerio de Salud Pública, de acuerdo a lo estipulado en la LORCT en el artículo 18 y en el artículo 11 del CMCT, realiza cada año, desde el 2012, las advertencias sanitarias para empaquetados de productos de tabaco de manera rotativa y rotatoriamente. En los dos últimos años se ha realizado la V (2016-2017) y la VI (2017-2018) ronda de advertencias sanitarias. A pesar de que en la III ronda se incorporó por primera vez la inclusión de un caso real para los pictogramas de estas advertencias, es a partir de la V ronda que se comienza a incluir principalmente casos reales en las advertencias sanitarias, presentando cuatro casos de personas que han padecido enfermedades a causa del consumo de tabaco en Ecuador, de las seis advertencias que salieron. En la siguiente ronda de advertencias, la VI ronda, todos las advertencias sanitarias incluyeron casos reales.       
Adicionalmente, en el 2016 se realizó la ""Encuesta de percepción de la III ronda de advertencias sanitarias para envases de productos de tabaco”.","La Autoridad Sanitaria Nacional es la encargada de elaborar las advertencias sanitarias con pictograma.  
Conforme se han ido elaborando las rondas de advertencias sanitarias se han ido mejorando las temáticas escogidas, así como las imágenes elaboradas. En este aspecto, al haber varias rondas de advertencias sanitarias, se han realizado las encuestas de percepción de las rondas, para poder visualizar el impacto de cada ronda en la población ecuatoriana y en base a los resultados mejorar las siguientes.

La III ronda incluyó un caso real de una persona afectada por el consumo de tabaco, así como una fotografía donada por un hospital especializado en atención a personas con cáncer de un caso real de cáncer a la lengua.","El Art. 18 de la Ley Orgánica para la Regulación y Control del Tabaco se refiere al empaquetado y etiquetado. “En los empaquetados y etiquetados externos de los productos de tabaco. que se expendan dentro del territorio nacional. deberán figurar leyendas y pictogramas o imágenes de advertencia que muestren los efectos nocivos del consumo de los mismos. sujetándose a las siguientes disposiciones…”
La Autoridad Sanitaria Nacional es la encargada de elaborar las advertencias sanitarias con pictograma. Desde el año 2012 a la fecha se han aplicado dos rondas de advertencias sanitarias. La Primera ronda circuló de julio del 2012 a julio de 2013. Cada una de las rondas es aprobada mediante Acuerdo Ministerial y consta de seis advertencias sanitarias con pictogramas que ocupan el 60% de las caras principales de los envases de los productos de tabaco y su manual de aplicación. 
La Información sanitaria ocupa el 70% de una de las caras laterales 
La Segunda Ronda está en circulación de julio de 2013 a julio de 2014.
Está aprobada la tercera ronda de advertencias sanitarias para el período julio 2014 a julio 2015. 
Se adjunta la Ley Orgánica para la Regulación y Control del Tabaco –LORCT y el último manual de advertencias","WHO Region of the Americas"
"50","Egypt","يتم تسليم شركات التبغ ٤ صور تحذيره لفتره عامين ثم يتم تغييرهم و تحمل التحذيرات صورة و نص كتابي و رقم الخط الساخن للمساعده علي الاقلاع و يغطي التحذير مساحه ٥٠٪ من واجهتي العلبة","يتم تسليم شركات التبغ ٤ صور تحذيره لفتره عامين ثم يتم تغييرهم و تحمل التحذيرات صورة و نص كتابي و رقم الخط الساخن للمساعده علي الاقلاع و يغطي التحذير مساحه ٥٠٪ من واجهتي العلبة","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Reglamento de la Ley para el Control del Tabaco. Decreto Ejecutivo No. 63, de fecha 29 de mayo de 2015, publicado en el Diario Oficial No. 101, Tomo 407, de fecha 5 de junio de 2015. Capítulo III. Advertencias sanitarias. Cracterísticas. Art. 9.· Todo envase primario y secundario destinado a la comercialización y distribución de productos de tabaco y derivados, debe contener una clara y precisa advertencia de los efectos nocivos que para la salud de las personas, implica su consumo o exposición al humo del tabaco y de los componentes pertinentes del mismo. Las advertencias sanitarias que expresen los efectos nocivos para la salud de las personas, tendrán las siguientes características: a) Su tamaño debe ocupar el 50% o más de las superficies en ambas /caras principales expuestas de cada envase primario y secundario. b) Estar compuesta de mensajes con texto en castellano, imágenes y pictogramas claros, visibles y legibles. c) Se utilizarán no menos de diez advertencias sanitarias, imágenes y pictogramas combinados por pares diferentes para cada envase primario y secundario. No se permitirán advertencias similares en ambas caras. d) La rotación de las advertencias será de dos años, luego de las cua1es el MINSAL autorizará sustituirlas por dos años más; en caso de renovación, la parte interesada deberá justificar técnicamente su petición. Si al entrar en vigencia un nuevo lote de advertencia sanitaria quedaran saldos en bodega con la advertencia anterior, para su comercialización y distribución se deberá solicitar autorización por escrito al MINSAL y ésta no podrá ser superior de tres meses. e) Prohíbase el uso de mensajes de manera falsa, equívoca, engañosa, que pueda inducir al consumo o error con respecto a sus características, efectos nocivos para la salud, riesgos, emisiones, símbolos, signos figurativos y términos u otra  clase que tengan el efecto directo o indirecto de crear la falsa impresión de que un determinado producto de tabaco es menos nocivo que otros, tales como ""con bajo contenido de alquitrán"", ""ligeros"", ""ultra ligeros"" o ""suaves""; entre otros. El MINSAL exigirá que las advertencias sanitarias figuren en todos los envases primarios y secundarios de productos de tabaco y derivados y no podrá, en ningún caso, ser removible. Toda leyenda, información, características o cualquier otro tipo de texto impreso en los empaques de productos de tabaco y sus derivados, en todo momento, debe ser visible y en idioma castellano.","Reglamento de la Ley para el Control del Tabaco. Decreto Ejecutivo No. 63, de fecha 29 de mayo de 2015, publicado en el Diario Oficial No. 101, Tomo 407, de fecha 5 de junio de 2015. Capítulo III. Advertencias sanitarias. Cracterísticas. Art. 9.· Todo envase primario y secundario destinado a la comercialización y distribución de productos de tabaco y derivados, debe contener una clara y precisa advertencia de los efectos nocivos que para la salud de las personas, implica su consumo o exposición al humo del tabaco y de los componentes pertinentes del mismo. Las advertencias sanitarias que expresen los efectos nocivos para la salud de las personas, tendrán las siguientes características: a) Su tamaño debe ocupar el 50% o más de las superficies en ambas /caras principales expuestas de cada envase primario y secundario. b) Estar compuesta de mensajes con texto en castellano, imágenes y pictogramas claros, visibles y legibles. c) Se utilizarán no menos de diez advertencias sanitarias, imágenes y pictogramas combinados por pares diferentes para cada envase primario y secundario. No se permitirán advertencias similares en ambas caras. d) La rotación de las advertencias será de dos años, luego de las cua1es el MINSAL autorizará sustituirlas por dos años más; en caso de renovación, la parte interesada deberá justificar técnicamente su petición. Si al entrar en vigencia un nuevo lote de advertencia sanitaria quedaran saldos en bodega con la advertencia anterior, para su comercialización y distribución se deberá solicitar autorización por escrito al MINSAL y ésta no podrá ser superior de tres meses. e) Prohíbase el uso de mensajes de manera falsa, equívoca, engañosa, que pueda inducir al consumo o error con respecto a sus características, efectos nocivos para la salud, riesgos, emisiones, símbolos, signos figurativos y términos u otra  clase que tengan el efecto directo o indirecto de crear la falsa impresión de que un determinado producto de tabaco es menos nocivo que otros, tales como ""con bajo contenido de alquitrán"", ""ligeros"", ""ultra ligeros"" o ""suaves""; entre otros. El MINSAL exigirá que las advertencias sanitarias figuren en todos los envases primarios y secundarios de productos de tabaco y derivados y no podrá, en ningún caso, ser removible. Toda leyenda, información, características o cualquier otro tipo de texto impreso en los empaques de productos de tabaco y sus derivados, en todo momento, debe ser visible y en idioma castellano.","lineamientos del MINSAL relativos a las advertencias sanitarias. A partir de 2014. FOSALUD asume la formulación de tales lineamientos incluyendo la frecuencia de las rotaciones de los pictogramas. Se anexa lineamiento","WHO Region of the Americas"
"52","Equatorial Guinea","NO EXISTE UNA LEY","NO EXISTE UNA LEY","Report not provided","WHO African Region"
"53","Estonia","With the transposition of  the Directive 2014/40/EL the use of combined health warnings has been made obligatory on cigarette, roll your own tobacco and water-pipe tobacco packages and also the labelling with health warnings the other tobacco products.","With the transposition of  the Directive 2014/40/EL the use of combined health warnings has been made obligatory on cigarette, roll your own tobacco and water-pipe tobacco packages and also the labelling with health warnings the other tobacco products.","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Directive 2014/40/EU governing the manufacture, presentation and sale of tobacco and related products entered into force on 20 May 2014. Member States have to transpose it by May 20, 2016.

The Directive requires that combined (picture and text) health warnings appear on packages of cigarette and roll-your-own tobacco packages covering 65% of the front and back. These shall be positioned at the top of the pack. The Directive replaces the information on TNCO with an information message that tobacco contains over 70 substances known to cause cancer.

The Directive also sets minimum dimensions for warnings and thus eliminates small packages for certain tobacco products. It also bans promotional and misleading elements on tobacco products. 

The European Commission has also adopted two Implementing Decisions on the layout, design and shape of the combined health warnings for tobacco products for smoking and the precise position of the general warning and the information message on roll-your-own tobacco marketed in pouches.","Directive 2014/40/EU governing the manufacture, presentation and sale of tobacco and related products entered into force on 20 May 2014. Member States have to transpose it by May 20, 2016.

The Directive requires that combined (picture and text) health warnings appear on packages of cigarette and roll-your-own tobacco packages covering 65% of the front and back. These shall be positioned at the top of the pack. The Directive replaces the information on TNCO with an information message that tobacco contains over 70 substances known to cause cancer.

The Directive also sets minimum dimensions for warnings and thus eliminates small packages for certain tobacco products. It also bans promotional and misleading elements on tobacco products. 

The European Commission has also adopted two Implementing Decisions on the layout, design and shape of the combined health warnings for tobacco products for smoking and the precise position of the general warning and the information message on roll-your-own tobacco marketed in pouches.","The EU Directive 2014/40/EU governing the manufacture presentation and sale of tobacco and related products was approved by the European Parliament on 26 February 2014. Member States have two years to transpose the new Directive. (All languages are available at the following link: http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1398761379066&uri=OJ:JOL_2014_127_R_0001)
The new Directive requires that combined (picture and text) health warnings appear on packages of cigarette and roll-your-own tobacco packages covering 65% of the front and back. These shall be positioned at the top of the pack. The Directive also sets minimum dimensions for warnings and thus eliminates small packages for certain tobacco products. It also bans promotional and misleading elements on tobacco products.
The European Commission will develop implementing legislation in the area of packaging and labelling (including the library of the combined warnings) in order to allow for its full implementation by May 2016.","WHO European Region"
"56","Fiji","Report not provided","Report not provided","The progress for the past two years is that we have changed from the textual Health Warning to Graphic Health Warning which was effective from 1st July 2013","WHO Western Pacific Region"
"57","Finland","EUs Tobacco Products Directive (EU/2014/40) has changed the Finnish regulation, Tobacco Act/ Chapter 5 is about Unit packets.","Answer not provided","Answer not provided","WHO European Region"
"58","France","L’Ordonnance n°2016-623 du 19 mai 2016 à introduit, dans le code de la santé publique, l’article L3512-20: « Sans préjudice des dispositions de larticle 575 D du code général des impôts, les unités de conditionnement, les emballages extérieurs et les suremballages des cigarettes et du tabac à rouler, le papier à cigarette et le papier à rouler les cigarettes sont neutres et uniformisés.

Cette disposition est entrée en vigueur au 1er janvier 2017 

Par ailleurs, l’article L3512-21 a défini autres obligations  autres concernant les emballages :  I. L‘étiquetage des unités de conditionnement, tout emballage extérieur ainsi que le produit du tabac proprement dit ne peuvent comprendre aucun élément ou dispositif qui : 1° Contribue à la promotion dun produit du tabac ou incite à sa consommation en donnant une impression erronée quant aux caractéristiques, effets sur la santé, risques ou émissions de ce produit ;
2° Ressemble à un produit alimentaire ou cosmétique. II.- Les éléments et dispositifs qui sont interdits en vertu du I comprennent notamment les messages, symboles, noms, marques commerciales, signes figuratifs ou autres.

Finalement, en vertu de l’article L3512-22 « Les unités de conditionnement et les emballages extérieurs portent, dans les conditions fixées par un arrêté du ministre chargé de la santé : 1° Pour les produits du tabac à fumer : a) Un avertissement sanitaire apposé deux fois, comportant notamment les informations relatives au sevrage tabagique, combiné avec une photographie ; b) Un avertissement général. Ce message est apposé deux fois lorsque ces produits sont conditionnés dans des boites pliantes à couvercle basculant ; c) Un message dinformation ; 2° Pour les produits du tabac sans combustion, un avertissement sanitaire apposé deux fois. II.- Les unités de conditionnement du papier à rouler les cigarettes portent, dans les conditions fixées par un arrêté du ministre chargé de la santé, un avertissement général et un avertissement comportant notamment les informations relatives au sevrage tabagique.
La taille des avertissements sanitaires des paquets de cigarettes et de tabac à rouler couvre, depuis le 20 mai 2016,  65% du recto et du verso des paquets ( Arrêté du 24 février 2015 modifiant l’arrêté du 15 avril 2010 relatif aux modalités d’inscription des avertissements de caractère sanitaire sur les unités de conditionnement des produits du tabac et insérant un pictogramme destiné aux femmes enceintes
http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030289872)","Mise en place du paquet neutre pour les paquets de cigarettes et de tabac à rouler à partir du 20 mai 2016 : article 27 de la loi du 26/01/2016

Augmentation de la taille des avertissements sanitaires des paquets de cigarettes et de tabac à rouler à 65% du recto et du verso à partir du 20 mai 2016 : Arrêté du 24 février 2015 modifiant l’arrêté du 15 avril 2010 relatif aux modalités d’inscription des avertissements de caractère sanitaire sur les unités de conditionnement des produits du tabac et insérant un pictogramme destiné aux femmes enceintes
http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030289872","Depuis avril 2012 l’arrêté du 15 avril 2010 prévoyant la mise en œuvre des avertissements graphiques s’applique aux paquets de tabac à rouler","WHO European Region"
"59","Gabon","le décret portant sur le conditionnement a été publié; un atelier délaboration sur les avertissements sanitaires graphiques a été réalisé","Dans le texte de la loi 006/2013, ces aspects ont été relevés (article...)
Pour ce qui concerne la réglementation de la composition des produits du tabac, la loi prévoit uniquement au chapitre 2, article 6 que les emballages, étuis ou paquets mis à la disposition du public puissent indiquer la teneur en nicotine et en goudron des produits sur une des faces latérales du paquet. Les teneurs maximales en goudron et en nicotine sont respectivement de 15 mg et 1,5mg","Le seul progrès c’est la promulgation de la loi antitabac.","WHO African Region"
