"","Party","2018","2016","2014","Region"
"42","Cyprus","Report not provided","Legislation provides for the total ban of smoking in public places, public transportation and even in private cars where a person under the age of sixteen is a passenger. As far as the administrative orders are concerned, the Ministry of education has banned the smoking by teachers even in open spaces inside schools. The new proposal of the legislation which is currently pending voting also includes the total ban even in open areas at universities, schools, and children’s playgrounds.","Legislation provides for the total ban of smoking in public places public transportation and even in private cars where a person under the age of sixteen is a passenger. As far as the administrative and executive orders are concerned the Ministry of Education has banned the smoking by teachers even in open areas. The new proposal of the legislation also includes the total ban even in open areas at universities schools children''s playgrounds.","WHO European Region"
"43","Czech Republic","Mainly 2 acts apply to the smoking ban:
 1/ Act No. 65/2017 Coll. on the protection of health against harmful effects of addictive substances
2/Act No. 262/2006 Coll. Labour Code, as subsequently amended

Ad Act No. 65/2017 Coll.:
Section 8 - Smoking ban; The areas where smoking ban is imposed are stipulated in this section:
e.g.: means of public transport, schools and educational facilities; indoor entertainment areas, such as cinemas, theatres, indoor areas of all types of sport facilities, premises of playgrounds etc.  
Smoking is prohibited also in indoor areas of hospitality establishments (e.g. restaurants, pubs, bars etc.), with the exception of the use of water pipes. The use of electronic cigarettes is allowed in this type of areas, as well.(however,in other types of aforementioned areas is use of electronic cigarettes banned).
A municipality with independent authority may by means of decree of general application prohibit smoking and the use of electronic cigarettes in public spaces located near schools, educational establishments or other spaces designated for activities of persons under 18 years of age. 
Ad Labour Code:
 Section 103 paragraph 1 letter l) The employer shall ensure compliance with the ban on smoking at workplaces laid down in other statutory provisions referred to in Act no. 379/2005 Coll /mentioned above/
Section 106 paragraph 4 letter e) -  The employee shall […] not smoke at workplaces and other premises where non-smokers would be exposed to the effects of smoking. 
For prisons applies the Decree Nr. 345/1999 Coll. of the Ministry of Justice, by which Order of execution of imprisonment (regulates that non-smokers on their request shall not be in the cell with smokers) and Internal Order of the Prison are issued","Mainly 2 acts apply to the smoking ban:
 
1/ act No. 379/2005 Coll. on the protection against harmful effects of tobacco, alcohol, and other addictive substances, and related laws, as subsequently amended
2/act No. 262/2006 Coll. Labour Code, as subsequently amended
Ad act No. 379/2005 Coll.:
Section 8 -  Smoking ban; The places where smoking ban is imposed are stipulated in this section:
e.g.: interior premises of all types of schools and school facilities; enclosed entertainment premises such as cinemas, theatres, exhibition and concert halls, as well as sports halls and premises where work meetings are organised, with the exception of special structurally separated areas reserved for smoking, with sufficient ventilation secured according to the requirements stipulated by special regulation; premises of healthcare facilities of all types, with the exception of closed psychiatric wards or other facilities for the treatment of addictions, in which smoking is permitted only in structurally separated areas reserved for smoking and permanently ventilated to areas outside the building when occupied by persons etc. 
A municipality with independent authority may temporarily or permanently prohibit smoking on publicly accessible children’s playgrounds, publicly accessible sports venues etc.
Ad Labour Code:
 Section 103 paragraph 1 letter l) The employer shall ensure compliance with the ban on smoking at workplaces laid down in other statutory provisions referred to in act no. 379/2005 Coll /mentioned above/
Section 106 paragraph 4 letter e) -  The employee shall […] not smoke at workplaces and other premises where non-smokers would be exposed to the effects of smoking. 
For prisons Decree Nr. 345/1999 Coll., of the Ministry of Justice applies, by which Order of execution of imprisonment (regulates that non-smokers on their request shall not be in the cell with smokers)  and Internal Order of the Prison are issued","Mainly 2 acts apply to the smoking ban:
 
1/ act No. 379/2005 Coll. on the protection against harmful effects of tobacco alcohol and other addictive substances and related laws as subsequently amended
2/act No. 262/2006 Coll. Labour Code as subsequently amended
Ad act No. 379/2005 Coll.:
Section 8 - Smoking ban; The places where smoking ban is imposed are stipulated in this section:
e.g.: interior premises of all types of schools and school facilities; enclosed entertainment premises such as cinemas theatres exhibition and concert halls as well as sports halls and premises where work meetings are organised with the exception of special structurally separated areas reserved for smoking with sufficient ventilation secured according to the requirements stipulated by special regulation; premises of healthcare facilities of all types with the exception of closed psychiatric wards or other facilities for the treatment of addictions in which smoking is permitted only in structurally separated areas reserved for smoking and permanently ventilated to areas outside the building when occupied by persons etc. 
A municipality with independent authority may temporarily or permanently prohibit smoking on publicly accessible children''s playgrounds publicly accessible sports venues etc.
Ad Labour Code:
 Section 103 paragraph 1 letter l) The employer shall ensure compliance with the ban on smoking at workplaces laid down in other statutory provisions referred to in act no. 379/2005 Coll /mentioned above/
Section 106 paragraph 4 letter e) - The employee shall […] not smoke at workplaces and other premises where non-smokers would be exposed to the effects of smoking. 
For prisons Decree Nr. 345/1999 Coll. of the Ministry of Justice applies by which Order of execution of imprisonment (regulates that non-smokers on their request shall not be in the cell with smokers) and Internal Order of the Prison are issued.","WHO European Region"
"44","Democratic People's Republic of Korea","Tobacco Control Law DPR Korea explicitly designates smoke-free places including indoor workplaces, health facilities, education facilities, public transport. No-smoking signs are placed in all smoke-free areas and smoking is well regulated and monitored. Regulation for enforcement of the tobacco law developed by the Cabinet and implemented in the country for strengthening the compliance.","Report not provided","According to National Law on Tobacco Control. smoking is controlled in the public places where smoking is banned while the tobacco sale is prohibited for juveniles. Students cannot smoke and in particular. smoking in educational facilities and hospitals is strongly controlled. IEC activities for stop smoking are strengthened in the whole society and the production. import/export. joint venture and collaboration. boned processing and sale of tobacco are controlled by Korean Tobacco Association.","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","-  Arreté ministériel n° 010/2007 du 19/07/23
- Circulaires Administrative du SG à la Santé et directives du Directeur du PNLCT.","Dans lArreté 010, Circul, Direct.","Report not provided","WHO African Region"
"46","Denmark","The Smoke Free Environmental Act applies to all public and private workplaces, institutions for children and adolescents, indoor facilities to which the public has access, including means of public transport (the public space) and hospitality establishments. As a general rule, smoking is not permitted indoors at these premises.

The Act also includes some exceptions. In general, it is permitted to establish smoking booths and special rooms for smoking at the above mentioned places. Moreover, in drop-in centres for the socially exposed, it may be decided that
smoking is permitted and at nursing homes, residential rooms for adults and the like, each resident may decide whether smoking is permitted in the room or dwelling that servers as the resident’s private home.

In child-care centres, kindergartens, primary and lower secondary schools, high schools that mainly have enrolled children and adolescents younger than 18 years, smoking are not allowed anyone, that is, children, students, teachers, and parents etc., to smoke indoor or outdoor.

The national law is a minimum requirement and the owner of private or public enterprises can set more firm rules.","The Smoke Free Environmental Act applies to all public and private workplaces, institutions for children and adolescents, indoor facilities to which the public has access, including means of public transport (the public space) and hospitality establishments. As a general rule, smoking is not permitted indoors at these premises.

The Act also includes some exceptions. In general, it is permitted to establish smoking booths and special rooms for smoking at the above mentioned places. Moreover, in drop-in centres for the socially exposed, it may be decided that
smoking is permitted and at nursing homes, residential rooms for adults and the like, each resident may decide whether smoking is permitted in the room or dwelling that servers as the resident’s private home.

In child-care centres, kindergartens, primary and lower secondary schools, high schools that mainly have enrolled children and adolescents younger than 18 years, smoking are not allowed anyone, that is, children, students, teachers, and parents etc., to smoke indoor or outdoor.

The national law is a minimum requirement and the owner of private or public enterprises can set more firm rules.","The Smoke Free Environmental Act applies to all public and private workplaces institutions for children and adolescents indoor facilities to which the public has access including means of public transport (the public space) and hospitality establishments. As a general rule smoking is not permitted indoors at these premises. 
The Act also includes some exceptions. In general it is permitted to establish smoking booths and special rooms for smoking at the above mentioned places. Moreover in drop-in centres for the socially exposed it may be decided that smoking is permitted and at nursing homes residential rooms for adults and the like each resident may decide whether smoking is permitted in the room or dwelling that servers as the resident''s private home. 
In child-care centres kindergartens primary and lower secondary schools high schools that mainly have enrolled children and adolescents younger than 18 years smoking are not allowed anyone that is children students teachers and parents etc. to smoke indoor or outdoor.
The national law is a minimum requirement and the owner of private or public enterprises can set more firm rules.","WHO European Region"
"47","Djibouti","La loi et le decret fixent linterdiction de fumer dans les lieux publics et les interieurs de travail, sauf les bars et restaurants.
Avant fin 2016, ces espaces seront soumis à linterdiction.

Un arrêté fixe le modele de la consigne dinterdiction et les messages de prevention qui doivent être affichés.","La loi et le decret fixent linterdiction de fumer dans les lieux publics et les interieurs de travail, sauf les bars et restaurants.
Avant fin 2016, ces espaces seront soumis à linterdiction.

Un arrêté fixe le modele de la consigne dinterdiction et les messages de prevention qui doivent être affichés.","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Ley Orgánica para la Regulación y Control del Tabaco, expedida el 22 de julio de 2011, en el Registro Oficial Nº 497. Las disposiciones de la Ley son de orden público, de aplicación y observancia obligatorias en todo el territorio nacional. El Art. 21 trata de los espacios libres de humo.    
 “Art.21.- Espacios libres de humo.- Declárese espacios cien por ciento (100%) libres de humo de tabaco y prohíbese fumar o mantener encendidos productos de tabaco en: 
a.	Todos los espacios cerrados de las instituciones públicas;
b.	Todos los espacios cerrados que sean lugares de trabajo y de atención y acceso al público;
c.	Todos los espacios cerrados o abiertos, públicos o privados, que correspondan a dependencias de salud y educación a todo nivel; con excepción de los espacios abiertos de los establecimientos de educación superior debidamente señalizados;
d.	Los medios de transporte público en general; y, 
e.	Los ambientes públicos y privados cerrados, destinados a actividades deportivas.
Para la aplicación de este artículo se entiende por espacio cerrados, todo espacio cubierto por un techo sin importar la altura a la que se encuentre, cerrado en su perímetro por un 30% o más de paredes o muros, independientemente del material utilizado.
Sin perjuicio de los prescrito en el presente artículo, cualquier institución pública o privada podrá declararse cien por ciento (100%) libre de humo de tabaco si así lo considera.”
Asimismo, la Ley establece en la Disposición Transitoria Tercera: “Los gobiernos seccionales autónomos descentralizados cantonales, expedirán, dentro de los trescientos sesenta (360) días subsiguientes a la promulgación de la presenta Ley, las ordenanzas correspondientes para la adecuación de la presente Ley”.","Ley Orgánica para la Regulación y Control del Tabaco, expedida el 22 de julio de 2011, en el Registro Oficial Nº 497. Las disposiciones de la Presente Ley son de orden público, de aplicación y observancia obligatorias en todo el territorio nacional. El Art. 21 trata de los Espacios libres de humo.    
 “Art.21.- Espacios libres de humo.- Declárese espacios cien por ciento (100%) libres de humo de tabaco y prohíbese fumar o mantener encendidos productos de tabaco en: 
a.	Todos los espacios cerrados de las instituciones públicas;
b.	Todos los espacios cerrados que sean lugares de trabajo y de atención y acceso al público;
c.	Todos los espacios cerrados o abiertos, públicos o privados, que correspondan a dependencias de salud y educación a todo nivel; con excepción de los espacios abiertos de los establecimientos de educación superior debidamente señalizados;
d.	Los medios de transporte público en general; y, 
e.	Los ambientes públicos y privados cerrados, destinados a actividades deportivas.
Para la aplicación de este artículo se entiende por espacio cerrados, todo espacio cubierto por un techo sin importar la altura a la que se encuentre, cerrado en su perímetro por un 30% o más de paredes o muros, independientemente del material utilizado.
Sin perjuicio de los prescrito en el presente artículo, cualquier institución pública o privada podrá declararse cien por ciento (100%) libre de humo de tabaco si así lo considera.”","Ley Orgánica para la Regulación y Control del Tabaco. expedida el 22 de julio de 2011. en el Registro Oficial Nº 497. Las disposiciones de la Presente Ley son de orden público. de aplicación y observancia obligatorias en todo el territorio nacional. El Art. 21 trata de los Espacios libres de humo","WHO Region of the Americas"
"50","Egypt","نص القانون ١٥٤ لسنه ٢٠٠٧ علي حظر التدخين في الاماكن العامة المغلقه و ذكر خمس اماكن كالاتي:
المنشات الصحية - المنشات التعليمية - المصالح الحكوميه - المواصلات العامة - مراكز الشباب","نص القانون ١٥٤ لسنه ٢٠٠٧ علي حظر التدخين في الاماكن العامة المغلقه و ذكر خمس اماكن كالاتي:
المنشات الصحية - المنشات التعليمية - المصالح الحكوميه - المواصلات العامة - مراكز الشباب","There is a total ban of smoking in place that applies to all public places. including health facilities. governmental offices. educational facilities. public transport. youth clubs.","WHO Eastern Mediterranean Region"
"51","El Salvador","Ley para el Control del Tabaco. Decreto Legislativo 771 de fecha 23 de junio de 2011, publicada en el Diario Oficial No. 143, Tomo No. 392, del 29 de julio de ese mismo año. En el Capítulo 1, establece las prohibiciones al consumo y protección a no fumadores. Art. 6.- Ninguna persona fumará tabaco ni mantendrá tabaco encendido en áreas interiores de cualquier lugar público o privado que se contemple en esta Ley. Para los fines de esta Ley, se entenderá como espacios públicos o privados libres de humo, los siguientes: (a) Los centros de trabajo públicos y privados: (b) Los establecimientos de salud; (c) Los centros educativos y deportivos públicos y privados; (d) Los medios públicos y privados de transporte colectivo y selectivo de pasajeros; (e) Las terminales aéreas, terrestres y marítimas; (f) Los lugares destinados para el esparcimiento de menores; (g) Los lugares donde se manejen sustancias inflamables;
(h) Las áreas destinadas para la protección ecológica; (i) Salas de cines, centros culturales y auditorios; (j) Edificios públicos y privados, salvo áreas de habitación privada; (k) Lugares públicos y privados con acceso al público.","Ley para el Control del Tabaco. Decreto Legislativo 771 de fecha 23 de junio de 2011, publicada en el Diario Oficial No. 143, Tomo No. 392, del 29 de julio de ese mismo año. En el Capítulo 1, establece las prohibiciones al consumo y protección a no fumadores. Art. 6.- Ninguna persona fumará tabaco ni mantendrá tabaco encendido en áreas interiores de cualquier lugar público o privado que se contemple en esta Ley. Para los fines de esta Ley, se entenderá como espacios públicos o privados libres de humo, los siguientes: (a) Los centros de trabajo públicos y privados: (b) Los establecimientos de salud; (c) Los centros educativos y deportivos públicos y privados; (d) Los medios públicos y privados de transporte colectivo y selectivo de pasajeros; (e) Las terminales aéreas, terrestres y marítimas; (f) Los lugares destinados para el esparcimiento de menores; (g) Los lugares donde se manejen sustancias inflamables;
(h) Las áreas destinadas para la protección ecológica; (i) Salas de cines, centros culturales y auditorios; (j) Edificios públicos y privados, salvo áreas de habitación privada; (k) Lugares públicos y privados con acceso al público.","LEY PARA EL CONTROL DEL TABACO DE EL SALVADOR (Decreto Legislativo 771). Capítulo I: De las prohibiciones al consumo y protección al no fumador. Art. 6 ''ninguna persona fumará tabaco ni mantendrá tabaco encendido en áreas interiores de cualquier lugar público o privado que se contemple en esta ley Para los efectos de esta ley. se entenderá con espacios públicos o privados libres de humo los siguientes: a) centros de trabajo públicos y privados; b) establecimientos de salud; c) centros educativos y deportivos públicos o privados; d) medios públicos o privados de transporte colectivo y selectivo de pasajeros; e) terminales aéreas terrestres y marítimas; f) lugares dedicados al esparcimiento de menores; g) lugares en los que se manejan sustancias inflamables; h) áreas naturales protegidas; i) salas de cine. centros culturales y auditorios; j) edificios públicos y privados. salvo áreas de habitación privada; y k) lugares públicos y privados con acceso al público que no cuenten con espacios específicos para el fumado.","WHO Region of the Americas"
"52","Equatorial Guinea","ES UN DERETO LEY  DE FORMA PARCIAL PROIBIENDO EL CONSUMO DE TABACO EN LUGARES PUBLICO","ES UN DERETO LEY  DE FORMA PARCIAL PROIBIENDO EL CONSUMO DE TABACO EN LUGARES PUBLICO","Report not provided","WHO African Region"
"53","Estonia","Smoking is prohibited:
 1) on the premises of children’s social welfare institutions and their designated territories;
 2) on the premises of pre-school child care institutions, basic schools, upper secondary schools, vocational educational institutions, hobby schools, open youth centres or permanent youth camps and youth project camps, and their designated territories;
 3) on the premises of pharmacies;
 4) on industrial premises and in warehouses of enterprises;
 5) in sales areas of shops and mobile shops;
 6) in catering establishments, except in rooms provided for in subsection 31 (1) of the Tobacco Act
 7) in enterprises where services specified in clause 3 (2) 4) of the Trading Act or other services are offered, on premises open for clients (except in accommodation establishments);
 8) in a space intended for sports;
 9) in changing rooms and lavatories if not in private use;
 10) in public transport shelters, passenger waiting rooms and passenger terminals;
 11) in vehicles used for the provision of passenger service, except in vehicles specified in clause 30 (2) 6) of this Act;
 12) in the immediate vicinity of tanker vessels, petrol storage tanks or petrol pumps;
 13) in the vicinity of flammable or combustible chemicals, at a site with flammable or combustible areas, places where dangerous goods are loaded, in the vicinity of consignments ready to be loaded, near standing transport units and in transport units;
 14) in the territory of an explosive substances store, at a distance of up to twenty metres from the place where explosive substances are stored on board a ship, in the rooms of a pyrotechnic articles store or in the vicinity of ammunition containing explosive substances;
 15) in the workings of a mine, lamp rooms and battery-charging rooms and at a distance of up to twenty metres from a portal;
 16) upon loading of cartridges in the vicinity of propellant, in weapons magazines, weapons stores and weapons rooms;
 17) in forests and other areas covered with vegetation during a fire hazard period;
 18) in pedestrian tunnels;
 19) corridors and stairwells of apartment buildings, and other rooms which are in common use in apartment buildings;
 20) in other places prescribed by legislation.

 (2) It is prohibited to consume products used similarly to tobacco products in the places specified in clauses (1) 1) and 2) of this section.

Since 2017 indoor smoking areas will be banned also.  In 2015 the local governement prohibited smoking in public beaches.","Smoking is prohibited:
 1) on the premises of children’s social welfare institutions and their designated territories;
 2) on the premises of pre-school child care institutions, basic schools, upper secondary schools, vocational educational institutions, hobby schools, open youth centres or permanent youth camps and youth project camps, and their designated territories;
 3) on the premises of pharmacies;
 4) on industrial premises and in warehouses of enterprises;
 5) in sales areas of shops and mobile shops;
 6) in catering establishments, except in rooms provided for in subsection 31 (1) of the Tobacco Act
 7) in enterprises where services specified in clause 3 (2) 4) of the Trading Act or other services are offered, on premises open for clients (except in accommodation establishments);
 8) in a space intended for sports;
 9) in changing rooms and lavatories if not in private use;
 10) in public transport shelters, passenger waiting rooms and passenger terminals;
 11) in vehicles used for the provision of passenger service, except in vehicles specified in clause 30 (2) 6) of this Act;
 12) in the immediate vicinity of tanker vessels, petrol storage tanks or petrol pumps;
 13) in the vicinity of flammable or combustible chemicals, at a site with flammable or combustible areas, places where dangerous goods are loaded, in the vicinity of consignments ready to be loaded, near standing transport units and in transport units;
 14) in the territory of an explosive substances store, at a distance of up to twenty metres from the place where explosive substances are stored on board a ship, in the rooms of a pyrotechnic articles store or in the vicinity of ammunition containing explosive substances;
 15) in the workings of a mine, lamp rooms and battery-charging rooms and at a distance of up to twenty metres from a portal;
 16) upon loading of cartridges in the vicinity of propellant, in weapons magazines, weapons stores and weapons rooms;
 17) in forests and other areas covered with vegetation during a fire hazard period;
 18) in pedestrian tunnels;
 19) corridors and stairwells of apartment buildings, and other rooms which are in common use in apartment buildings;
 20) in other places prescribed by legislation.

 (2) It is prohibited to consume products used similarly to tobacco products in the places specified in clauses (1) 1) and 2) of this section.

Since 2017 indoor smoking areas will be banned also.  In 2015 the local governement prohibited smoking in public beaches.","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","At EU Level, Directives and a Council recommendation:
- Occupational health and safety Directives, see details at 3.2.2.7.
- Council Recommendation on Smoke-Free Environments 2009/C296/02 of 30 November 2009, see details at 3.2.2.7    
See also Report of 22 February 2013 on the implementation of the Council Recommendation of 30 November 2009 on Smoke-free Environments for more information: http://ec.europa.eu/health/tobacco/docs/smoke-free_implementation_report_en.pdf              

At national level, all Member States have reported that they have legislation in place with the aim to protect their
citizens from exposure to tobacco smoke at indoor workplaces, indoor public places, public
transport and other public places7. However, the scope of this legislation varies considerably from
one Member State to another.","EU Directives and a Council Recommendation.

Occupational health and safety Directives, see details at C227.

Council Recommendation on Smoke-Free Environments 2009/C296/02 of 30 November 2009, see details at C227.

See also Report of 22 February 2013 on the implementation of the Council Recommendation of 30 November 2009 on Smoke-free Environments for more information: http://ec.europa.eu/health/tobacco/docs/smoke-free_implementation_report_en.pdf.","Occupational health and safety Directives see details at 3.2.2.7.
Council Recommendation on Smoke-Free Environments 2009/C296/02 of 30 November 2009 see details at 3.2.2.7 
See also Report of 22 February 2013 on the implementation of the Council Recommendation of 30 November 2009 on Smoke-free Environments for more information: http://ec.europa.eu/health/tobacco/docs/smoke-free_implementation_report_en.pdf","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Smoking bans enacted in the Tobacco Act apply nationally. In addition, 95% of Finnish municipalities have declared themselves smokefree.","Smoking bans enacted in the Tobacco Act apply nationally. In addition, almost 80% of Finnish municipalities have declared themselves smokefree.","Smoking bans enacted in the Tobacco Act apply nationally. In addition about 70% of Finnish municipalities have declared themselves smokefree.","WHO European Region"
"58","France","L’interdiction de fumer dans les lieux à usage collectif date de 1991. Cette interdiction a été renforcé en 2006 avec le décret en Conseil d’État, dit « décret Bertrand », qui, sur la base de l’article 16 de la loi de 1991, étendu à certains espaces extérieurs (CF. établissent scolaires), et limité les conditions permettant éventuellement d’avoir un espace fumeur.

Le décret n°2015-768 du 29 juin 2015 a introduit l’interdiction de fumer dans les aires collectives de jeux.

En  2016 a été introduit dans le code de la santé publique l’article Article L3512-9 , qui  précise qu’il est interdit à tous les occupants dun véhicule de fumer en présence dun enfant de moins de dix-huit ans.","Interdiction de fumer dans les aires de jeux pour enfant :  Décret n° 2015-768 du 29 juin 2015 relatif à linterdiction de fumer dans les aires collectives de jeux 
http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030802699&categorieLien=id

Interdiction de fumer dans un véhicule en présence dun mineur : Article 29 de la loi n° 2016-41 du 26 janvier 2016 de modernisation de notre système de santé 
http://www.legifrance.gouv.fr/eli/loi/2016/1/26/AFSX1418355L/jo#JORFARTI000031913002","Un décret en date du 15 novembre 2006 fixe les conditions dapplication de linterdiction de fumer dans les lieux affectés à un usage collectif. Linterdiction de fumer dans les lieux de travail les centres commerciaux aéroports gares hôpitaux et écoles publiques est entrée en vigueur le 1er février 2007 et à partir du 1er janvier 2008 dans les cafés bars restaurants hôtels casinos et discothèques.","WHO European Region"
"59","Gabon","Answer not provided","Les mesures édictées dans la loi 006/2013. Toutefois les textes dapplication de la loi y relative sont en cours de signature. Ils prévoient entre autre la protection des populations contre la fumée de tabac.","La loi au chapitre 4 articles 19 et 21","WHO African Region"
"60","Gambia","There was a ban on public smoking in 1998 called the Public Smoking Act (smoking in public places). This act bans smoking in all public places being it puiblic transport, work places, streets, markets among others.","There was a ban on public smoking in 1998 called the Public Smoking Act (smoking in public places). This act bans smoking in all public places being it puiblic transport, work places, streets, markets among others.","Answer not provided","WHO African Region"
"61","Georgia","According to the newly adopted tobacco control legislation smoking in enclosed public spaces is totally banned (including workplaces), smoking is also banned in public transportation and recreational zones where childrens playgrounds are located. The smoking ban enters into force from May 1, 2018","According to the National Tobacco Control law it is required to have at least 50% of smoke free zones  or specially designated smoking areas in public places including the hospitality sector. smoking is totally banned in airplanes, and public transport. Smoking is totally banned in healthcare and educational facilities. However, there are challenges in terms of enforcement of this law because of the weak administrative mechanisms. The amendment project of tobacco control law and administrative offence code consider the gaps in the existing laws and include provisions which make law stricter and administrative mechanisms simpler.","According to current Tobacco Control Law smoking is totally banned in all state organizations health and educational facilities and 50% of bar and restaurants have to be smokefree. Enforcement of this law is very low. Compliance to smoking ban in most of the healthcare facilities and schools is high but there are still violation cases. Same applies to governmental institutions. Bars and restaurants are not compliant to law at all.","WHO European Region"
"62","Germany","Workplace - general (national workplace ordinance) 
The employers has to take necessary measures to protect non-smoking employees from tobacco related health risk. If necessary, the employer must issue a general smoking ban or one restricted to individual areas of the workplace. 
Regulations at federal level: 
The employer has to take “all necessary measures to effectively protect non-smoking employees against the health hazards of tobacco smoke in the workplace”. The amendment in 2008 specified that a ban on smoking in the workplace is one of the ways to provide protection. In workplaces open to the public (i.e. primarily hospitality sector but also other areas where smoking by customers and visitors is allowed) the employers’ obligations are more limited. The federal government prohibited smoking in government buildings, on public transport (including taxis) and at public transport stations. 
Regulations at Länder (state) level: 
In March 2007 the Germanys 16 Länder concluded a framework agreement with the federal government on introducing a smoking ban in the areas where the states have responsibility (Land, local institutions,educational facilities, health care facilities, cultural institutions, sport facilities, hospitality venues and other public places). Each Land had to enact the law through its own legislature.","Workplace - general (national workplace ordinance) 
The employers has to take necessary measures to protect non-smoking employees from tobacco related health risk. If necessary, the employer must issue a general smoking ban or one restricted to individual areas of the workplace. 
Regulations at federal level: 
The employer has to take “all necessary measures to effectively protect non-smoking employees against the health hazards of tobacco smoke in the workplace”. The amendment in 2008 specified that a ban on smoking in the workplace is one of the ways to provide protection. In workplaces open to the public (i.e. primarily hospitality sector but also other areas where smoking by customers and visitors is allowed) the employers’ obligations are more limited. The federal government prohibited smoking in government buildings, on public transport (including taxis) and at public transport stations. 
Regulations at Länder (state) level: 
In March 2007 the Germanys 16 Länder concluded a framework agreement with the federal government on introducing a smoking ban in the areas where the states have responsibility (Land, local institutions,educational facilities, health care facilities, cultural institutions, sport facilities, hospitality venues and other public places). Each Land had to enact the law through its own legislature.","Workplace - general (national workplace ordinance)
The employers has to take necessary measures to protect non-smoking employees from tobacco related health risk. If necessary the employer must issue a general smoking ban or one restricted to individual areas of the workplace.
Regulations at federal level:
The employer has to take “all necessary measures to effectively protect non-smoking employees against the health hazards of tobacco smoke in the workplace”. The amendment in 2008 specified that a ban on smoking in the workplace is one of the ways to provide protection. In workplaces open to the public (i.e. primarily hospitality sector but also other areas where smoking by customers and visitors is allowed) the employers'' obligations are more limited. The federal government prohibited smoking in government buildings on public transport (including taxis) and at public transport stations. 
Regulations at Länder (state) level:
In March 2007 the Germany`s 16 Länder concluded a framework agreement with the federal government on introducing a smoking ban in the areas where the states have responsibility (Land local institutions educational facilities health care facilities cultural institutions sport facilities hospitality venues and other public places). Each Land had to enact the law through its own legislature.","WHO European Region"
"63","Ghana","Public Health Act (ACT 851 2012) Part Six, Tobacco Control Measures, is the legal instrument that provides the ban","Public Health Act (ACT 851 2012) Part Six, Tobacco Control Measures, is the legal instrument that provides the ban","In Act 851 (Public health law) the Part Six on Tobacco control Measures bans smoking in public places and work places except in a designated smoking area with Food and Drug Authority (FDA) as the regulator.
Areas where smoking is prohibited include the following: All workplaces: factories offices restaurants pubs places where children are cared for educational institutions wholesale and retail establishments including shopping malls and markets cinemas recreational areas (both open and closed) stadiums public transport vehicles transport terminals places of collective use a facility that employs personnel whether paid or not; and any other facilities accessible to the public
The person in charge of workplaces and public places is to ensure compliance with the law by posting no-smoking signs; not displaying an ashtray in a no-smoking area; discontinue service to a customer who is smoking; ask a customer or employee smoking to stop or leave immediately; issue warnings or take appropriate disciplinary action against an employee who smokes in the no-smoking area; arrest or cause to be arrested any person who refuses to stop smoking and refuses to leave that place
 “Designated area” means an area set aside for smoking in a workplace or a public place specified under section 58 (2) of the Public Health Act 2012 (Act 851) and designed in a manner to prevent smoke from spreading to a non-smoking area
FDA has produced the following Guidelines: Guidelines for the Importation of Tobacco Products guidelines for the Labelling of Tobacco Products a Guide For Managers on The Prohibition of Smoking in Public Places specifications for the No-smoking Sign and specifications for Designated Smoking Areas.","WHO African Region"
"64","Greece","Report not provided","A very comprehensive total ban law has been approved and revised with very few exceptions but it has not been enforced in many Governmental Offices and almost all hospitality venues, especially bars, restaurants and dancing clubs.  Regarding transportation the law has been enforced rather effectively with very few exceptions (taxis, private vehicles).","National law that prohibits smoking in all public places except casinos and night clubs more than 300 square meters.","WHO European Region"
"65","Grenada","Cabinet Conclusion banning smoking in all government buildings and public places","Cabinet Conclusion banning smoking in all government buildings and public places","Cabinet Conclusion banning smoking in all government buildings and public places","WHO Region of the Americas"
"66","Guatemala","Es una prohibición total en espacios públicos, con la excepción de hoteles y moteles, para los cuales existe restricción.  De los espacios libres de humo de tabaco contemplados por el CMCT, no se incluye en la Ley los vehículos particulares.","Es una prohibición total en espacios públicos, con la excepción de hoteles y moteles, para los cuales existe restricción.  De los espacios libres de humo de tabaco contemplados por el CMCT, no se incluye en la Ley los vehículos particulares.","Ley de Creación de Ambientes Libres de Humo de Tabaco. Incluye el consumo de productos en tabaco en todos los espacios abiertos al público","WHO Region of the Americas"
"67","Guinea","Report not provided","Il y a la loi et quelques arrêtés pris pour les formations sanitaires et les écoles","Report not provided","WHO African Region"
"68","Guinea-Bissau","There is a bill in preparation but not yet approved. Some staff voluntarily do not smoke the public places.","There is a bill in preparation but not yet approved. Some staff voluntarily do not smoke the public places.","Report not provided","WHO African Region"
