"id","title","art","description","url"
"3.2.6.5.b","C2652 - NGOs involved in programmes and strategies","12","C2652 - NGOs involved in programmes and strategies","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.6.5.b"
"3.2.6.5.c","C2653 - Private organizations involved in programmes and strategies","12","C2653 - Private organizations involved in programmes and strategies","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.6.5.c"
"3.2.6.6","C266 - Programmes guided by research","12","C266 - Programmes guided by research","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.6.6"
"3.2.6.7.a","C2671 - Training programmes addressed to health workers","12","C2671 - Training programmes addressed to health workers","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.6.7.a"
"3.2.6.7.b","C2672 - Training programmes addressed to community workers","12","C2672 - Training programmes addressed to community workers","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.6.7.b"
"3.2.6.7.c","C2673 - Training programmes addressed to social workers","12","C2673 - Training programmes addressed to social workers","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.6.7.c"
"3.2.6.7.d","C2674 - Training programmes addressed to media professionals","12","C2674 - Training programmes addressed to media professionals","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.6.7.d"
"3.2.6.7.e","C2675 - Training programmes addressed to educators","12","C2675 - Training programmes addressed to educators","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.6.7.e"
"3.2.6.7.f","C2676 - Training programmes addressed to decision-makers","12","C2676 - Training programmes addressed to decision-makers","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.6.7.f"
"3.2.6.7.g","C2677 - Training programmes addressed to administrators","12","C2677 - Training programmes addressed to administrators","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.6.7.g"
"3.2.6.8","C268 - Progress made in implementing Article 12","12","C268 - Progress made in implementing Article 12","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.6.8"
"3.2.6.9","C269 - Use of guidelines on Article 12","12","C269 - Use of guidelines on Article 12","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.6.9"
"3.2.6.10","C2610 - Details on the use of implementation guidelines","12","C2610 - Details on the use of implementation guidelines","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.6.10"
"3.2.6.11","C2611 - Additional information concerning education and communication","12","C2611 - Additional information concerning education and communication","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.6.11"
"3.2.8.1","C281 - Evidence-based comprehensive and integrated guidelines developed","14","C281 - Evidence-based comprehensive and integrated guidelines developed","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.1"
"3.2.8.2.a","C2821 - Implemented media campaigns to promote tobacco cessation","14","C2821 - Implemented media campaigns to promote tobacco cessation","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.2.a"
"3.2.8.2.c","C2822 - Implemented programmes specially designed for underage girls and young women","14","C2822 - Implemented programmes specially designed for underage girls and young women","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.2.c"
"3.2.8.2.d","C2823 - Implemented programmes specially designed for women","14","C2823 - Implemented programmes specially designed for women","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.2.d"
"3.2.8.2.e","C2824 - Implemented programmes specially designed for pregnant women","14","C2824 - Implemented programmes specially designed for pregnant women","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.2.e"
"3.2.8.2.f","C2825 - Implemented telephone quitlines","14","C2825 - Implemented telephone quitlines","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.2.f"
"3.2.8.2.g","C2826 - Implemented local events to promote cessation of tobacco use","14","C2826 - Implemented local events to promote cessation of tobacco use","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.2.g"
"3.2.8.2.h","C2827 - Implemented other programmes to promote cessation of tobacco use","14","C2827 - Implemented other programmes to promote cessation of tobacco use","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.2.h"
"3.2.8.3.a","C2831 - Designed programmes to promote cessation in educational institutions","14","C2831 - Designed programmes to promote cessation in educational institutions","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.3.a"
"3.2.8.3.b","C2832 - Designed programmes to promote cessation in health-care facilities","14","C2832 - Designed programmes to promote cessation in health-care facilities","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.3.b"
"3.2.8.3.c","C2833 - Designed programmes to promote cessation in workplaces","14","C2833 - Designed programmes to promote cessation in workplaces","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.3.c"
"3.2.8.3.d","C2834 - Designed programmes to promote cessation in sporting environments","14","C2834 - Designed programmes to promote cessation in sporting environments","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.3.d"
"3.2.8.3.e","C2835 - Designed programmes to promote cessation in other places","14","C2835 - Designed programmes to promote cessation in other places","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.3.e"
"3.2.8.4.a","C2841 - Included diagnosis and treatment in national tobacco control programmes","14","C2841 - Included diagnosis and treatment in national tobacco control programmes","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.4.a"
"3.2.8.4.b","C2842 - Included diagnosis and treatment in national health programmes","14","C2842 - Included diagnosis and treatment in national health programmes","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.4.b"
"3.2.8.4.c","C2843 - Included diagnosis and treatment in national educational programmes","14","C2843 - Included diagnosis and treatment in national educational programmes","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.4.c"
"3.2.8.5","C285 - Included diagnosis and treatment in the health-care system","14","C285 - Included diagnosis and treatment in the health-care system","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.5"
"3.2.8.6.a","C2861 - Primary health care providing programmes on diagnosis and treatment","14","C2861 - Primary health care providing programmes on diagnosis and treatment","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.6.a"
"3.2.8.6.b","C2862 - Secondary and tertiary health care providing programmes on diagnosis and treatment","14","C2862 - Secondary and tertiary health care providing programmes on diagnosis and treatment","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.6.b"
"3.2.8.6.c","C2863 - Specialist health-care systems providing programmes on diagnosis and treatment","14","C2863 - Specialist health-care systems providing programmes on diagnosis and treatment","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.6.c"
"3.2.8.6.d","C2864 - Specialized centres for cessation providing programmes on diagnosis and treatment","14","C2864 - Specialized centres for cessation providing programmes on diagnosis and treatment","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.6.d"
"3.2.8.6.e","C2865 - Rehabilitation centres providing programmes on diagnosis and treatment","14","C2865 - Rehabilitation centres providing programmes on diagnosis and treatment","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.6.e"
"3.2.8.7.a","C2871 - Programmes in primary health care covered by public funding","14","C2871 - Programmes in primary health care covered by public funding","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.7.a"
"3.2.8.7.b","C2872 - Programmes in secondary and tertiary health care covered by public funding","14","C2872 - Programmes in secondary and tertiary health care covered by public funding","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.7.b"
"3.2.8.7.c","C2873 - Programmes in specialist health-care systems covered by public funding","14","C2873 - Programmes in specialist health-care systems covered by public funding","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.7.c"
"3.2.8.7.d","C2874 - Programmes in specialized centers covered by public funding","14","C2874 - Programmes in specialized centers covered by public funding","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.7.d"
"3.2.8.7.e","C2875 - Programmes in rehabilitation centers covered by public funding","14","C2875 - Programmes in rehabilitation centers covered by public funding","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.7.e"
"3.2.8.7.f","C2876 - Programmes in other diagnostic and treatment services covered by public funding","14","C2876 - Programmes in other diagnostic and treatment services covered by public funding","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.7.f"
"3.2.8.8.a","C2881 - Physicians offering counseling services","14","C2881 - Physicians offering counseling services","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.8.a"
"3.2.8.8.b","C2882 - Dentists offering counseling services","14","C2882 - Dentists offering counseling services","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.8.b"
"3.2.8.8.c","C2883 - Family doctors offering counseling services","14","C2883 - Family doctors offering counseling services","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.8.c"
"3.2.8.8.d","C2884 - Traditional practitioners offering counseling services","14","C2884 - Traditional practitioners offering counseling services","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.8.d"
"3.2.8.8.e","C2885 - For other medical professionals offering counseling services","14","C2885 - For other medical professionals offering counseling services","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.8.e"
"3.2.8.8.f","C2886 - Nurses offering counseling services","14","C2886 - Nurses offering counseling services","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.8.f"
"3.2.8.8.g","C2887 - Midwives offering counseling services","14","C2887 - Midwives offering counseling services","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.8.g"
"3.2.8.8.h","C2888 - Pharmacists offering counseling services","14","C2888 - Pharmacists offering counseling services","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.8.h"
"3.2.8.8.i","C2889 - Community workers offering counseling services","14","C2889 - Community workers offering counseling services","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.8.i"
"3.2.8.8.j","C28810 - Social workers offering counseling services","14","C28810 - Social workers offering counseling services","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.8.j"
"3.2.8.8.k","C28811 - For other professionals offering counseling services","14","C28811 - For other professionals offering counseling services","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.8.k"
"3.2.8.9.a","C2891 - Tobacco dependence treatment incorporated into the curricula of medical schools","14","C2891 - Tobacco dependence treatment incorporated into the curricula of medical schools","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.9.a"
"3.2.8.9.b","C2892 - Tobacco dependence treatment incorporated into the curricula of dentist schools","14","C2892 - Tobacco dependence treatment incorporated into the curricula of dentist schools","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.9.b"
"3.2.8.9.c","C2893 - Tobacco dependence treatment incorporated into the curricula of nursing schools","14","C2893 - Tobacco dependence treatment incorporated into the curricula of nursing schools","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.9.c"
"3.2.8.9.d","C2894 - Tobacco dependence treatment incorporated into the curricula of pharmacy schools","14","C2894 - Tobacco dependence treatment incorporated into the curricula of pharmacy schools","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.9.d"
"3.2.8.10","C2810 - Accessibility and affordability of pharmaceutical products facilitated","14","C2810 - Accessibility and affordability of pharmaceutical products facilitated","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.10"
"3.2.8.11","C2811 - Where and how pharmaceutical products legally purchased","14","C2811 - Where and how pharmaceutical products legally purchased","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.11"
"3.2.8.12.a","C28121 - Nicotine replacement therapy available","14","C28121 - Nicotine replacement therapy available","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.12.a"
"3.2.8.12.b","C28122 - Treatment with bupropion available","14","C28122 - Treatment with bupropion available","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.12.b"
"3.2.8.12.c","C28123 - Treatment with varenicline available","14","C28123 - Treatment with varenicline available","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.12.c"
"3.2.8.12.d","C28124 - Treatment with other pharmaceutical products available","14","C28124 - Treatment with other pharmaceutical products available","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.12.d"
"3.2.8.13.a","C28131 - Nicotine replacement therapy costs covered by public funding","14","C28131 - Nicotine replacement therapy costs covered by public funding","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.13.a"
"3.2.8.13.b","C28132 - Buproprion costs covered by public funding","14","C28132 - Buproprion costs covered by public funding","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.13.b"
"3.2.8.13.c","C28133 - Varenicline costs covered by public funding","14","C28133 - Varenicline costs covered by public funding","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.13.c"
"3.2.8.13.d","C28134 - Treatment with other pharmaceutical products covered by public funding","14","C28134 - Treatment with other pharmaceutical products covered by public funding","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.13.d"
"3.2.8.14","C2814 - Progress made in implementing Article 14","14","C2814 - Progress made in implementing Article 14","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.14"
"3.2.8.15","C2815 - Use of guidelines oin Article 14","14","C2815 - Use of guidelines oin Article 14","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.15"
"3.2.8.17","C2817 - Additional information concerning tobacco dependence and cessation","14","C2817 - Additional information concerning tobacco dependence and cessation","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.2.8.17"
"2.6.2","B62 - Data on the percentage of smuggled tobacco products","15","B62 - Data on the percentage of smuggled tobacco products","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=2.6.2"
"2.6.3","B63 - Percentage of national tobacco market consituted by smuggled products","15","B63 - Percentage of national tobacco market consituted by smuggled products","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=2.6.3"
"3.3.1.1","C311 - Marking that assists in determining the origin of product required","15","C311 - Marking that assists in determining the origin of product required","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.1.1"
"3.3.1.2","C312 - Marking that assists in identifying legally sold products required","15","C312 - Marking that assists in identifying legally sold products required","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.1.2"
"3.3.1.3","C313 - Statement on all packages of tobacco products required","15","C313 - Statement on all packages of tobacco products required","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.1.3"
"3.3.1.4","C314 - Tracking regime to further secure the distribution system developed","15","C314 - Tracking regime to further secure the distribution system developed","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.1.4"
"3.3.1.5","C315 - Legible marking required","15","C315 - Legible marking required","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.1.5"
"3.3.1.6","C316 - Monitoring of cross-border trade required","15","C316 - Monitoring of cross-border trade required","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.1.6"
"3.3.1.7","C317 - Information exchange facilitated","15","C317 - Information exchange facilitated","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.1.7"
"3.3.1.8","C318 - Legislation against illicit trade enacted","15","C318 - Legislation against illicit trade enacted","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.1.8"
"3.3.1.9","C319 - Confiscated manufacturing equipment to be destroyed","15","C319 - Confiscated manufacturing equipment to be destroyed","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.1.9"
"3.3.1.10","C3110 - Storage and distribution of tobacco products","15","C3110 - Storage and distribution of tobacco products","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.1.10"
"3.3.1.11","C3111 - Confiscation of proceeds derived from illicit trade enabled","15","C3111 - Confiscation of proceeds derived from illicit trade enabled","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.1.11"
"3.3.1.12","C3112 - Cooperation to eliminate illicit trade promoted","15","C3112 - Cooperation to eliminate illicit trade promoted","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.1.12"
"3.3.1.13","C3113 - Licensing required","15","C3113 - Licensing required","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.1.13"
"3.3.1.14","C3114 - Progress made in implementing Article 15","15","C3114 - Progress made in implementing Article 15","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.1.14"
"3.3.1.15","C3115 - Additional information concerning illicit trade in tobacco products","15","C3115 - Additional information concerning illicit trade in tobacco products","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.1.15"
"3.3.2.1","C321 - Sales of tobacco products to minors prohibited","16","C321 - Sales of tobacco products to minors prohibited","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.2.1"
"3.3.2.2","C322 - Clear and prominent indicator required","16","C322 - Clear and prominent indicator required","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.2.2"
"3.3.2.3","C323 - Required that sellers request for evidence of having reached full legal age","16","C323 - Required that sellers request for evidence of having reached full legal age","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.2.3"
"3.3.2.4","C324 - Ban of sale of tobacco in any directly accessible manner","16","C324 - Ban of sale of tobacco in any directly accessible manner","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.2.4"
"3.3.2.5","C325 - Manufacture and sale of any objects in the form of tobacco products prohibited","16","C325 - Manufacture and sale of any objects in the form of tobacco products prohibited","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.2.5"
"3.3.2.6","C326 - Sale of tobacco products from vending machines prohibited","16","C326 - Sale of tobacco products from vending machines prohibited","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.2.6"
"3.3.2.7","C327 - Tobacco vending machines not accessible to minors","16","C327 - Tobacco vending machines not accessible to minors","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.2.7"
"3.3.2.8.a","C3281 - Distribution of free tobacco products to the public prohibited","16","C3281 - Distribution of free tobacco products to the public prohibited","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.2.8.a"
"3.3.2.8.b","C3282 - Distribution of free tobacco products to minors prohibited","16","C3282 - Distribution of free tobacco products to minors prohibited","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.2.8.b"
"3.3.2.9","C329 - Sale of cigarettes individually or in small packets prohibited","16","C329 - Sale of cigarettes individually or in small packets prohibited","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.2.9"
"3.3.2.10","C3210 - Penalties against sellers provided","16","C3210 - Penalties against sellers provided","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.2.10"
"3.3.2.11","C3211 - Sale of tobacco products by minors prohibited","16","C3211 - Sale of tobacco products by minors prohibited","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.2.11"
"3.3.2.12","C3212 - Progress made in implementing Article 16","16","C3212 - Progress made in implementing Article 16","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.2.12"
"3.3.2.13","C3213 - Additional information concerning sales to and by minors","16","C3213 - Additional information concerning sales to and by minors","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.2.13"
"2.7.1","B71 - Tobacco growing in your jurisdiction","17","B71 - Tobacco growing in your jurisdiction","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=2.7.1"
"2.7.2","B72 - Number of workers","17","B72 - Number of workers","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=2.7.2"
"2.7.3","B73 - Share of the value of tobacco leaf","17","B73 - Share of the value of tobacco leaf","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=2.7.3"
"3.3.3.1.a","C3311 - Viable alternatives for tobacco growers promoted","17","C3311 - Viable alternatives for tobacco growers promoted","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.3.1.a"
"3.3.3.1.b","C3312 - Viable alternatives for tobacco workers promoted","17","C3312 - Viable alternatives for tobacco workers promoted","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.3.1.b"
"3.3.3.1.c","C3313 - Viable alternatives for tobacco sellers promoted","17","C3313 - Viable alternatives for tobacco sellers promoted","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.3.1.c"
"3.3.3.2","C332 - Progress made in implementing Article 17","17","C332 - Progress made in implementing Article 17","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.3.2"
"3.3.3.3","C333 - Policy options and recommendations on Articles 17 and 18 utilized","17","C333 - Policy options and recommendations on Articles 17 and 18 utilized","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.3.3"
"3.3.3.4","C334 - Details on the use of implementation guidelines","17","C334 - Details on the use of implementation guidelines","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.3.4"
"3.3.3.5","C335 - All other information concerning provision of economically viable alternatives","17","C335 - All other information concerning provision of economically viable alternatives","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.3.3.5"
"3.4.1.1.a","C4111 - Measures implemented in respect to tobacco cultivation considering the protection of the environment","18","C4111 - Measures implemented in respect to tobacco cultivation considering the protection of the environment","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.1.1.a"
"3.4.1.1.b","C4112 - Measures implemented in respect to tobacco cultivation considering the health of persons","18","C4112 - Measures implemented in respect to tobacco cultivation considering the health of persons","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.1.1.b"
"3.4.1.2.a","C4121 - Measures implemented in respect to tobacco manufacturing for the protection of the environment","18","C4121 - Measures implemented in respect to tobacco manufacturing for the protection of the environment","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.1.2.a"
"3.4.1.2.b","C4122 - Measures implemented in respect to tobacco manufacturing considering the health of persons","18","C4122 - Measures implemented in respect to tobacco manufacturing considering the health of persons","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.1.2.b"
"3.4.1.3","C413 - Progress made in implementing Article 18","18","C413 - Progress made in implementing Article 18","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.1.3"
"3.4.1.4","C414 - Policy options and recommendations on Articles 17 and 18 utilized","18","C414 - Policy options and recommendations on Articles 17 and 18 utilized","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.1.4"
"3.4.1.5","C415 - Details on the use of implementation guidelines","18","C415 - Details on the use of implementation guidelines","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.1.5"
"3.4.1.6","C416 - Additional information concerning protection of the environment and the health of persons","18","C416 - Additional information concerning protection of the environment and the health of persons","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.1.6"
"3.4.2.1","C421 - Measures on criminal liability contained in the tobacco control legislation","19","C421 - Measures on criminal liability contained in the tobacco control legislation","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.2.1"
"3.4.2.2","C422 - Separate liability provisions on tobacco control outside of the tobacco control legislation exist","19","C422 - Separate liability provisions on tobacco control outside of the tobacco control legislation exist","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.2.2"
"3.4.2.3","C423 - Civil liability measures that are specific to tobacco control exist","19","C423 - Civil liability measures that are specific to tobacco control exist","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.2.3"
"3.4.2.4","C424 - Civil liability measures that could apply to tobacco control exist","19","C424 - Civil liability measures that could apply to tobacco control exist","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.2.4"
"3.4.2.5","C425 - Civil or criminal liability provisions that provide for compensation exist","19","C425 - Civil or criminal liability provisions that provide for compensation exist","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.2.5"
"3.4.2.6","C426 - Criminal and/or civil liability action launched by any person","19","C426 - Criminal and/or civil liability action launched by any person","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.2.6"
"3.4.2.7","C427 - Actions taken against the tobacco industry on reimbursement of costs related to tobacco use","19","C427 - Actions taken against the tobacco industry on reimbursement of costs related to tobacco use","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.2.7"
"3.4.2.8","C428 - Progress made in implementing Article 19","19","C428 - Progress made in implementing Article 19","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.2.8"
"3.4.2.9","C429 - Additional information concerning liability","19","C429 - Additional information concerning liability","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.2.9"
"3.4.3.1.a","C4311 - Research on determinants of tobacco consumption promoted","20","C4311 - Research on determinants of tobacco consumption promoted","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.3.1.a"
"3.4.3.1.b","C4312 - Research on consequences of tobacco consumption promoted","20","C4312 - Research on consequences of tobacco consumption promoted","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.3.1.b"
"3.4.3.1.c","C4313 - Research on social and economic indicators promoted","20","C4313 - Research on social and economic indicators promoted","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.3.1.c"
"3.4.3.1.d","C4314 - Research on tobacco use among women promoted","20","C4314 - Research on tobacco use among women promoted","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.3.1.d"
"3.4.3.1.e","C4315 - Research on exposure to tobacco smoke promoted","20","C4315 - Research on exposure to tobacco smoke promoted","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.3.1.e"
"3.4.3.1.f","C4316 - Research on identification of tobacco dependence treatment promoted","20","C4316 - Research on identification of tobacco dependence treatment promoted","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.3.1.f"
"3.4.3.1.g","C4317 - Research on alternative livelihoods promoted","20","C4317 - Research on alternative livelihoods promoted","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.3.1.g"
"3.4.3.2","C432 - Training for those engaged in tobacco control provided","20","C432 - Training for those engaged in tobacco control provided","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.3.2"
"3.4.3.3.a","C4331 - National system for surveillance of patterns of tobacco consumption established","20","C4331 - National system for surveillance of patterns of tobacco consumption established","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.3.3.a"
"3.4.3.3.b","C4332 - National system for surveillance of determinants of tobacco consumption established","20","C4332 - National system for surveillance of determinants of tobacco consumption established","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.3.3.b"
"3.4.3.3.c","C4333 - National system for surveillance of consequences of tobacco consumption established","20","C4333 - National system for surveillance of consequences of tobacco consumption established","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.3.3.c"
"3.4.3.3.d","C4334 - National system for surveillance of  indicators related to tobacco consumption established","20","C4334 - National system for surveillance of  indicators related to tobacco consumption established","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.3.3.d"
"3.4.3.3.e","C4335 - National system for surveillance of exposure to tobacco smoke established","20","C4335 - National system for surveillance of exposure to tobacco smoke established","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.3.3.e"
"3.4.3.4","C434 - List of surveys undertaken in the past","20","C434 - List of surveys undertaken in the past","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.3.4"
"3.4.3.5","C435 - List of surveys that are planned to be repeated or undertaken","20","C435 - List of surveys that are planned to be repeated or undertaken","http://untobaccocontrol.org/impldb/indicator-report/?wpdtvar=3.4.3.5"
