"","Party","2018","2016","2014","Region"
"170","United Arab Emirates","Report not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Answer not provided","Report not provided","WHO European Region"
"172","United Republic of Tanzania","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"173","Uruguay","Report not provided","Los productos de tabaco sin humo y el tabaco para pipas de agua están comprendidos en la ley 18256 que aplica a todos los productos de tabaco, con y sin humo.

La comercialización e importación de los SEAN/SSSN está prohibida en Uruguay desde el año 2009.","Indicator not used","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","В статье 3 Закона Республики Узбекистан «Об ограничении распространения и употребления алкогольной и табачной продукции» указано, что табачная продукция - любая продукция, изготовленная из табака или его заменителя. Данное определение включает в себе все виды табачных изделий, включая бездымные табачные изделия, табак для кальянов, электронные сигареты. Таким образом, законодательная и нормативно-правовая база распространяется не только на сигареты, но и на другие виды табачных изделий. Однако на практике ситуация не простая. 
Согласно законодательству Узбекистана насвай является нелегальным продуктом, т.к. деятельность по производству и торговлю насваем не лицензируется и данный продукт не зарегистрирован уполномоченными государственными органами. Несмотря на это насвай производится кустарным способом, свободно продается индивидуальными предпринимателями и физическими лицами на рынках, в ларьках и на улицах.
В последние годы отмечается рост популярности кальяна, особенно, среди молодежи. Употребление кальяна в основном продвигают владельцы ресторанов, кафе. Ожидается, что внедрение мониторинга исполнения положений законодательных актов по запрету употребления табачной продукции в общественных местах заставляет отказаться владельцев ресторанов, кафе от продвижения кальяна посетителям и снижает его популярность.","Indicator not used","WHO European Region"
"175","Vanuatu","Report not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Indicator not used","WHO Region of the Americas"
"177","Viet Nam","Report not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"178","Yemen","Report not provided","ما يخص تبغ الشيشة فهو مشمول ضمن اللائحة الخاصة ببطاقات التبغ المذكورة آنفاً    
كذلك يوجد مشروع قرار منذ شهور في وزارة الصناعة والتجارة يخص منع وحظر استيراد وبيع التبغ الممضوغ والسيجارة والشيشة الالكترونية ولكنه تعثر حتى الآن بسبب الحرب والأزمة السياسية الراهنة","Indicator not used","WHO Eastern Mediterranean Region"
"179","Zambia","Report not provided","Answer not provided","Report not provided","WHO African Region"
"180","Zimbabwe","Report not provided","Answer not provided","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
