"","Party","2018","2016","2014","Region"
"121","Panama","Se han aplicado las siguientes medidas para aplicar las recomendaciones de las Directrices: 

•	Infraestructura para apoyar la educación, la comunicación y la formación:
El Ministerio de Salud cuenta desde el año 1996 con las Unidades Docentes en los tres niveles administrativos que lo integran, nivel local, regional y nacional y se conocen como UDL, UDR y UDN. En el caso de las UDL, las mismas están integradas por funcionarios de las instalaciones de la red ambulatoria sean centros de salud, policentros o MINSA Capsi. La UDR está integrada por el conjunto de coordinadores regionales que ejercen una función técnico – administrativa y la UDN por representantes de las Direcciones Nacionales del MINSA. Cada unidad cuenta con un coordinador y su función es garantizar los procesos de educación y/o capacitación continua del personal de salud.

Adicionalmente, a nivel nacional se cuenta con la Dirección de Promoción de la Salud y cada región tiene un coordinador regional de promoción de la salud. Estas unidades son responsables del proceso de sensibilización y capacitación en salud de la población y otros actores sociales que por el rol que desempeñan requieren ser sumados al proceso de construcción social de la salud, en este caso específico en los temas relativos al control de tabaco y de las enfermedades asociadas a su consumo y/o a la exposición al humo de este.

•	Plan de acción para la ejecución de dichas actividades se enmarca dentro de un amplio programa de control del tabaco en su país.

El país cuenta con un plan quinquenal de control de tabaco que tiene un componente de promoción de la salud orientado a una vida sin tabaco y otro componente  de capacitación y educación continua del personal de salud. Los planes operativos anuales se enmarcan en este Plan Nacional.

Cada año las 15 regiones de salud levantan su plan de promoción de la salud, su plan de salud mental y su plan de docencia. Estos planes reciben recursos de los fondos que ingresan al MINSA producto del impuesto selectivo al consumo de tabaco. Solo se asignan recursos confrontados a un plan que es previamente  revisado y aprobado a nivel central y se vigila su cumplimiento.

De la misma manera, se elaboran y ejecutan planes operativos anuales de la UDN y de la Dirección de Promoción de la Salud para atender temas prioritarios dirigidos a la población general, a personal de otras instituciones y a personal de salud, estos planes son financiados de igual forma.

El II CONGRESO MUNDIAL DE TABAQUISMO Y ENT Y III CONGRESO MULTIDISCIPLINARIO CIENTÍFICO NACIONAL fue realizado del 14 al 16 de diciembre del 2016 con el LEMA: “PANAMÁ LIBRE DE TABACO, COMBATE LAS ENFERMEDADES NO TRANSMISIBLES”. Detalles en http://www.gorgas.gob.pa/SitioWebTabaco/Documentos.htm

•	Se mantiene un sitio web sobre educación, comunicación y formación, por ejemplo para difundir logros ejemplares
Las páginas web del MINSA y del ICGES mantienen información recopilada en investigaciones que incluyen los avances de Panamá en control de tabaco, situación del tabaquismo en el país. Se cuenta con un Observatorio de Tabaco, alojado en la página web del ICGES que incluye las bases de datos de estudios y/o encuestas, así como el marco legal nacional, los informes de estudios y otra documentación pertinente. 

•	En los dos últimos años ha habido en su país una campaña en los medios de comunicación contra el tabaco

Se han realizado durante los últimos 2 años conferencias de prensa, intervenciones capacitantes en radio, televisión y notas de periódico. 

Se elaboró material audiovisual sobre vida saludable y control de tabaco en Panamá, disponible en todas las regiones de salud. Existe una disposición del Ministro de Salud sobre la obligatoriedad de compartir los videos en cada instalación del MINSA con público que acude a ellas. Los 4 videos se refieren a: normativa de control de tabaco en Panamá, Efectos del Tabaco sobre la Salud, Clínicas de Cesación de Tabaquismo y Estilos de Vida Saludable. http://www.gorgas.gob.pa/SitioWebTabaco/Multimedia.htm

Se produjeron y pautaron  cuñas radiales para la promoción de estilos de vida saludable y sin tabaco. http://www.gorgas.gob.pa/SitioWebTabaco/Multimedia.htm

Se licitó la campaña para Prevención y Control del Tabaquismo en las Comarcas Indígenas. (Para inicio de ejecución).

Campaña Prevención y Control del Tabaquismo en Panamá para promover estilos de vida saludable, dirigida a población general. Se licitó hace 4 años y por problemas de litigio no ha podido ejecutarse. 

Se continúa con el  fortalecimiento del Programa Cazadores de Humo que se realiza en las escuelas básicas, con la Asociación Nacional contra el Cáncer y el Ministerio de Educación. 

Están pendiente de licitación:
1. Campaña orientada a la prevención del uso de dispositivos electrónicos administradores o no de nicotina y el consumo de tabaco en pipas de agua.

En trámite el contrato para la Campaña MINSA- Municipios para la protección de la contaminación ambiental con colillas, con el mensaje ""Cuida tú salud y la de tú ambiente"" No fumes. 


•	Se ha efectuado un seguimiento y evaluación periódicos de los programas de educación, comunicación y formación. 

En estos momentos los procesos de evaluación no son sistemáticos, en la actualización del plan quinquenal de control de tabaco se incluyó  este aspecto como una de las prioridades a la que la Comisión Nacional de Control de Tabaco hará seguimiento.

El 22 de octubre de 2017, en el marco de la Conmemoración del Día Nacional de No Fumar se realizó la Carrera Caminata a Todo Pulmón en la que participaron personal de salud, educación, estudiantes y público en general. Esta carrera se acompaño de una feria de salud y presentaciones artísticas con mensajes alusivos a no fumar. Hubo premios individuales por categorías de edad y a colegios e incentivos para la asignación de premios a quienes respondieran vía redes sociales, favorablemente preguntas de control de tabaquismo.  Lo recaudado en la actividad fue asignado a la Asociación Nacional de Familiares y Amigos de Personas con Esquizofrenia y otras enfermedades mentales. http://www.gorgas.gob.pa/SitioWebTabaco/Documentos.htm

La Coalición Panameña contra el Tabaquismo (COPACET) ha diseñado un video cuento dirigido a población escolar donde se orienta sobre los daños a la salud del uso de productos de tabaco y de la exposición al humo de este. El mismo cuenta con el aval del Ministerio de Educación para ser utilizado como material educativo en las escuelas del país. El MINSA mediante los fondos de tabaco esta realizando una reproducción masiva  de este material. http://www.gorgas.gob.pa/SitioWebTabaco/Multimedia.htm","Se han aplicado las siguientes medidas para aplicar las recomendaciones de las Directrices: 

•	Infraestructura para apoyar la educación, la comunicación y la formación:
El Ministerio de Salud cuenta desde el año 1996 con las Unidades Docentes en los tres niveles administrativos que lo integran, nivel local, regional y nacional y se conocen como UDL, UDR y UDN. En el caso de la UDL, las mismas están integradas por funcionarios de las instalaciones de la red ambulatoria sean centros de salud, policentros o MINSA Capsi. La UDR está integrada por el conjunto de coordinadores regionales que ejercen una función técnico – administrativa y la UDN por representantes de las Direcciones Nacionales del MINSA. Cada unidad cuenta con un coordinador y su función es garantizar los procesos de educación y/o capacitación continua del personal de salud.

Adicionalmente, a nivel nacional se cuenta con la Dirección de Promoción de la Salud y cada región tiene un coordinador regional de promoción de la salud. Estas unidades son responsables del proceso de sensibilización y capacitación en salud de la población y otros actores sociales que por el rol que desempeñan requieren ser sumados al proceso de construcción social de la salud, en este caso específico en los temas relativos al control de tabaco y de las enfermedades asociadas a su consumo y/o a la exposición al humo de este.

•	Plan de acción para la ejecución de dichas actividades se enmarca dentro de un amplio programa de control del tabaco en su país.

El país cuenta con un plan quinquenal de control de tabaco que tiene un componente de promoción de la salud orientado a una vida sin tabaco y otro componente  de capacitación y educación continua del personal de salud. Los planes operativos anuales se enmarcan en este Plan Nacional.

Cada año las 15 regiones de salud levantan su plan de promoción de la salud y su plan de docencia. Ambos planes reciben recursos de los fondos que ingresan al MINSA producto del impuesto selectivo al consumo de tabaco. Solo se asignan recursos confrontados a un plan que es previamente  revisado y aprobado a nivel central y se vigila su cumplimiento.

De la misma manera, se elaboran y ejecutan planes operativos anuales de la UDN y de la Dirección de Promoción de la Salud para atender temas prioritarios dirigidos a la población general, a personal de otras instituciones y a personal de salud, estos planes son financiados de igual forma.

En diciembre de 2016, se estará realizando el II Congreso Mundial de Tabaco y Enfermedades Crónicas No Transmisibles.

Para el año 2016, se cuenta con recursos financieros para la ejecución del Programa de Capacitación para el Control del Tabaquismo y Enfermedades Crónicas Asociadas al Consumo de Tabaco en el marco del fortalecimiento del equipo de salud del primer nivel de atención y del Programa Mi Salud Primero (programa imperdonable del Sr. Presidente Juan Carlos Varela)

•	Se mantiene un sitio web sobre educación, comunicación y formación, por ejemplo para difundir logros ejemplares
Las páginas web del MINSA y del ICGES mantienen información recopilada en investigaciones que incluyen información sobre los avances de Panamá en control de tabaco, situación del tabaquismo en el país. En estos momentos se trabaja en un Observatorio de Tabaco, que será alojado en la página web del ICGES y en el que se incluirán las bases de datos o los links para acceder a ellas, así como el marco legal nacional, los informes de estudios y otra documentación pertinente. Se espera contar con este observatorio a finales del III trimestre del año 2016.

•	En los dos últimos años ha habido en su país una campaña en los medios de comunicación contra el tabaco

Se han realizado durante los últimos 2 años conferencias de prensa, intervenciones capacitantes en radio, televisión y notas de periódico. 

Se licitaron 4 campañas a saber: 
1. Producción de material audiovisual sobre vida saludable y las consecuencias y enfermedades producto del consumo de tabaco. (Para inicio de ejecución)
2. Producción y pauta de cuñas radiales para la promoción de estilos de vida saludable y sin tabaco. (Para inicio de ejecución)
3. Prevención y Control del Tabaquismo en las Comarcas Indígenas. (Para inicio de ejecución).
4. Prevención y Control del Tabaquismo en Panamá para promover estilos de vida saludable, dirigida a población general. Se licitó hace 2 años y por problemas de litigio no ha podido ejecutarse. Se espera resolver esta situación antes de que culmine el I cuatrimestre del 2016 y volver a levantar el acto público.

2015. El MINSA participó con un stand en el Festival de la Juventud: Z- Generation para promover la salud sin tabaco. (música, arte, baile y otras actividades propias de la juventud)

Asignación de recursos a nivel regional para el fortalecimiento del Programa Cazadores de Humo que se realiza en las escuelas básicas, con la Asociación Nacional contra el Cáncer y el Ministerio de Educación, este fortalecimiento inicial se hará en 5 regiones de salud.

Están pendiente de licitación:
1. Campaña orientada a la prevención del uso de dispositivos electrónicos administradores o no de nicotina y el consumo de tabaco en pipas de agua.
2. Campaña MINSA- Municipios para la protección de la contaminación ambiental con colillas, con el mensaje ""Cuida tú salud y la de tú ambiente"" No fumes. 


•	Se ha efectuado un seguimiento y evaluación periódicos de los programas de educación, comunicación y formación. 

En estos momentos los procesos de evaluación no son sistemáticos, en la actualización del plan quinquenal de control de tabaco se incluyó  este aspecto como una de las prioridades a la que la Comisión Nacional para el Estudio del Tabaquismo hará seguimiento.","Indicator not used","WHO Region of the Americas"
"122","Papua New Guinea","It is essentially important to conduct education to Decision Makers and Administrators including Politicians.  Once resources are available, this should be organised.","Answer not provided","Indicator not used","WHO Western Pacific Region"
"123","Paraguay","Ninguno.","Ninguno.","Indicator not used","WHO Region of the Americas"
"124","Peru","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"125","Philippines","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"126","Poland","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"127","Portugal","The Portuguese tobacco law has a specific article regarding health education. According to this article, smoking prevention should be part of the curriculum of the basic and secondary levels of teaching.  In order to ensure the implementation of projects and other initiativesof smoking prevention at regional level a coordinating mechanism of regional focal points was established and is fully operational. 
In order to expand the dissemination of smoking prevention information the Ministry of health is signing co-operation protocols with representatives of civil societ
A campaing of smoking prevention in women is under preparation in co-operation with a Audio-Visual Training School. The creative ideia was developed by the students (millenials).
Training on smoking prevention and treatment for health professionals and teachers is taking place at regional level every year.","The Portuguese tobacco law has a specific article regarding health education. According to this article, smoking prevention should be part of the curriculum of the basic and secondary levels of teaching. National Programme for Smoking Prevention and tobacco control launched several heath education  materials and a national campaign (television, radio, facebook, cinemas) about protection of children from ETS exposure.  A coordinating mechanism of regional focal points with definition of  its role, in order to ensure plans and programmes at regional level of smoking prevention is established and fully operational. Training on smoking prevention and treatment for health professionals and teachers is taking place at regional level every year.","Indicator not used","WHO European Region"
"128","Qatar","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"130","Republic of Moldova","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"131","Romania","Report not provided","Report not provided","Indicator not used","WHO European Region"
"132","Russian Federation","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Indicator not used","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"135","Saint Lucia","The TCWG is in the process of developing national plan of action to include public awareness.","Answer not provided","Indicator not used","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Indicator not used","WHO Region of the Americas"
"137","Samoa","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"138","San Marino","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"139","Sao Tome and Principe","Answer not provided","Report not provided","Indicator not used","WHO African Region"
"140","Saudi Arabia","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"141","Senegal","Le PNLT a élaboré des documents et supports de communication en direction des forces de défense et de sécurité et du Comité national de lutte contre le Tabac (CNLT) à travers le manuel de fonctionnement des commissions.","Answer not provided","Indicator not used","WHO African Region"
"142","Serbia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"143","Seychelles","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"144","Sierra Leone","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"145","Singapore","Nil.","Nil.","Indicator not used","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"147","Slovenia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"148","Solomon Islands","Answer not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"149","South Africa","The health promotion programme facilitates and implements awareness , education and training at different levels. Environmental health officers ensure compliance of regulations and legislation. Various integrated health promotion strategies and media are used, e.g   community interactions, educational sessions, promotional activities, print media and radio.","The health promotion programme facilitates and implements awareness , education and training at different levels. Environmental health officers ensure compliance of regulations and legislation. Various integrated health promotion strategies and media are used, e.g   community interactions, educational sessions, promotional activities, print media and radio.","Indicator not used","WHO African Region"
"150","Spain","Los planes y estrategias en todo el territorio español, se diseñan, se elaboran y se llevan a cabo siguiendo la directriz de desarrollo del artículo 12, poniendo actualmente el énfasis en la gestión de infraestructuras, en la coordinación y en la evaluación de su eficacia e implantación de buenas prácticas.","Los planes y estrategias en todo el territorio español, se diseñan, se elaboran y se llevan a cabo siguiendo la directriz de desarrollo del artículo 12, poniendo actualmente el énfasis en la gestión de infraestructuras, en la coordinación y en la evaluación de su eficacia e implantación de buenas prácticas.","Indicator not used","WHO European Region"
"151","Sri Lanka","Answer not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"152","Sudan","رسلت الوعي الصحي للمجتمع بمخاطر استعمال التبغ","Report not provided","Indicator not used","WHO Eastern Mediterranean Region"
"153","Suriname","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"154","Swaziland","Report not provided","Tobacco has been included in the NCD Policy 2016 – 2020 as well as the NCD Strategic Plan 2016 – 2020 as part of NCDs and not as a stand alone policy.","Indicator not used","WHO African Region"
"155","Sweden","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"156","Syrian Arab Republic","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Indicator not used","WHO European Region"
"158","Thailand","Ministry of Public Health, Department of Disease Control in collaboration with Ministry of Education and Tobacco Control Network for development Smoke - free school policy and collaborated tobacco control network activities and campaign as follows: 1. To implement smoke-free schools and disseminated to participated school Such as Primary school, Secondary school and Special education school in office of the basic education commission. 2. To provide training and encourage participation among education officer, youth, children and health professional personnel.    3. To establish social networks to campaign for prevention of smoking initiation and elimination the access to tobacco products especially new tobacco product with types and favors which the tobacco industry introduces in youth and children.","Answer not provided","Indicator not used","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"160","Timor-Leste","Answer not provided","Report not provided","Indicator not used","WHO South-East Asia Region"
"161","Togo","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"162","Tonga","Report not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"163","Trinidad and Tobago","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"164","Tunisia","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"165","Turkey","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"166","Turkmenistan","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"168","Uganda","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"169","Ukraine","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"170","United Arab Emirates","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Answer not provided","Report not provided","WHO European Region"
"172","United Republic of Tanzania","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"173","Uruguay","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"175","Vanuatu","Report not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Indicator not used","WHO Region of the Americas"
"177","Viet Nam","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"178","Yemen","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"179","Zambia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"180","Zimbabwe","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
