"General Trade","Article 5","Article 6","Article 8","Article 11","Article 13"
"Women's rights","-0.12 ","0.73 ","0.39 ","-0.84 ","2.27 *"
"","(0.44)","(0.53)","(0.43)","(1.11)","(1.38)"
"Population","0.16 ","0.34 ","0.09 ","0.17 ","0.13 "
"","(0.19)","(0.23)","(0.18)","(0.48)","(0.59)"
"Eastern Mediterranean","0.34 ","-0.73 ","0.88 ","-3.09 *","2.22 "
"","(0.70)","(0.84)","(0.68)","(1.76)","(2.18)"
"European","0.35 ","-0.21 ","-0.27 ","-0.44 ","1.53 "
"","(0.45)","(0.54)","(0.44)","(1.14)","(1.42)"
"African","0.32 ","-0.53 ","-0.43 ","-2.09 *","1.43 "
"","(0.42)","(0.50)","(0.41)","(1.08)","(1.35)"
"Western Pacific","0.52 ","-0.31 ","0.12 ","-1.85 ","2.83 *"
"","(0.50)","(0.61)","(0.49)","(1.27)","(1.58)"
"South-East Asia","0.23 ","0.20 ","-0.12 ","-2.03 ","1.33 "
"","(0.66)","(0.79)","(0.64)","(1.65)","(2.05)"
"(Intercept)","2.15 ","-2.26 ","1.30 ","5.15 ","-0.00 "
"","(1.36)","(1.63)","(1.31)","(3.43)","(4.24)"
"Bloomberg Amount","-0.08 ","-0.08 ","-0.12 ","-0.03 ","0.19 "
"","(0.20)","(0.24)","(0.20)","(0.51)","(0.63)"
"N","143","143","143","143","143"
"Pseudo R2","0.04","0.10","0.07","0.05","0.04"
Standard Errors in parenthesis. Signif. codes: 0.01: '***' 0.05: '**' 0.10 '*'
