"","Party","2014","2012","2010"
"37","Costa Rica","Ley con 1 año y 11 meses de vigencia (22 marzo 2012). El Ministerio de Salud es la institución designada para su cumplimiento. Además se crearon dos Reglamentos. el Reglamento de la Ley General de Control de Tabaco y en el 2013 se decreta el Reglamento de Etiquetado de los Productos de Tabaco y sus Derivados. Ese mismo año se crea el Programa de Control de Tabaco en el Ministerio de Salud. que vela por el cumplimiento de la ley.","Se cuenta con un Proyecto de Ley aprobado en 1er debate y que se vota hoy por la tarde en 2do debeate. Adem+ás un Plan de Trabajo interno en el Ministerio de Salud para la aplicación de la Ley que incluye los Reglamentos necesarios. Además la coordionación interinstitucional para la aplicación de la Ley.","Answer/report not provided"
"38","Côte d'Ivoire","- Elaboration d’un document de politique et de plan stratégique 2014-2016 de lutte antitabac ;
- élaboration et mise en œuvre de plans d’action opérationnels 2013 et 2014 ;
- prise du décret n°2012-980 du 10 octobre 2012 portant interdiction de fumer dans les lieux publics et les transports en commun ;
- signature du protocole pour éliminer le commerce illicite des produits du tabac ;
- renforcement des capacités opérationnelles de la Direction de coordination du PNLTA.","Dans le cadre des activités du Programme National de Lutte contre le Tabagisme et les autres Addictions (PNLTA) des plans dactions opérationnels sont élaborés chaque année en matière de lutte antitabac. De plus un draft de plan stratégique et de document de politique a été élaboré avec des partenaires pour la santé des populations et est en attente dêtre validé et adopté. Il est à noter enfin que le PNLTA bénéficie dun budget de fonctionnement de la part de lEtat mais ce budget apparait largement insuffisant pour la mise en œuvre des différents plans daction élaborés.","Answer/report not provided"
"39","Croatia","In the latest Strategic Development Plan for Public Health in Croatia 2013.-2015. and Action Plan to Strengthen Tobacco Control for the Period 2013-2016. Croatia has recognized the need for continuous work on multidisciplinary approach to health promotion and disease prevention starting from the earliest age. Development and implementation of comprehensive multisectoral national tobacco-control strategies plans and programmes has been emphasized in order to strengthen tobacco control. The national coordinating mechanism for tobacco control has been established.","Answer/report not provided","Answer/report not provided"
"40","Cyprus","The council of ministers signed the National Strategy for the Tobacco Control on the 18/07/2012. The National Committee for Tobacco Control was established under the National Strategy and its members were appointed by the Minister of Health. The Ministry of Health has proposed an amendment of the national legislation for tobacco control mainly for the enforcement of article 8 of the Convention. Furthermore the EU Directive on tobacco control is also amended and will also be included in the National legislation.","Amendments in smoke free legislation resulted in total ban in all enclosed public places including those of the hospitality industry from January 2010.","Amendments in smoke free legislation resulted in total ban in all enclosed public places including those of the hospitality industry from January 2010."
"41","Czech Republic","Please see answer 3.1.1.5 above.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Some articles included in the Law on Tobacco Control was revised and replenished on Nov 20. 2012.
Interventions for tobacco control were more actively made through several occasions including multisectoral conference for tobacco control held in May 2013 and the workshop of the officers working in relevant fields for tobacco control held in July 2013.
In March 2014. the workshop of the educational/health workers for tobacco control was held. which the interventions were discussed to encourage the educational/health workers play the key role in tobacco control and to thoroughly prohibit smoking in the educational facilities ad at the hospitals.
And in April 2014. multisectoral conference for tobacco control was held. which discussed on more strengthened tobacco control through the collaboration of the different sectors.
The “World No Tobacco Day” activities conducted on 31 May. 2013 and on the same date in 2014 contributed to make the social environment for stop smoking and to encourage the desire of the general public for stop smoking.","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","National objectives for daily smoking prevalence have been developed. The target to reach is 11 percent of daily smoking in 2024. The Danish Health and Medicines Authority has developed “Health Promotion Packages on Tobacco” giving the municipalities guidelines and recommendations for local tobacco control efforts.
In 2011 the Government and the majority of the political parties of the Parliament have earmarked new funds for 2012-2015 (16 million DKK) to prevention measures aimed at preventing smoking among young people and to the launch of a national strategy to combat smoking among young people. In 2013 the Government ensured funds for 2014-2017 (42 million DKK) to help heavy smokers to quit smoking.","Denmark has changed government in September 2011. This has has some implications concernings disease prevention and health promotion in general. The Minister of Health has announced that national objectives for the next 10 years should be developed and decided - and this will also imply clear objectives and goals for tobacco control. The Ministry of Health are developing recommandations Prevention Packages for the municipality to be introduced before summer 2012. This will alse include tobacco.","Answer/report not provided"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","El Proyecto de Prevención y Control del Tabaquismo en el Ecuador 2011 – 2014 aprobado por la Secretaría Nacional de Planificación y Desarrollo –SENPLADES y el Ministerio Coordinador de Desarrollo Social a partir del año 2013 pasa a ser un componente del Proyecto de Promoción de la Salud. el mismo que cuenta con financiamiento hasta el año 2016.
La Guía de Monitoreo y Control de la aplicación de la Ley Orgánica para la Regulación y Control del Tabaco. elaborada por el Equipo Técnico Nacional de Control de Tabaco se constituye en Norma Técnica para el control del tabaco en el país.","El Ministerio de Salud Pública en estos últimos años ha fortalecido las acciones de Control del Tabaquismo mediante la implantación del Plan Nacional de Prevención y Control del Tabaquismo a partir del año 2008 en el cual entre otras estrategias se planteó la creación de una Unidad Técnica para el Control de Tabaco.
En el año 2011 se aprueba por parte de la Secreataria Nacional de Planificación y Desarrolló SENPLADES y del Ministerio Coordinador de Desarrollo Social el Proyecto de Prevención y Control del Tabaquismo en el Ecuador 2011 - 2014 en el cual consta lacontratación de personal especializado para la Unidad Técnica de Control del Tabaquismo constando el presupuesto correspondiente para este fin.
En la actualidad ya no solo es el Punto Focal de Control de Tabaco el que desarrolla actividades relacionadas con el tema del tabaquismo sino que es un equipo multidisciplinario el encargado de cumplir el Plan y el Proyecto señalados","Answer/report not provided"
"47","Egypt","There is a focal point in each governorate (27) to lead the unit of tobacco control. each focal point has an assistant and 2 sanitarians to implement the national tobacco control plan in all governorates.","Adhere to the policies of six of the Convention and work on the development of MPOWER","Act No. 154 of 2007 to establish a specialized department in the Ministry of Health the task of putting tobacco control strategies as well as coordination between the various parties and monitor the performance of the tobacco companies as the unit was set up for tobacco control in each province tracking technical management of anti-smoking and has been the establishment of a Ministerial Decree Status management in the organizational structure of the Ministry. The Ministry of Health established 3 coalitions of NGOs working in tobacco control for the work of a united front against tobacco companies."
"48","El Salvador","Este es el primer informe que el país presenta a la OPS. En junio de 2011 fue aprobada la ley especial para el control del tabaco que recoge mucho de los elementos constituyentes del Convenio Marco; además el FOSALUD ha liderado la formulación del reglamento para la aplicación de esa ley. estando pendiente su aprobación final en la Presidencia de la República. FOSALUD y MINSAL han conformado la Unidad de Alcohol y Tabaco referida en el numeral anterior. han trabajado los lineamientos para la atención sanitaria relativa a la cesación del consumo de tabaco; el FOSALUD ha implementado una estrategia de comunicación sobre los efectos nocivos del tabaco en la salud dirigida a la población de adolescentes y jóvenes. profesionales de la salud y público en general; FOSALUD ha abierto el servicio de atención biopsicosocial para la cesación del tabaco y del alcohol en cuatro centros con cobertura a nivel nacional. La inversión en los programas de prevención y cesación del FOSALUD creció 3 veces desde 2010 a la fecha.  FOSALUD y MINSAL han socializado la Ley para el control del tabaco y el convenio marco para el control del tabaco a empresarios. estudiantes de los niveles de educación media y superior y al personal de ambas instituciones. Asimismo. se han coordinado esfuerzos interinstitucionales con la Policía Nacional Civil. Instituto Salvadoreño del Seguro Social. Ministerio de  Hacienda. así como ONG´s trabajando en salud y desarrollo.","Answer/report not provided","Answer/report not provided"
"49","Estonia","2011 we started review of current tobacco policy and the Tobacco Policy Green Book was approved by government 31th of January 2014.","2011 we started review of current tobacco policy and tobacco policy green book will be presented to government in the end of 2012","Answer/report not provided"
"50","European Union","The EU Commission discusses matters of tobacco control regularly within the different departments of the EU Commission as well as with the EU Member States. This is partly done in formal contacts and partly in an informal ad-how manner. 
On the basis of the existing co-ordination and as regards smoke-free environments a network of national focal points has been put in place in order to exchange best practice and work on common indicators across the EU.","As regards smoke-free environments a network of national focal points has been put in place in order to exchange best practice and work on common indicators.","As regards smoke-free environments a network of national focal points has been put in place in order to exchange best practice and work on common indicators."
"51","Fiji","Answer/report not provided","Fiji has strengthened its regulatory framework concerning tobacco control by adopting the Tobacco Control Decree 2010 (published in the Government Gazette on 13 December 2010) which repeals and replaces the Tobacco Control Act 1998 and some sections of the accompanying Tobacco Control Regulations 2000. Remaining sections of the 2000 regulations will only be replaced when the respective regulations are drawn up to provide guidance for the implementation of the Tobacco Control Decree 2010. 
The adoption of the 2010 Decree has made a great contribution to the alignment of Fijis tobacco control regulatory framework with the requirements of the WHO FCTC. 
The Tobacco Control Decree 2010 came into effect on 13 December 2010.","Answer/report not provided"
"52","Finland","Revised Tobacco Act came into force in Finland 2010. The aim of the Act is to end to use of tobacco products containing compounds that are toxic to humans and create addiction. 
Tobacco Act (693/1976) in English:
http://www.finlex.fi/en/laki/kaannokset/1976/en19760693.pdf
All the other articles of the Act have already come into force only the sale of tobacco products from vending machines will be forbidden from the beginning 2015.
National Action plan for tobacco control is under preparation.
In 2013 Finland participated actively in the negotiations of EU Tobacco Products Directive which will be formally adopted in May 2014. Once the directive is adopted member states will have two years to transpose the new rules into national law.This means that Tobacco Act will be revised during next two years.","The new Tobacco Act came into force in Finland on 1 October 2010. The aim of this Act is to end the use of tobacco products containing compounds that are toxic to humans and create addiction. Finland is the first country to lay down the aim of putting an end to smoking in law. The Act provides a starting point for a more comprehensive tobacco control strategy. 
The Act restricts the marketing and supply of tobacco products especially in the everyday life of children. Not only shops but also private persons may not sell or supply tobacco products to persons under 18. Even selling one cigarette or fetching a packet of cigarettes from a shop to a minor person should be interpreted as a tobacco selling violation for which the person can be fined or sentenced to prison for a maximum of six months. It is also forbidden to offer tobacco without payment to minor persons but this is not punishable however. People under 18 are forbidden to import and possess tobacco products. A fine can be imposed on import of tobacco products but possession is not punishable under the law. Also sellers of tobacco products must be aged at least 18 years.
In addition there is a total ban on the sale of snuff in Finland as the ban on import and sale will be extended to also apply to private persons. Ordering snuff e.g. via the Internet is also forbidden. A maximum of 30 packets each containing 50 grams snuff may however be imported for ones own use. It is forbidden to import snuff as a gift.
The prohibitions against smoking were extended e.g. in facilities used by children and young people the joint facilities of apartment house companies events organized outdoors and hotel rooms. 
Since 1st January 2012 tobacco products or their trademarks may not be displayed in retail sale facilities. Customers can at their request be shown a catalogue or be given a printed list of the prices of the tobacco products on sale. Furthermore the sale of tobacco products from vending machines is forbidden from the beginning of 2015. The Medicines Act is amended to the effect that nicotine preparations can be sold besides in shops kiosks and gas stations also in restaurants. 
New Tobacco Act (693/1976) in English:
http://www.finlex.fi/en/laki/kaannokset/1976/en19760693.pdf
At the moment comprehensive strategy (action plan) for tobacco control is under preparation. For youth there is a strategy 2010-2013 Promotion of non-smking among children and young people - our joint responsibility
In adddition there are goals and measures inscribed in other national health promotion programmes such as: Government Resolution on the Health 2015 Programme Government Policy Programme on Health Promotion and National Development Programme for Social Welfare and Health Care (Kaste) 2012-2015","The National tobacco control strategy is currently being discussed and reformulated. The guiding process for the reformulation is the amendment to the Tobacco Act (Government Bill 180/2009) which is currently debated in the national Parliament. The Government proposes changing the aim of the Act so that it will be to stop the use of tobacco products. The current formulation of the aim is to reduce tobacco smoking and to prevent its dangers and harms to health. This formulation of the object would provide a starting point for a more comprehensive tobacco control strategy.
At the moment there is no comprehensive multisectoral strategy document exclusively for tobacco control. However there are goals and measures inscribed in other national health promotion programmes such as: Government Resolution on the Health 2015 Programme Government Policy Programme on Health Promotion National Development Programme for Social Welfare and Health Care (Kaste) 2008-2011 and Action Plan to Reduce Health Inequalities 2008-2011. 
Health promotion programmes:
The Government Resolution on the Health 2015 http://www.terveys2015.fi/english.html http://www.terveys2015.fi/images/health2015.pdf
POLICY PROGRAMME FOR HEALTH PROMOTION http://www.vn.fi/toiminta/politiikkaohjelmat/terveys/ohjelman-sisaeltoe/en.pdf
National Development Programme for Social Welfare and Health Care (Kaste) http://www.stm.fi/en/strategies_and_programmes/kaste
National action plan to reduce health inequalities 2008-2011 http://www.stm.fi/c/document_library/get_file?folderId=39503&name=DLFE-6406.pdf"
"53","France","Answer/report not provided","- Les avertissements sanitaires graphiques sur les emballages des produits du tabac sont obligatoires depuis le 21 avril 2011 pour les cigarettes et depuis le le 21 avril 2012 pour les autres produits du tabac conformément à larrêté du 15 avril 2010 (les avertissements devant être utilisés sont ceux de la bibliothèque dimages de la Commission européenne). 
http://www.legifrance.gouv.fr/jopdf/common/jo_pdf.jsp?numJO=0&dateJO=20100420&numTexte=38&pageDebut=07323&pageFin=07326
- Renforcement de la politique daide au sevrage tabagique : depuis septembre 2011 le forfait de prise en charge des substituts nicotiniques a été multiplié par 3 pour les femmes enceintes (passant de 50 à 150 euros). Cette mesure était prévue dans le Plan cancer 2009-2013 qui prévoit également un triplement du forfait pour les bénéficiaires de la couverture maladie universelle complémentaire (mesure restant à mettre en œuvre).
Les ministres de la santé et de lintérieur ont signé le 10 août 2011 une circulaire dapplication des dispositions de la loi du 21 juillet 2009 (Loi n 2009-879 portant réforme de lhopital et relative aux patients à la santé et aux territoires) en matière de lutte contre le tabagisme. Cette circulaire qui a été adressée aux préfets et aux directeurs des agences régionales de santé rappelle et explicite les mesures d interdiction posées par la loi (interdiction de vente aux mineurs interdiction des cigarettes aromatisées interdiction possible dimplantation de lieux de vente de tabac dans des zones protégées définies par arrêté préfectoral interdiction de vente du tabac dans les galeries marchandes dhyper et supermarchés des départements doutre-mer). Cette circulaire précise également les modalités de contrôle de linterdiction de fumer (voir détails au 3.2.2.5).","Plan national lancé le 2 novembre 209 le plan cancer 2009-2013 inclut des mesures de lutte contre le tabac qui en constituent un axe fort. Sont ainsi prévus la réduction de lattractivité des produits du tabac (notamment la mise en place des avertissements graphiques) ; le renforcement de la politique daide au sevrage tabagique avec notamment le développement de laccès aux substituts nicotiniques pour les femmes enceintes et les personnes bénéficiaires de la couverture médicale universelle complémentaire ; la publication plus régulière de données sur la consommation de tabac pour mieux suivre lévolution et réagir plus rapidement…."
"54","Gabon","Durant les 2 dernières années le Gabon s’est doté d’une loi antitabac qui a été promulguée le 21 août 2013. En plus le Gabon a reçu du Secrétariat de la Convention Cadre de l’OMS pour la Lutte antitabac un financement pour l’évaluation des besoins et des progrès accomplis dans la lutte antitabac cette évaluation a été menée en juillet 2013 par une équipe d’experts venus de Genève.","Le Ministère de la Santé a élaboré des mesures législatives et autres textes dapplication relatifs à la convention-cadre de lOMS pour la lutte antitabac qui sont encore à létude auprès dautres ministères impliqués","Answer/report not provided"
"55","Gambia","THERE IS MULTI SECTORAL WORKING GROUP THAT MEET AT MOST QUATERLY TO DISCUSS ISSUES ON TC","Answer/report not provided","Answer/report not provided"
"56","Georgia","There is a working group established under the National Tobacco Control Committee main objective of which was to elaborate National Tobacco Control Strategy and Action Plan and amendments to several relevant laws. National Strategy and Action Plan were approved by the government in 2013 and Amendments to Laws are in the process to be presented to the Parliament for hearing. Each ministry has its focal point who participates in the regular meetings of the working group. In line with the National Tobacco Control Action Plan National Tobacco Control Programme was elaborated under the umbrella of National Health Promotion Program and relevant ministries are required to allocate the budget for the implementation of each component of the program.","Answer/report not provided","Answer/report not provided"
"57","Germany","In February 2012 the National Strategy on Drug and Addiction Policy was launched by the Federal Commissioner on Drugs tobacco control measures are a part of it. 
http://www.drogenbeauftragte.de/fileadmin/dateien-dba/Presse/Downloads/Nationale_Strategie_Druckfassung_EN.pdf","Answer/report not provided","Answer/report not provided"
"58","Ghana","Answer/report not provided","The Focal Point works in collaboration with other partners as Ghana Education Service (GHS) Civil Society Organizations Food and Drud Board Ghana Regulatory Authority (Customs Division) the Health Promotion Department of GHS the Health Research and Development Divisiosn of GHS among others to advance tobacco control activities.","No progress has been made since the last reporting. The idea was that the GHS focal point would have had a budget line by now."
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","A draft comprehensive tobacco control legislation have been developed and is before the legal department for drafting and ratification","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Se ha presentado la propuesta para la creación del Mecanismo Coordinador Nacional","Se han fortalecido las competencias del personal de salud así como las acciones para el monitoreo de los lugares establecidos en la ley como ambientes libres de humo de tabaco.","Answer/report not provided"
"62","Guyana","Answer/report not provided","The tobacco control focal point is the employed permanently at the Ministry of Health. The strategies and policies are guided by those outlined in the National Health Sector Strategy 2008-2012 and the draft Health Promotions Act. Money is provided in the National Budget for Tobacco Control for every fiscal year. 
The tobacco focal point is also the coordinator and secretary of the National Tobacco Control Council.The council meets quarterly to monitor all activities in tobacco control. There are representatives from all of the relevant Ministries International Organisations and Non- Governmental Organization. The Tobacco Company does not serve on this council.
 The focal point works in collaboration with the Health Promotions Advisors of the Pan American Health Organisation and the Health Promotions officer at the Ministry of Education and all other parties that are involved in Tobacco Control in Guyana.","The tobacco control focal point is the employed permanently at the Ministry of Health. The strategies and policies are guided by those outlined in the National Health Sector Strategy 2008-2012 and the draft Health Promotions Act. Money is provided in the National Budget for Tobacco Control for every fiscal year. 
The tobacco focal point is also the coordinator and secretary of the National Tobacco Control Council.The council meets quarterly to monitor all activities in tobacco control. There are representatives from all of the relevant Ministries International Organisations and Non- Governmental Organization. The Tobacco Company does not serve on this council.
 The focal point works in collaboration with the Health Promotions Advisors of the Pan American Health Organisation and the Health Promotions officer at the Ministry of Education and all other parties that are involved in Tobacco Control in Guyana."
"63","Honduras","Se ha logrado implementar lugares abiertos y cerrados públicos y privados libres de tabaco a nivel nacional de acuerdo al Artículo 26 de la Ley Especial para el Control del Tabaco LECT y su Reglamentación","Al entrar en vigencia la Ley Especial Control del Tabaco 21 de febrero 2011 se a socializado y legislado a traves de CONAPROCTA desde el 21 de agosto 2010 cuando se publico en el Diario oficial de La Gaceta la Ley por medio de esta coordiancion se a logrado la implementacion estrategica de dos mesas encargadas de socializar y legislar.
En las acciones de socializacion se llevaron a cabo reuniones de trabajo para coordinar presencia en centros comerciales capacitacion y sensibilizacion a la industria hotelera restauranteros universidades escuelas y colegios elaboracion y creacion de camapañas publicitarias a medios de comunicación escritos televisios radiales produccion materiales especializados a traves de multimedia para prevencion del consumo de productos de tabaco creacion de materiales para la distribucion sobre la prevencion y consecuencia del tabaco movilizaciones estudiantiles en actividades culturales y artisticas elaboracion campaña navideña campaña entrada en vigencia de la Ley Especial para el control del tabaco.
En las acciones de legislacion se llevaron a cabo la participacion de IHADFA CONAPROCTA y sociedad civil elaboracion reglamento Ley Especial Control del Tabaco fortalecimiento unidad de inspectores departamento legal del IHADFA para vigilar el cumplimiento de la Ley Especial Control del Tabaco.","Al entrar en vigencia la Ley Especial Control del Tabaco 21 de febrero 2011 se a socializado y legislado a traves de CONAPROCTA desde el 21 de agosto 2010 cuando se publico en el Diario oficial de La Gaceta la Ley por medio de esta coordiancion se a logrado la implementacion estrategica de dos mesas encargadas de socializar y legislar.
En las acciones de socializacion se llevaron a cabo reuniones de trabajo para coordinar presencia en centros comerciales capacitacion y sensibilizacion a la industria hotelera restauranteros universidades escuelas y colegios elaboracion y creacion de camapañas publicitarias a medios de comunicación escritos televisios radiales produccion materiales especializados a traves de multimedia para prevencion del consumo de productos de tabaco creacion de materiales para la distribucion sobre la prevencion y consecuencia del tabaco movilizaciones estudiantiles en actividades culturales y artisticas elaboracion campaña navideña campaña entrada en vigencia de la Ley Especial para el control del tabaco.
En las acciones de legislacion se llevaron a cabo la participacion de IHADFA CONAPROCTA y sociedad civil elaboracion reglamento Ley Especial Control del Tabaco fortalecimiento unidad de inspectores departamento legal del IHADFA para vigilar el cumplimiento de la Ley Especial Control del Tabaco."
"64","Hungary","From 1st January 2013. according to the Act XLII of 1999 on the Protection of Non-Smokers and Certain Regulations on the Consumption and Distribution of Tobacco Products smoking is prohibited in rooms of public institutions that are open to the public and warnings combined with pictures and illustrations were introduced.
From 1 September 2012 cigarettes can be produced only with combined warnings and from 1 January 2013. cigarettes can be marketed only with combined warnings. Controls and polls of the amendments shows. that the social supporting of the modification is high. 85 %. The compliance of the act is also adequate. 
From 1st January 2013. according to the Act XLII of 1999 on the Protection of Non-Smokers and Certain Regulations on the Consumption and Distribution of Tobacco Products smoking is prohibited in rooms of public institutions that are open to the public and warnings combined with pictures and illustrations were introduced.","Important steps had been made in the field of tobacco control in the reporting period from which the amendment of our smokefree law should be underlined which introduces the restriction of the smoking bans and pictorial health warnings.","With the aim of supporting the decision making related to tobacco control following activities have been performed:
- Preparing the modification of Act XLII of 1999 on the Protection of Non-Smokers and Certain Regulations on the Consumption and Distribution of Tobacco Products:
- Examination of the effects of the possible modification of Act XLII of 1999 and cost-effect estimation with the consideration of the recommended arrangements and international experiences.
- Survey regarding the target population and the introduction of pictorial health warnings as part of the Act modification. 
- The Hungarian translation of the FCTC guidelines are available on the website of the National Institute for Health Development: http://color.oefi.hu/aktualis.htm
 - Guidelines for implementation of Article 8 Guidelines on protection from exposure to tobacco smoke 
 - Guidelines for implementation of Article 5.3 of the WHO Framework Convention on Tobacco Control on the protection of public health policies with respect to tobacco control from commercial and other vested interests of the tobacco industry 
 - Guidelines for implementation of Article 11 of the WHO Framework Convention on Tobacco Control (Packaging and labelling of tobacco products) 
 - Guidelines for implementation of Article 13 of the WHO Framework Convention on Tobacco Control (Tobacco advertising promotion and sponsorship)."
"65","Iceland","Ministry of Welfare Directorate of Health along with other stakeholders are currently preparing a public policy in tobacco control","Ministry of Welfare has announced and is currently preparing to make public policy in tobacco control.","Answer/report not provided"
"66","India","Government of India launched the National Tobacco Control Programme (NTCP) in the year 2007-08. with the aim to (i) create awareness about the harmful effects of tobacco consumption. (ii) reduce the production and supply of tobacco products. (iii) ensure effective implementation of the provisions  under the tobacco control Act of India. and (iv) help the people quit tobacco use through Tobacco Cessation Centres.  

The coverage of National Tobacco Control Programme (NTCP) shall be upscaled to cover all the states and districts in the 12th Five Year plan.  

A. National Tobacco Control Cell
The National Tobacco Control Cell (NTCC) under the Ministry of Health & Family Welfare is responsible for overall policy formulation. planning. monitoring and evaluation of the different activities envisaged under the programme. The National cell shall be supported by 8 consultants. who will be hired under the programme.
2. Major Components and activities: 
Public awareness/mass media campaigns for awareness building and behavioral change. 
Establishment of tobacco product testing laboratories.
Setting up a National Tobacco Regulatory Authority (NTRA).
Advocacy and inter-sectoral linkages and Research
Monitoring and evaluation including Global Adult Tobacco Survey (GATS)/ Global Youth Tobacco Survey (GYTS).
Expansion of cessation facilities and Setting up National Tobacco Quit-line and helpline.
Setting up Online reporting mechanism
B. State Tobacco Control Cell
The State Tobacco Control Cell (STCC) will be headed by a State Nodal Officer. who is a Senior Officer from State Department of Health preferably on a full time basis. to look after all the NCD programmes. 
Major Activities of State Tobacco Control Cell (STCC): 
Training of multiple stakeholders for tobacco control through state level advocacy  workshops/sensitization programmes. 
Integrating Tobacco Control with other health programmes/activities.Incorporating Tobacco Control in the state level IEC campaign 
Mobility support to strengthen monitoring and enforcement of COTPA.
C.District Tobacco Control Cell (DTCC)
Every identified district shall have a District Tobacco Control Cell (DTCC). The District Tobacco Control Cell is responsible for overall planning. implementation. and monitoring of the different activities and achievement of physical and financial targets under the programme at the district level.  
Training and Capacity Building of relevant Stakeholders 
School Awareness Programmes 
Setting up and expansion of tobacco cessation facilities including support for pharmacological treatment of tobacco dependence.
Information. Education and Communication (IEC)/ Media Campaign","National Tobacco Control Program (NTCP): The Government of India launched a dedicated National Tobacco Control Program (NTCP) in 21 states and 42 districts in the 11th Five Year Plan to implement the Anti Tobacco Laws and to bring about greater awareness about the ill-effects of tobacco use. The Objective of NTCP is to build up an appropriate awareness campaign including School Health Programmes advocacy workshops monitoring implementation of anti-tobacco laws institution of a regulatory mechanism including testing laboratories for effective monitoring and implementation of anti tobacco initiatives at State/ District level. 
The Main components of the Programme are: 
(i) State Tobacco Control Cell: The State Tobacco Control Cell facilitates drives and also monitors the proposed District Tobacco Control Programme. The Nodal Officer at the State level is responsible for the overall coordination monitoring and evaluation of the Programme at the district level. This cell is assisted by a Consultant and a Programme Assistant. 
(ii) District Tobacco Control Cell: The District Tobacco Control programme brings about public awareness against the serious and adverse health ill-effects due to consumption of Tobacco. Apart from local awareness campaigns there is a School Health Programme and a monitoring/enforcement mechanism. Dedicated Tobacco Cessation Centers under the supervision of the Government Medical Officers are an integral part of the district programme. Local NGOs are involved in implementation of many of these components. The specific components of District Tobacco Control Program include: (a) Monitoring and implementation of Tobacco Control Laws; (b) Launching awareness campaign; (c) Carrying out School Health and Awareness Programme; (d) Training and Capacity building for enforcement of various provisions of the Anti-tobacco laws; (e) Starting Tobacco Cessation Centre at District Level. This Cell is supported by Psychologist/Counselor and Social Worker.
(iii) Media and outdoor publicity campaigns at National Level: A sustained public awareness campaign against all forms of tobacco using mass media (both print and electronic) and outdoor publicity to reach out to all segments of the population 
(iv) Capacity building of existing Laboratories for testing Tobacco products. The strengthening of tobacco product testing laboratories is an important component of the program. One apex lab and 4 other regional/referral testing labs have been identified for testing tobacco product contents and emissions and are in the process of being set up.
(v) Research & Training: Global Adult Tobacco Survey (GATS-India) has been conducted in 2009-10 to estimate prevalence of tobacco use and track key tobacco control indicators. 
(vi) Monitoring enforcement of tobacco control laws: Guidelines have been developed for enforcement of tobacco control laws. Important instructions rules regulations court judgements and orders are shared with states.","National Tobacco Control Program (NTCP): The Government of India has launched a dedicated National Tobacco Control Program (NTCP) in the 11th Five Year Plan to implement the Anti Tobacco Laws and to bring about greater awareness about the ill- effects of tobacco in 21 states and 42 districts. The Objective of NTCP is to build up an appropriate IEC and awareness campaign including School Health Programme institute a regulatory mechanism including laboratory facility for effective monitoring and implementation of anti tobacco initiatives at State/ District level. 
The Main components of the Programme are: (i) State Tobacco Control Cell: The State Tobacco Control Cell facilitates drives and also monitors the proposed District Tobacco Control Programme. The Nodal Officer at the State level is responsible for the overall coordination monitoring and evaluation of the Programme at the district level. This cell is assisted by a Consultant and a Programme Assistant. (ii). District Tobacco Control Cell: The District Tobacco Control programme brings about public awareness against the serious and adverse health ill-effects due to consumption of Tobacco. Apart from local IEC campaign there is a School Health Programme; monitoring/enforcement mechanism. Dedicated Tobacco Cessation Centers under the supervision of the Government Medical Officers are an integral part of the district programme. Local NGOs are involved in implementation of many of these components. The specific components of District Tobacco Control Program include: 
(a).Monitoring and implementation of Tobacco Control Laws; (b).Launching a IEC/ Mass media Campaign; (c).Carrying out School Health and Awareness Programme; (d)Training and Capacity building for enforcement of the various provisions of the Act.(e) Starting Tobacco Cessation Centre at District Level. This Cell would be supported by Psychologist/Counselor and Social Worker.
(iii).IEC/ Mass media Campaigns at National Level: A sustained public awareness campaign against all forms of tobacco using mass media (both print and electronic media) that reach out to rural audiences as also the lower socioeconomic classes. In addition it also increases the public awareness about various provisions of Tobacco laws as public is not even aware of their rights to protect their health from Second hand smoke etc. (iv).Capacity building of existing Laboratories for testing Tobacco products. The strengthening of tobacco product testing laboratories is an important component of the program. One apex lab and 5 other regional/referral testing labs are being established for testing tobacco product contents.
(v).Research & Training: It will help in building empirical evidence to carry out action intervention studies especially to bring about behavior change in tobacco consumption including Global Adult Tobacco Survey (GATS.) 
(vi).Monitoring the enforcement of tobacco control laws: Monitoring the effective enforcement of the various provisions of"
"67","Iran (Islamic Republic of)","- Implementation of the FCTC needs assessment with the support of WHO FCTC Secretariat which caused strengthening intersectoral coordination and cooperation - Increasing the rate of pecuniary punishments considered in the tobacco control law 4 to fifth times more than the previous years approved in the cabinet in 2013. This rate adjusted to the inflation rates in recent years.","Ratifying the new package of pictorial health warning and getting relevant licenses grant from Parties to the FCTC and implementing 2 pictures on the tobacco packages
Maintaining intersectoral cooperation with relevant organizations with regards to implementation of the National Comprehensive tobacco control law and WHO FCTC
Active participation in the process of negotiation on the Protocol on Eliminating Illicit Trade in Tobacco Products finalization of the draft protocol and the final.","Answer/report not provided"
"68","Iraq","A comprehensive tobacco control act was adopted in March 2012. We are currently following up the issuance of the executive instructions of the law.","Answer/report not provided","Answer/report not provided"
