"","Party","2014 ","2012 ","2010 "
"50","European Union","Council Directive 2011/64/EU on the structure and rates of excise duty applied to manufactured tobacco (codification) was adopted on 21 June 2011. 
According to this Directive EU Member States have to apply to cigarettes a specific excise duty per unit of the product and a proportional excise duty calculated on the basis of the weighted average retail selling price. Furthermore Member States may choose between either an ad valorem duty or a specific duty or a mixture of both on manufactured tobacco products other than cigarettes. 
This Directive
defines the various categories of manufactured tobacco (cigarettes fine cut tobacco intended for the rolling of cigarettes cigars and cigarillos other smoking tobacco); 
lays down the general principles governing taxation of manufactured tobacco; 
provides for an overall minimum excise duty of 60% of the weighted average retail selling price of cigarettes; 
provides for a minimum amount of excise duty of 90 Euro per 1000 cigarettes irrespective of the weighted average retail selling price;
determines the minimum rates for fine-cut smoking tobacco intended for the rolling of cigarettes (see 2.8.2); 
determines the minimum rates for cigars and cigarillos (see 2.8.2);
determines the minimum rates for other smoking tobaccos (see 2.8.2).
Please find details on the applicable legislation at:
http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:176:0024:0036:EN:PDF","The Council Directive 2011/64/EU on the structure and rates of excise duty applied to manufactured tobacco (codification) was adopted on 21 June 2011. 
According to this Directive Member States have to apply to cigarettes a specific excise duty per unit of the product and a proportional excise duty calculated on the basis of the weighted average retail selling price. Furthermore Member States may choose between either an ad valorem duty or a specific duty or a mixture of both on manufactured tobacco other than cigarettes. 
This Directive
o	defines the various categories of manufactured tobacco (cigarettes fine cut tobacco intended for the rolling of cigarettes cigars and cigarillos other smoking tobacco); 
o	lays down the general principles governing taxation of manufactured tobacco; 
o	provides for an overall minimum excise duty of 57% of the weighted average retail selling price of cigarettes; 
o	provides for a minimum amount of excise duty of 64 Euro per 1000 cigarettes irrespective of the weighted average retail selling price;
o	determines the minimum rates for fine-cut smoking tobacco intended for the rolling of cigarettes namely 40% of the weighted average retail selling price or 40 Euro per kilogram; 
o	determines the minimum rates for cigars and cigarillos namely 5% of the retail selling price inclusive of all taxes or 12 Euro per 100 items or per kilogram;
o	determines the minimum rates for other smoking tobaccos namely 20% of the retail selling price inclusive of all taxes or 22 Euro per kilogram.
Please find details at: http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:176:0024:0036:EN:PDF","The adoption of the new EU Tobacco Directive will lead to an increase of the applicable tobacco minimum excise duties in all EU Member States (for cigarettes as from 2014 for fine-cut as from 2011)"
"51","Fiji","The trends has been the same since the tax implemented is 10% for 2 years","Brief description of Fijis taxation policy:
- Fiji applies a combination of (excise) taxes and also value-added-tax; 
- different tobacco products attract different tax levels; manufactured cigarettes attract higher taxes than cigars and cigarillos; 
- Fiji implemented tobacco tax increases in 2008 and 2011 (tax rates remaining unchanged in 2009 and 2010); but these increases were exceeded by the combined inflation rates for the period 2007 to 2011; and 
- the tax increase has been applied to all tobacco products but the difference between tax levels has been sustained.","Answer/report not provided"
"52","Finland","Tobacco taxes were increased from the beginning of year 2014. Tobacco fine cut smoking tobacco cigars and cigarillos and other smoking tobacco were all raised approximately 10 %.","Tobacco taxes have been increased from the beginning of year 2012. Cigarettes cigars and cigarillos have been increased about 10 % and fine cut tobacco 25 %.","Taxes were increased two times (2009 and 2010) for 5-25% depending on a product."
"53","France","2.8.1 : La fiscalité du tabac se compose de la TVA et du droit de consommation pour toutes les cigarettes. La remise brute allouée au débitant de tabac est de 8.74% du prix de vente au détail. Le droit de consommation est de 64.7% qui se décompose en une part proportionnelle au prix de vente au détail de 49.7 % et une part spécifique en euros pour 1000 cigarettes de 45.75 €. La TVA est de 20% (01/01/2014) mais calculée en dedans soit 16.6667 % du prix de vente au détail. Pour un paquet de 20 cigarettes à 7€ la charge fiscale pure est donc de près de 80% du prix de vente au détail. 
En 2013 des hausses de la fiscalité des droits de consommation du tabac ont été effectuées en janvier puis en juillet (accompagnées de hausse de prix de 20 centimes par paquet en juillet également). La Loi de Financement de la Sécurité Sociale pour 2013 a porté une simplification et une clarification de la fiscalité applicable aux tabacs (article 575 et 575 A du code général des impôts). Pour les cigarettes il existe un droit minimum pour le droit de consommation (minimum de perception) au-dessous duquel le droit daccise total devient constant.","Modification du prix de référence conformément aux directives communautaires + relèvement de la part spécifique (7 5% puis 9% puis 12%) et ajustement des minima de perception","Taux du droit de consommation inchangé depuis le 1er janvier 2004. Ajustement des minima de perception les 1er janvier 2008 puis 1er janvier 2010 (cigarettes : 164 € / 1 000 unités tabac à rouler : 97 € / 1 000 unités) afin de tenir compte des hausses de prix. La TVA dont le taux est inchangé depuis le 1er avril 2004 (19 6%) - non mentionnée en réponse à la question 2.8.3 par souci de lisibilité - sajoute au droit de consommation."
"54","Gabon","De 2011 à 2014 les tendances de l’imposition des produits du tabac sont constantes avec un taux de 30%.","Les tendances sont en légère augmentation. Pour les cigarettes importées en plus des deux taxes susmentionnées il y a :Droit Douane à lImportation 30% / Taxe communautaire dintégration 1% / Contribution communautaire dintégration 0.4% / Prélèvement OHADA: 0.05%","Answer/report not provided"
"55","Gambia","The Gambia has several types of taxes for tobacco products. For cigarettes this includes import duty (20% Cost Insurance and Freight (CIF)) import sales tax (15% CIF plus duty) excise tax (165 dalasi per kilo) environment tax customs processing fees and 0.50% ECOWAS levy. For other tobacco products the excise tax is exempted; environment tax is increased to 75 dalasi per kg with the rest remaining the same as cigarettes resulting in lower taxation level of the other tobacco products. Over the recent years there is modest increase of tobacco taxation but the retail price has remained stable. Given the inflation rate is about 4.5% there is actually a real decrease to tobacco products which makes them more affordable and accessible. Increased tobacco taxation is one of the most effective demand side reduction measures particularly for the poor and the youth. The Gambia is in the process of introducing 15% ad valorem rate (VAT) tobacco tax next year but the excise taxation should also be considered. The Gambia Ministry of Finance and the Gambia Revenue Authority recognizes that price and tax measures are an effective and important means of reducing tobacco consumption and supports progressively higher taxation on tobacco products. The Ministry of Finance agreed in principle to implement such tax measures once they are proposed by the Gambia Revenue Authority.","Answer/report not provided","Answer/report not provided"
"56","Georgia","Excise tax on filtered cigarettes was 0.6 GEL until September 2013. According to the decision of Ministyr of Finace excise tax on filtered cigarettes was increased by 0.15 GEL and became 0.75 GEL. Excise tax on non-filtered cigarettes was 0.15 GEL before September 2013 and it was icnreased by 0.5 GEL. There is still huge difference between excise rates of filtered and non-filtered cigarettes which is not in accordance to WHO FCTC guidelines on article 6.","Rate of taxation of filtered cigarettes of domestic production was 0.4 GEL before 2010. Since 2010 it became 0.6 GEL and got same as rate for imported filtered cigarettes.","Answer/report not provided"
"57","Germany","Increase of tobacco taxes 1st January 2012 1st January 2013 and1st January 2014","Increase of tobacco taxes 1st May 2011","no change"
"58","Ghana","Currently the ad valorem rate applied is 150%.
Tobacco taxation income has increased very significantly over the last decade. In the last two years it has increased from 29 million (2010) to 52 million Ghana Cedis in 2012","Answer/report not provided","Ghana use to have a Specific Tax (Rationalization of excise duties from ad valorem to specific in the year 2007. Now Ghana has moved from Specific to Ad Valorem excise duty rates from 1st January 2010 - Act 787."
"59","Greece","Question 2.8.1: The excise tax percentage on the Weighted Average Price (WAP) of cigarettes is 65.68% and the VAT percentage on this price is 18.7%. According to EU Directives the WAP serves as a reference price and not the MPPC of cigarettes.
Trend: During the past two years and especially in 2012 the level of taxes for tobacco products increased significantly.","During the past two years the level of taxes for tobacco products increased significantly","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Se han reducido. como consecuencia de la interposición de un recurso legal por parte de la Industria","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","No Changes","No Changes"
"63","Honduras","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"64","Hungary","In relation to 2.8.1: 
2012. 
cigarette: 86.69%
fine cut smoking tobacco: 87.66%
other tobacco products: 76.10%
cigar. cigarillo: 49.76%
2013. 
cigarette: 80.98% 
fine cut smoking tobacco: 77.40%
other tobacco products: 61.48%
cigar. cigarillo: 49.76%
Trends: 
As it concerns cigarettes:
- the tax in proportion of price has been increased with 2.7% (to 9.5%)
- the quantitative tax has been increased with 33.7% 
- while the tax minimum with 43.8%.
As it concerns other tobacco products:
the tax minimum has been increased with 71.2% in the past two years. namely in 2011-2012.
The level of taxes has been modified/ has been increased (highly above the level of inflation rate) five times in 2011-2012. 
The level of VAT has been increased once. from 25% to 27%.","In case of cigarettes the ad valorem excise has been raised by 0.4 % specific excise has been raised by 27.6 % minimum excise has been raised by 28.7% in the past two years.
In case of smoking tobacco the minimum exise has been increased by 44.8% in the past two years.
Excise tax was raised five times from 2009 to end of 2011. Degree of the rise exceeded inflation. But there was a sudden and hard decline in cigarette pricing (average retail price fall was more than 15%) between November 2010 and April 2011 because of a pricing war on the Hungarian market.
The average retail selling prices of the tobacco products raised between 2009 and 2011.","Excise tax has been raised continuously in the last three years. Degree of the rise exceeded inflation."
"65","Iceland","It has been increasingly raising over the past two years. The excise duty on cigarettes as been increased by about 24%. The excise duty on old traditional nose tobacco has been more than doubled.","It has been increasingly raising over the past two years. The excise duty on cigarettes as been increased by about 24%.","Answer/report not provided"
"66","India","Excise tax has been increased progressively every year in the budget for the year 2013-14 the excise on cigarettes was increased by 18%. in addition states have also imposed the VAT on tobacco products. which is being raised each year.","Excise duty has been increased progressively every year. In addition the States impose VAT on tobacco products which is generally being raised each year.","Increased tax rates"
"67","Iran (Islamic Republic of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"68","Iraq","The customs duties on tobacco products entering Iraq were raised at a rate ranging between 15-50% depending on the type of product as of 1/2/2014.","Answer/report not provided","Answer/report not provided"
"69","Ireland","Changes to the rates of excise duty on tobacco products since the last report are outlined in Annex 1.","No data available on taxation trends","No data available on taxation trends"
"70","Israel","Answer/report not provided","Since May 2009 there was an increase in the retail price of 23% because of government taxation policy and another 4% increase in the retail price due to Tobacco industry price increase.","Answer/report not provided"
"71","Italy","For all tobacco products in October 2013 VAT increased from 21% to 22% of retail selling price (vat excluded) or 18.03% of retail selling prices (vat included).
From January 2012 ad valorem excise of fine cut tobacco for cigarettes (RYO) increased from 56% to 58.5% of TIRSP","Since the last report taxation has been increased in average of 1.7% from 0.7% of snuff tobacco to 4.4% of RYO. Total revenue from tobacco sales are increased in the last year (2011/2010) of +3.23%.","Answer/report not provided"
"72","Jamaica","There has been no increase in taxes for the past two years since January 2010.","Answer/report not provided","Answer/report not provided"
"73","Japan","Answer/report not provided","·Tobacco tax rate has been raised by JPY 3.5 per piece since October 1 2010.","Until recently there has been no change on the tobacco tax rate since July 2006. However the Tax Reform for FY 2010 was decided by the Cabinet on December 22 2009 and the tobacco tax is to be raised by JPY 3.5 per piece in accordance with the Cabinet Decision (the revised rate will be applied from October 1 2010)."
"74","Jordan","Answer/report not provided","In 2008 the government raised customs duties applied on imported cigarettes by 70 percentage points from 80% to 150%. The tax rates applied on cigars were also increased (based on their thickness including small-type cigar Allos and normal cigars Mahtoyen) by 50 percentage points from 100% to 150%. 
The prescribed fees on tobacco importers as input for the manufacture of cigarettes became 75% instead of 60%. 
In 2010 the Government raised the tax on cigarettes to 320 fils per pack of 20 cigarettes plus 102% special tax. This means an increased of the tax rate on cigarettes by 15%. The tax rates for other tobacco products (Altmbak normal and molasses) have also increased from 2500 fils per kilogram net to 3300 fils.","Tobacco and tobacco products is subject to a range of taxes and customs duties and will be reviewed periodically with a view to a harmonization between the rates of consumption and government policy in the reduction and control Attachment (2) Tax Law)."
"75","Kazakhstan","In accordance with the Tax Code from 1 January 2011 a uniform rate of excise on tobacco and January 1 2011 through 2013 was their annual 25% increase.","The minimum increase in rates of excise duty on tobacco by 25% annually.","Answer/report not provided"
"76","Kenya","The overall proportion of taxes in the Retail Selling Price is 52%. This has not been adjusted for inflation since June 2011. The tax structure is hybrid both Ad Valorem and Specific rates are applied","Answer/report not provided","The rates of tax have remained unchanged since 2008 despite the Tobacco Control Act requiring that a taxation policy be put in place to increase tax and prices of tobacco products."
"77","Kiribati","Brief description of Taxation Policy: applies a combination of excise taxes and also value added tax","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"79","Kyrgyzstan","In relation to 2.8.1 :
Excise Tax - 22%. VAT- 12% . Total Tax- 34% for the most popular import cigarette with filter;
Excise Tax - 33.5% - VAT- 12% . Total Tax- 45.5% for the most popular domestic cigarette with filter;
Excise Tax - 5% - VAT- 12% . Total Tax- 17% for the most popular Domestic cigarette without filter;
In accordance with the Law of the Kyrgyz Republic dated July 30. 2013 ? 165 excise tax on filtered cigarettes compared to the year 2013 in 2014 increased by 2 times. in 2015 - 2.5 times in 2016 and 3.2-fold on unfiltered cigarettes by 1.5 times in 2014-2015. and 5 times in 2016. on cigars over 130 times on other tobacco more than 70 times higher (5 soms per 1 kg in 2012 to 368 soms per kg in 2014. with the 2016 transition to the specific tax.
The tax rates. including forthcoming changes. are as follows 
Cigarettes with filter. specific and ad valorem combined: not less than 360 soms per 1000 pieces or 280 soms per 1000 pieces + 8%. In 2015. the corresponding amounts will increase to 450 soms. or 350 soms + 8% per 1000 pieces. In 2016. the rate of the specific tax will be 580 soms per 1000 pieces and no ad valorem will be applied.
For the cigarettes without filter. the rates applicable in 2014-2015 are : not less than 30 soms per 1000 pieces or 8 soms per 1000 pieces + 4%. In 2016. only specific tax will be applied at a rate of 100 soms per 1000 pieces. 
For cigars. the rate applicable in 2014-2016 is 40 soms per piece.
For cigarillos. the specific rate applicable is 500 soms per 1000 pieces.
For other tobacco. the specific rate applied is 368 soms per 1 kg.","2.8.1: 
WINSTON filter cigarettes: 25 som per 1 pack (20 cigarettes March 2012) 3 catfish (12% VAT) 
0.63 soms (2.5% sales tax) 
3 som excise approximately 1 pack under the Tax Code of KR in the edition of July 22 2011 (Law N CR 123) was the combination of specific and ad valorem excise rates are set with a gradual increase from 1 October 2011","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"81","Latvia","Amendments to the Excise tax law were passed in 2011 and 2013 that foresee the increase of tax rates in the next years for all tobacco products but especially for cigarettes in order to meet EU requirements.
Excise tax on cigarettes: 

01.01.
2014.
01.07.
2014.
01.07.
2015.
01.07.
2016.
01.07.
2017
01.07.
2018

Minimum excise tax per 1000 cigarettes in EUR
79.68
85.60
89.80
93.70
97.00
100.00

Cigarettes:

Specific rate per 1000 pieces
39.84
51.80
54.20
56.20
58.20
60.00

Per cent of maximum retail selling price
33.5
25.0
25.0
25.0
25.0
25.0

 Excise tax on other tobacco products: 

01.01.
2014.
01.01.
2016.
01.01.
2018.

Cigars and cigarillos per 1000 pieces
39.84
42.69
45.00

 Tobacco for smoking per 1 kg:

Fine-cut tobacco 
55.49
55.49
60

Other smoking tobacco 
55.49
55.49
60","In 2010 the specific tax for cigarettes was 22.50 lats per 1000 cigarettes; Ad valorem for cigarettes was 34.5% of the maximum retail selling price; the minimal tax rate for cigarettes was 48 lats per 1000 cigarettes. 
In 2010 the specific tax for cigars and cigarillos was 11 lats per 1000 pieces; but the specific tax for smoking tobacco was 23 lats per 1000 grams.
In 2011 (till the 30th of June) the specific tax for cigarettes was 22.50 lats per 1000 cigarettes; Ad valorem for cigarettes was 34.5% of the maximum retail selling price; the minimal tax rate for cigarettes was 48 lats per 1000 cigarettes. 
In 2011 (till the 30th of June) the specific tax for cigars and cigarillos was 24 lats per 1000 pieces; but the specific tax for smoking tobacco was 29 lats per 1000 grams.
In 2011 (from the 1st of July) the specific tax for cigarettes was 25 lats per 1000 cigarettes; Ad valorem for cigarettes was 34% of the maximum retail selling price; the minimal tax rate for cigarettes was 52 lats per 1000 cigarettes. 
In 2011 (from the 1st of July) the specific tax for cigars and cigarillos was 26 lats per 1000 pieces; but the specific tax for smoking tobacco was 34 lats per 1000 grams.
The total excise tax burden for tobacco products has been increased. The specific tax for cigarettes is increased but Ad valorem - decreased. Excise tax for cigars and cigarillos forms 50% from the minimal level of the excise tax for cigarettes.","From 1 July 2003 EU demands on excise duty structuring is binding to Latvian taxation policy. This demand determines that the excise duty tax for cigarettes had to reach the minimum amount determined by EU till January 2010.The minimum was reached one year prior - on January 2009. Therefore the tax rate for cigarettes was increased - in 2007 the specific tax for 1000 cigarettes was 10 lats (Latvian currecy) in 2008 - 17 8 lats and in 2009 - 22 5 lats. Ad valorem tax for cigarettes accordingly has increased from 25% in 2007 to 34 5% in 2009.The excise duty tax for cigars and cigarillos has not increased during the last 3 years but for other smoked tobacco it was increased in 2009 from 14 to 23 lats partly due to increased consume of this product that is used to roll your own cigarettes. Starting from 1 January 2009 VAT is increased from 18% to 21% (for all products and services in Latvia)."
"82","Lebanon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"83","Lesotho","Answer/report not provided","Answer/report not provided","Relevant Legislation and Schedules to SACU Tariff:
 Lesotho Customs and Excise Act no. 10 of 1082 provides for levying of customs and excise duties
 (a) Customs duties: Schedule 1 Part 1 Tariff Heading 2402: 
 (b) Excise duties : Schedule 1 Part 2 A Tariff item 104.30 
NB: SACU Member States are Botswana Lesotho Namibia Swaziland and Republic of South Africa and they use Common External Customs Tariff.
Other information concerning taxation of tobacco products in Lesotho:
- for details on taxation of tobacco products see page 5 of this document: http://www.lra.org.ls/Legislation/Tax_Revenue_Acts/VAT/Lesotho%20Tax%20System.pdf
- for VAT rates (tobacco) see page 7 of this document: http://www.lra.org.ls/Legislation/Regulations/VAT_Regulations/VAT_Regulations_Legal_Notice_95_2003.pdf
Information on ad valorem tax shows that it varies by country where the tobacco is imported from. Rates of import duties from outside SACU (Southern African Customs Union whose members are Botswana Lesotho Namibia South Africa and Swaziland and they use Common External Customs Tariff) is 45% on imported cigarettes and tobacco. 
However no duties are levied on tobacco imported from the Southern African Development Community (SADC). Current SADC Member States: Angola Botswana the Democratic Republic of Congo Lesotho Madagascar Malawi Mauritius Mozambique Namibia Seychelles South Africa Swaziland United Republic of Tanzania Zambia and Zimbabwe."
"84","Libyan Arab Jamahiriya","Taxes have been reduced since 2011 with the weak implementation of other planned legislation.","In accordance with the Council of Ministers Decision No. 48/2011 (see Annex) the previously applied consumption and production tax as well as the importation service tax were abolished. The customs tax was set at 25%. These changes resulted in a decrease in overall tax rates applied on tobacco products.","Answer/report not provided"
"85","Lithuania","21 percent VAT rate is applied for the smoking tobacco products. Also excise duties are applied for the smoking tobacco products. For more detailed information on the taxation please use the European Commission website: http://ec.europa.eu/taxation_customs/resources/documents/taxation/excise_duties/tobacco_products/rates/excise_duties-part_iii_tobacco_en.pdf
Over the past two years the excise duty rate for tobacco products was increased as follows: 
For cigarettes from 2012-03-01 the specific excise duty rate was increased from LTL 132 till LTL 140 and the minimum requirement- from LTL 221 till 232 per 1000 cigarettes from 2013-03-01 the specific excise duty rate was increased from LTL 140 till LTL 148 and the minimum requirement - from LTL 232 till LTL 244. For cigars and cigarillos: from 2012-03-01 - excise duty rate was increased from LTL 80 till LTL 84 per kilogram of the product from 2013-03-01 excise duty rate was increased from LTL 84 till LTL 88 per kilogram of the product. 
For other smoking tobacco: from 2013-01-01 excise duty rate was increased from LTL 139 till LTL 163 per kilogram of the product.","Over the past two years the excise duty rate for tobacco products was increased as follows: For cigarettes from 2011-01-01 the minimum requirement for the overall excise duty (LTL221) was introduced. As well from 2012-03-01 the specific excise duty rate was increased from LTL 132 until LTL 140 and the mininum requirement-from LTL 221 until 232 per 1000 cigarettes. From cigars and cigarillos: from 2011-01-01 the excise duty rate was increased from LTL 38 until LTL 80 per kilogram of the product and from 2012-03-01 - until LTL 84 per kilogram of the product. For other smoking tobacco - from 2011-01-01 the excise duty rate was increased from LTL 111 until LTL 139.","The specific component 132 LTL + 25% and VAT for all products 21 %
The change of the rate of excise in Lithuania:
Specific component (Litas for 1.000 cigarettes) - 2004 - 4 75 LT; 2007-66 Lt; 2008 - 79 Lt; 2009 March- 95 Lt; 2009 September -132 Lt
Percent from highest detail price of cigarettes 2004 - 15%; 2007-15%; 2008 -20%;2009 March-25%; 2009 September -25%
Minimal rate of excise tax quoetes were increased by the Directive adopted by EU counsil on February 16 2010 (2010/12/EU. From January 01 2011 the combinated rate of excise is to be no less then 221 Litas/1.000 units of cigarettes. Lithuania was given a transitory 7 years period to reach the minimal rate of excise. So the minimal rate of excise planed to reach 90 euros/1.000 units of cigarettes."
"86","Luxembourg","Augmentation annuelle","Answer/report not provided","Cigarettes: 01/01/2007	47 44 %+15.3914 €
   01/02/2009	47 84 %+16 8914 €
Tabacs: 01/02/2008 37%
   01/02/2010 31.5% + 4€/kg ( min 21€/kg)
Cigares: 01/02/2007 10%
   01/02/2010 10% ( min 9€/1000)"
"87","Madagascar","En relation de 2.8.1 : Plus de 60% soit 73.50% (données d’après la structure de prix de cigarettes validée par l’administration en 2013 : prix TTC (ventes au détail)= 1950 Ar DA= 845 TSJS (Taxe Spécial pour les Jeuneuses et Sports)= 6ar TVA= 325) 
En relation de 2.8.3 : Tabac à fumer même contenant des succédanés de tabac en toute proportion et les tabacs « homogénéisés ou reconstitués sont exonéré du DA.
Tendance : une révision à la hausse du Taux d’imposition opérée en matière de Droit d’accises (DA) de 250% à 325% .","Stationnaire","Augmentation"
"88","Malaysia","The excise tax for cigarettes has been increased from RM 0.22 per stick (2010) to RM 0.25 per stick (2013). Cigarette taxes increase from 48% (2011) to 53% (2013) of retail price.","(i). Ad-valorem - rate is 20% & base is exfactory price per stick of cigarette (amount is RM 0.60)
(ii). Sales tax - amount is RM 1.28 that is derived from 5% of exfactory price + total excise per stick of cigarette.
The excise tax for cigarettes had increased from RM0.18/stick (2008) to RM0.22/stick (2010)","The taxes for cigarettes had increase"
"89","Maldives","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"90","Mali","Voir annexe 2 pour les informations détailles pour les autres produits du tabac.","taxes nont pas été modifiées depuis 2005","Answer/report not provided"
"91","Malta","2.8.1: The Excise Section of the Customs Department is familiar only with the Retail Price of CIGARETTES since it is necessary to calculate the Excise Duty.
	Years 2011 2012 2013
01/01/2011-14/11/2011 - Excise Duty & VAT as a proportion to Retail Price of cigarettes (€210/1000) of MPPC = 75.58% 
15/11/2011-28/02/2013 - Excise Duty & VAT as a proportion to Retail Price of cigarettes (€220/1000) of MPPC = 75.25%  
01/03/2013-08/04/2013 - Excise Duty & VAT as a proportion to Retail Price of cigarettes (€225/1000) of MPPC = 74.46%
09/04/2013-04/11/2013 - Excise Duty & VAT as a proportion to Retail Price of cigarettes (€235/1000) of MPPC = 75.36%
05/11/2013-31/12/2013 - Excise Duty & VAT as a proportion to Retail Price of cigarettes (€250/1000) of MPPC = 75.26% 
2.8.2: Types of taxes applied:
Specific tax only: On cigars & cigarillos (per 1000 units); On Fine Cut Tobacco (per Kg); On Pipe Tobacco (per Kg) 
Combination of ad valorem and specific excise: on cigarettes
2.8.3: For rates see Annex 1.","Increasing annually ( 2010 figures http://ec.europa.eu/taxation_customs/resources/documents/taxation/excise_duties/tobacco_products/rates/excise_duties-part_III_tobacco-en.pdf)","Increasing annually ( 2010 figures http://ec.europa.eu/taxation_customs/resources/documents/taxation/excise_duties/tobacco_products/rates/excise_duties-part_III_tobacco-en.pdf)"
"92","Marshall Islands","RMI has minimal taxes on tobacco products and they have not been raised in line with cost-of-living increases; there are indications that this minimal level was even decreased for a period. Import excise is currently US$ 1 per pack of 20 cigarettes or 151% of import cost for cigars. For other tobacco products such as tinned leaf tobacco excise is US$ 2.75 per 34.2 gram unit.","The trend has not changed since the last report but there is a reason to believe it will be slightly altered.","Answer/report not provided"
"93","Mauritania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"94","Mauritius","33%","33 %","Please note that there were four categories of tax rate prior to the specific tax on tobacco products. Tax applicable in Mauritius on tobacco products are as follows: 
- customs import duty of 15% on CIF price
- customs excise duty of 2 200 Mauritian Rupees (MR) (US$ 73.33 at 30 MR per dollar) per thousand cigarette sticks
- Value Added Tax of 15% applied after adding custom duties to the CIF price"
